"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.283212485171218,"Pn13E1"
"Friend","RT","Odd-Even",0.672719991353201,"Pn13E1"
"Friend","RT","Permuted",0.716338750680218,"Pn13E1"
"Friend","ACC","First-Second",-0.0787260874880773,"Pn13E1"
"Friend","ACC","Odd-Even",0.198620777554808,"Pn13E1"
"Friend","ACC","Permuted",-0.177428313152002,"Pn13E1"
"Friend","d Prime","First-Second",0.454928609176277,"Pn13E1"
"Friend","d Prime","Odd-Even",0.256435521793725,"Pn13E1"
"Friend","d Prime","Permuted",0.530583892928233,"Pn13E1"
"Friend","Efficiency","First-Second",0.176831093513457,"Pn13E1"
"Friend","Efficiency","Odd-Even",0.654670234163284,"Pn13E1"
"Friend","Efficiency","Permuted",0.316373910895318,"Pn13E1"
"Friend","ezDDM v","First-Second",0.325430611734208,"Pn13E1"
"Friend","ezDDM v","Odd-Even",0.14065498604844,"Pn13E1"
"Friend","ezDDM v","Permuted",0.0988930280070933,"Pn13E1"
"Friend","ezDDM z","First-Second",-0.33973378106438,"Pn13E1"
"Friend","ezDDM z","Odd-Even",0.317533560487542,"Pn13E1"
"Friend","ezDDM z","Permuted",-0.126614151236847,"Pn13E1"
"Friend","rwDDM v","First-Second",0.00257939644250371,"Pn13E1"
"Friend","rwDDM v","Odd-Even",-0.143898504718713,"Pn13E1"
"Friend","rwDDM v","Permuted",0.37906749840175,"Pn13E1"
"Friend","rwDDM z","First-Second",0.601680041958686,"Pn13E1"
"Friend","rwDDM z","Odd-Even",0.516796165500749,"Pn13E1"
"Friend","rwDDM z","Permuted",0.706476581713599,"Pn13E1"
"Stranger","RT","First-Second",0.693678337467036,"Pn13E1"
"Stranger","RT","Odd-Even",0.833179610743827,"Pn13E1"
"Stranger","RT","Permuted",0.808541883328907,"Pn13E1"
"Stranger","ACC","First-Second",0.691188303372112,"Pn13E1"
"Stranger","ACC","Odd-Even",0.900724856795015,"Pn13E1"
"Stranger","ACC","Permuted",0.492187369986896,"Pn13E1"
"Stranger","d Prime","First-Second",0.348482148668328,"Pn13E1"
"Stranger","d Prime","Odd-Even",0.660106239569771,"Pn13E1"
"Stranger","d Prime","Permuted",0.638668239148833,"Pn13E1"
"Stranger","Efficiency","First-Second",0.756625560233211,"Pn13E1"
"Stranger","Efficiency","Odd-Even",0.889207683898451,"Pn13E1"
"Stranger","Efficiency","Permuted",0.717894153624255,"Pn13E1"
"Stranger","ezDDM v","First-Second",0.629825062568544,"Pn13E1"
"Stranger","ezDDM v","Odd-Even",0.657664956892986,"Pn13E1"
"Stranger","ezDDM v","Permuted",0.414453752442411,"Pn13E1"
"Stranger","ezDDM z","First-Second",0.411215547249678,"Pn13E1"
"Stranger","ezDDM z","Odd-Even",0.379155201103216,"Pn13E1"
"Stranger","ezDDM z","Permuted",0.234283520107924,"Pn13E1"
"Stranger","rwDDM v","First-Second",-0.0196502376287698,"Pn13E1"
"Stranger","rwDDM v","Odd-Even",0.39699340131511,"Pn13E1"
"Stranger","rwDDM v","Permuted",0.315786082996117,"Pn13E1"
"Stranger","rwDDM z","First-Second",0.154949817965189,"Pn13E1"
"Stranger","rwDDM z","Odd-Even",0.091596829277256,"Pn13E1"
"Stranger","rwDDM z","Permuted",0.469718729373958,"Pn13E1"
