"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.0449246097007104,"Pn16E2"
"Friend","RT","Odd-Even",0.790057793506761,"Pn16E2"
"Friend","RT","Permuted",0.623836126512664,"Pn16E2"
"Friend","ACC","First-Second",-0.175578251902995,"Pn16E2"
"Friend","ACC","Odd-Even",0.778829831085581,"Pn16E2"
"Friend","ACC","Permuted",0.5733693823264,"Pn16E2"
"Friend","d Prime","First-Second",-0.524163882198276,"Pn16E2"
"Friend","d Prime","Odd-Even",0.477172257087926,"Pn16E2"
"Friend","d Prime","Permuted",0.458855886539112,"Pn16E2"
"Friend","Efficiency","First-Second",-0.105871893625059,"Pn16E2"
"Friend","Efficiency","Odd-Even",0.872636123920694,"Pn16E2"
"Friend","Efficiency","Permuted",0.636584877093669,"Pn16E2"
"Friend","ezDDM v","First-Second",-0.20891097978803,"Pn16E2"
"Friend","ezDDM v","Odd-Even",0.75583638394233,"Pn16E2"
"Friend","ezDDM v","Permuted",0.58377303609917,"Pn16E2"
"Friend","ezDDM z","First-Second",0.00776513950208815,"Pn16E2"
"Friend","ezDDM z","Odd-Even",0.0793994443844852,"Pn16E2"
"Friend","ezDDM z","Permuted",0.1853530993168,"Pn16E2"
"Friend","rwDDM v","First-Second",-0.181829588170499,"Pn16E2"
"Friend","rwDDM v","Odd-Even",0.663291589007133,"Pn16E2"
"Friend","rwDDM v","Permuted",0.654913793813411,"Pn16E2"
"Friend","rwDDM z","First-Second",0.160218183422591,"Pn16E2"
"Friend","rwDDM z","Odd-Even",0.430332079608851,"Pn16E2"
"Friend","rwDDM z","Permuted",0.641978913139154,"Pn16E2"
