"Target","Indice","Method","r","Paper_ID"
"Celebrity","RT","First-Second",0.470735336414327,"P51E1"
"Celebrity","RT","Odd-Even",0.568684931196103,"P51E1"
"Celebrity","RT","Permuted",0.541870638096791,"P51E1"
"Celebrity","ACC","First-Second",0.32633578548867,"P51E1"
"Celebrity","ACC","Odd-Even",0.331905698216953,"P51E1"
"Celebrity","ACC","Permuted",0.273434098730308,"P51E1"
"Celebrity","d Prime","First-Second",0.131410764356899,"P51E1"
"Celebrity","d Prime","Odd-Even",0.1732835332663,"P51E1"
"Celebrity","d Prime","Permuted",0.115720593467975,"P51E1"
"Celebrity","Efficiency","First-Second",0.494408519253424,"P51E1"
"Celebrity","Efficiency","Odd-Even",0.479013209965648,"P51E1"
"Celebrity","Efficiency","Permuted",0.555863319217355,"P51E1"
"Celebrity","ezDDM v","First-Second",0.295879656523996,"P51E1"
"Celebrity","ezDDM v","Odd-Even",0.393159747727416,"P51E1"
"Celebrity","ezDDM v","Permuted",0.407601955159539,"P51E1"
"Celebrity","ezDDM z","First-Second",0.00280366871147627,"P51E1"
"Celebrity","ezDDM z","Odd-Even",-0.0628544776257049,"P51E1"
"Celebrity","ezDDM z","Permuted",-0.00886338031683988,"P51E1"
"Celebrity","rwDDM v","First-Second",0.105927026888558,"P51E1"
"Celebrity","rwDDM v","Odd-Even",0.196863688019374,"P51E1"
"Celebrity","rwDDM v","Permuted",0.0881753587001864,"P51E1"
"Celebrity","rwDDM z","First-Second",0.0660296021561003,"P51E1"
"Celebrity","rwDDM z","Odd-Even",-0.127700017757094,"P51E1"
"Celebrity","rwDDM z","Permuted",-0.099223043600415,"P51E1"
"Stranger","RT","First-Second",0.46102040047568,"P51E1"
"Stranger","RT","Odd-Even",0.586245901261149,"P51E1"
"Stranger","RT","Permuted",0.616845096759029,"P51E1"
"Stranger","ACC","First-Second",0.384947874634581,"P51E1"
"Stranger","ACC","Odd-Even",0.364947228547802,"P51E1"
"Stranger","ACC","Permuted",0.394828198732784,"P51E1"
"Stranger","d Prime","First-Second",0.0455948048487266,"P51E1"
"Stranger","d Prime","Odd-Even",0.198924226827805,"P51E1"
"Stranger","d Prime","Permuted",0.100052741941692,"P51E1"
"Stranger","Efficiency","First-Second",0.482593592814145,"P51E1"
"Stranger","Efficiency","Odd-Even",0.335681118476971,"P51E1"
"Stranger","Efficiency","Permuted",0.454351865016373,"P51E1"
"Stranger","ezDDM v","First-Second",0.378878194514585,"P51E1"
"Stranger","ezDDM v","Odd-Even",0.447775884367809,"P51E1"
"Stranger","ezDDM v","Permuted",0.402775703341936,"P51E1"
"Stranger","ezDDM z","First-Second",-0.0803724656375059,"P51E1"
"Stranger","ezDDM z","Odd-Even",-0.0161854177767688,"P51E1"
"Stranger","ezDDM z","Permuted",0.0645376606522471,"P51E1"
"Stranger","rwDDM v","First-Second",0.164595800893601,"P51E1"
"Stranger","rwDDM v","Odd-Even",0.0883088259133485,"P51E1"
"Stranger","rwDDM v","Permuted",0.238411728962633,"P51E1"
"Stranger","rwDDM z","First-Second",-0.023084756890011,"P51E1"
"Stranger","rwDDM z","Odd-Even",-0.0764671633734733,"P51E1"
"Stranger","rwDDM z","Permuted",-0.0578347729661736,"P51E1"
