"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.44612881859181,"P0E1"
"Friend","RT","Odd-Even",0.587833889221531,"P0E1"
"Friend","RT","Permuted",0.582622087260939,"P0E1"
"Friend","ACC","First-Second",0.220915022895449,"P0E1"
"Friend","ACC","Odd-Even",0.279613127716725,"P0E1"
"Friend","ACC","Permuted",0.242317757012266,"P0E1"
"Friend","d Prime","First-Second",0.266830881042256,"P0E1"
"Friend","d Prime","Odd-Even",0.191118371825001,"P0E1"
"Friend","d Prime","Permuted",0.16055490681504,"P0E1"
"Friend","Efficiency","First-Second",0.386311616407013,"P0E1"
"Friend","Efficiency","Odd-Even",0.551099876482693,"P0E1"
"Friend","Efficiency","Permuted",0.470040258549636,"P0E1"
"Friend","ezDDM v","First-Second",0.266520650616957,"P0E1"
"Friend","ezDDM v","Odd-Even",0.275413587337471,"P0E1"
"Friend","ezDDM v","Permuted",0.327011770279687,"P0E1"
"Friend","ezDDM z","First-Second",-0.0635032626477697,"P0E1"
"Friend","ezDDM z","Odd-Even",0.10814907713728,"P0E1"
"Friend","ezDDM z","Permuted",0.0529794550483432,"P0E1"
"Friend","rwDDM v","First-Second",0.0305317410221166,"P0E1"
"Friend","rwDDM v","Odd-Even",0.027138957099888,"P0E1"
"Friend","rwDDM v","Permuted",0.175397489102733,"P0E1"
"Friend","rwDDM z","First-Second",0.0803272551315086,"P0E1"
"Friend","rwDDM z","Odd-Even",0.0456871758279456,"P0E1"
"Friend","rwDDM z","Permuted",0.0759894844331575,"P0E1"
"Stranger","RT","First-Second",0.604350681902308,"P0E1"
"Stranger","RT","Odd-Even",0.721884616714826,"P0E1"
"Stranger","RT","Permuted",0.627488925874369,"P0E1"
"Stranger","ACC","First-Second",0.26204900465479,"P0E1"
"Stranger","ACC","Odd-Even",0.335372390902278,"P0E1"
"Stranger","ACC","Permuted",0.389181039686391,"P0E1"
"Stranger","d Prime","First-Second",0.218288788079002,"P0E1"
"Stranger","d Prime","Odd-Even",0.245192087314526,"P0E1"
"Stranger","d Prime","Permuted",0.236518280199687,"P0E1"
"Stranger","Efficiency","First-Second",0.501729371323954,"P0E1"
"Stranger","Efficiency","Odd-Even",0.631396782313503,"P0E1"
"Stranger","Efficiency","Permuted",0.595151560591574,"P0E1"
"Stranger","ezDDM v","First-Second",0.287922762674241,"P0E1"
"Stranger","ezDDM v","Odd-Even",0.361759155570772,"P0E1"
"Stranger","ezDDM v","Permuted",0.362968250572844,"P0E1"
"Stranger","ezDDM z","First-Second",0.0419728238060204,"P0E1"
"Stranger","ezDDM z","Odd-Even",0.0210911732662403,"P0E1"
"Stranger","ezDDM z","Permuted",0.0185938086421001,"P0E1"
"Stranger","rwDDM v","First-Second",0.0774305729510541,"P0E1"
"Stranger","rwDDM v","Odd-Even",0.158317990045891,"P0E1"
"Stranger","rwDDM v","Permuted",0.0987811375142157,"P0E1"
"Stranger","rwDDM z","First-Second",0.0844676017332628,"P0E1"
"Stranger","rwDDM z","Odd-Even",0.0430140769785381,"P0E1"
"Stranger","rwDDM z","Permuted",-0.00812174207202652,"P0E1"
