Shape,Label,ShapeLoc,Condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,Exclude,StrangerShape,P1Shape,P2Shape,corr,Training,nCorr,trialinblock,BlankFrames,Block,Pair Number,Participant 1 Age,Participant 2 Age,Phase
Stranger,Stranger,Top,Match,2,18,66,17,w,0.683695368,0,STAR,PENTAGON,DIAMOND,0,0,41,67,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,2,19,67,20,o,0.500163443,0,STAR,PENTAGON,DIAMOND,1,0,42,68,78,4,39,22,19,2
P1,P1,Top,Match,2,20,68,1,w,0.650154481,0,STAR,PENTAGON,DIAMOND,0,0,42,69,78,4,39,22,19,2
P2,Stranger,Top,Mismatch,2,21,69,11,w,1.016796302,0,STAR,PENTAGON,DIAMOND,1,0,43,70,78,4,39,22,19,2
P2,Stranger,Bottom,Mismatch,2,22,70,15,o,0.383494973,0,STAR,PENTAGON,DIAMOND,0,0,43,71,78,4,39,22,19,2
P2,P2,Bottom,Match,2,23,71,12,o,0.850175563,0,STAR,PENTAGON,DIAMOND,1,0,44,72,78,4,39,22,19,2
P1,P1,Bottom,Match,3,0,72,5,o,0.400181524,0,STAR,PENTAGON,DIAMOND,1,0,45,73,78,4,39,22,19,2
Stranger,Stranger,Top,Match,3,1,73,16,o,0.616812173,0,STAR,PENTAGON,DIAMOND,1,0,46,74,78,4,39,22,19,2
P2,P2,Top,Match,3,2,74,8,o,0.700190841,0,STAR,PENTAGON,DIAMOND,1,0,47,75,78,4,39,22,19,2
P1,P1,Top,Match,3,3,75,0,o,0.38350129,0,STAR,PENTAGON,DIAMOND,1,0,48,76,78,4,39,22,19,2
P1,P1,Top,Match,3,4,76,1,o,0.466846401,0,STAR,PENTAGON,DIAMOND,1,0,49,77,78,4,39,22,19,2
P2,Stranger,Bottom,Mismatch,3,5,77,15,w,1.116822437,0,STAR,PENTAGON,DIAMOND,1,0,50,78,78,4,39,22,19,2
P1,P1,Bottom,Match,3,6,78,5,o,0.550195065,0,STAR,PENTAGON,DIAMOND,1,0,51,79,78,4,39,22,19,2
P2,P1,Bottom,Mismatch,3,7,79,14,o,0.333449533,0,STAR,PENTAGON,DIAMOND,0,0,51,80,78,4,39,22,19,2
P1,P1,Top,Match,3,8,80,1,o,0.616787696,0,STAR,PENTAGON,DIAMOND,1,0,52,81,78,4,39,22,19,2
Stranger,Stranger,Top,Match,3,9,81,17,o,0.583489604,0,STAR,PENTAGON,DIAMOND,1,0,53,82,78,4,39,22,19,2
P1,P1,Bottom,Match,3,10,82,4,o,0.583478945,0,STAR,PENTAGON,DIAMOND,1,0,54,83,78,4,39,22,19,2
P2,P1,Top,Mismatch,3,11,83,10,o,0.383752376,0,STAR,PENTAGON,DIAMOND,0,0,54,84,78,4,39,22,19,2
P2,P1,Bottom,Mismatch,3,12,84,14,w,0.500180419,0,STAR,PENTAGON,DIAMOND,1,0,55,85,78,4,39,22,19,2
P2,P1,Bottom,Mismatch,3,13,85,14,w,0.616824411,0,STAR,PENTAGON,DIAMOND,1,0,56,86,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,3,14,86,20,o,0.483541242,0,STAR,PENTAGON,DIAMOND,1,0,57,87,78,4,39,22,19,2
P1,P2,Bottom,Mismatch,3,15,87,7,o,0.550189933,0,STAR,PENTAGON,DIAMOND,0,0,57,88,78,4,39,22,19,2
P1,Stranger,Bottom,Mismatch,3,16,88,6,w,0.533571681,0,STAR,PENTAGON,DIAMOND,1,0,58,89,78,4,39,22,19,2
Stranger,P1,Top,Mismatch,3,17,89,18,o,0.400160995,0,STAR,PENTAGON,DIAMOND,0,0,58,90,78,4,39,22,19,2
P2,P2,Top,Match,3,18,90,8,o,0.81683286,0,STAR,PENTAGON,DIAMOND,1,0,59,91,78,4,39,22,19,2
P1,P1,Bottom,Match,3,19,91,5,o,0.583499079,0,STAR,PENTAGON,DIAMOND,1,0,60,92,78,4,39,22,19,2
P1,P1,Bottom,Match,3,20,92,4,o,0.517123977,0,STAR,PENTAGON,DIAMOND,1,0,61,93,78,4,39,22,19,2
Stranger,P1,Bottom,Mismatch,3,21,93,22,w,0.583812936,0,STAR,PENTAGON,DIAMOND,1,0,62,94,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,3,22,94,21,o,0.650149349,0,STAR,PENTAGON,DIAMOND,1,0,63,95,78,4,39,22,19,2
P1,Stranger,Top,Mismatch,3,23,95,2,w,0.700141098,0,STAR,PENTAGON,DIAMOND,1,0,64,96,78,4,39,22,19,2
P2,Stranger,Bottom,Mismatch,4,0,96,15,w,0.450154323,0,STAR,PENTAGON,DIAMOND,1,0,65,97,78,4,39,22,19,2
Stranger,P2,Top,Mismatch,4,1,97,19,w,0.833377287,0,STAR,PENTAGON,DIAMOND,1,0,66,98,78,4,39,22,19,2
Stranger,P2,Top,Mismatch,4,2,98,19,w,0.583542506,0,STAR,PENTAGON,DIAMOND,1,0,67,99,78,4,39,22,19,2
Stranger,P1,Bottom,Mismatch,4,3,99,22,w,0.583482893,0,STAR,PENTAGON,DIAMOND,1,0,68,100,78,4,39,22,19,2
P1,Stranger,Bottom,Mismatch,4,4,100,6,w,0.733479853,0,STAR,PENTAGON,DIAMOND,1,0,69,101,78,4,39,22,19,2
Stranger,Stranger,Top,Match,4,5,101,17,w,0.683477445,0,STAR,PENTAGON,DIAMOND,0,0,69,102,78,4,39,22,19,2
Stranger,P1,Top,Mismatch,4,6,102,18,w,0.600165101,0,STAR,PENTAGON,DIAMOND,1,0,70,103,78,4,39,22,19,2
Stranger,Stranger,Top,Match,4,7,103,16,o,0.716818568,0,STAR,PENTAGON,DIAMOND,1,0,71,104,78,4,39,22,19,2
Stranger,P2,Bottom,Mismatch,4,8,104,23,w,0.566849638,0,STAR,PENTAGON,DIAMOND,1,0,72,105,78,4,39,22,19,2
P2,P1,Top,Mismatch,4,9,105,10,w,0.850189775,0,STAR,PENTAGON,DIAMOND,1,0,73,106,78,4,39,22,19,2
P1,P1,Top,Match,4,10,106,0,o,0.600172207,0,STAR,PENTAGON,DIAMOND,1,0,74,107,78,4,39,22,19,2
P1,P1,Bottom,Match,4,11,107,5,o,0.666828399,0,STAR,PENTAGON,DIAMOND,1,0,75,108,78,4,39,22,19,2
P1,Stranger,Bottom,Mismatch,4,12,108,6,w,0.616803882,0,STAR,PENTAGON,DIAMOND,1,0,76,109,78,4,39,22,19,2
P2,Stranger,Top,Mismatch,4,13,109,11,o,0.600170628,0,STAR,PENTAGON,DIAMOND,0,0,76,110,78,4,39,22,19,2
P1,P1,Bottom,Match,4,14,110,5,o,0.650158429,0,STAR,PENTAGON,DIAMOND,1,0,77,111,78,4,39,22,19,2
P1,P2,Bottom,Mismatch,4,15,111,7,w,0.583480129,0,STAR,PENTAGON,DIAMOND,1,0,78,112,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,4,16,112,20,o,0.633486485,0,STAR,PENTAGON,DIAMOND,1,0,79,113,78,4,39,22,19,2
P2,Stranger,Bottom,Mismatch,4,17,113,15,w,0.600150099,0,STAR,PENTAGON,DIAMOND,1,0,80,114,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,4,18,114,21,o,0.58348842,0,STAR,PENTAGON,DIAMOND,1,0,81,115,78,4,39,22,19,2
P2,P2,Top,Match,4,19,115,9,o,0.367220582,0,STAR,PENTAGON,DIAMOND,1,0,82,116,78,4,39,22,19,2
P2,P2,Top,Match,4,20,116,9,o,0.550153218,0,STAR,PENTAGON,DIAMOND,1,0,83,117,78,4,39,22,19,2
P1,P1,Bottom,Match,4,21,117,4,o,0.333518621,0,STAR,PENTAGON,DIAMOND,1,0,84,118,78,4,39,22,19,2
Stranger,P1,Bottom,Mismatch,4,22,118,22,w,0.600183656,0,STAR,PENTAGON,DIAMOND,1,0,85,119,78,4,39,22,19,2
P2,P2,Bottom,Match,4,23,119,13,o,0.416835702,0,STAR,PENTAGON,DIAMOND,1,0,86,120,78,4,39,22,19,2
P2,P1,Top,Mismatch,0,0,0,10,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,0,1,78,1,40,20,19,1
Stranger,Stranger,Top,Match,0,1,1,16,w,0.783485814,0,TRIANGLE,PENTAGON,DIAMOND,1,0,1,2,78,1,40,20,19,1
P2,P1,Top,Mismatch,0,2,2,10,o,0.43349146,0,TRIANGLE,PENTAGON,DIAMOND,1,0,2,3,78,1,40,20,19,1
P2,P1,Bottom,Mismatch,0,3,3,14,o,0.683462837,0,TRIANGLE,PENTAGON,DIAMOND,1,0,3,4,78,1,40,20,19,1
P2,P1,Bottom,Mismatch,0,4,4,14,o,0.383493394,0,TRIANGLE,PENTAGON,DIAMOND,1,0,4,5,78,1,40,20,19,1
P2,P2,Bottom,Match,0,5,5,12,o,0.416821885,0,TRIANGLE,PENTAGON,DIAMOND,0,0,4,6,78,1,40,20,19,1
P2,P1,Top,Mismatch,0,6,6,10,w,0.516885525,0,TRIANGLE,PENTAGON,DIAMOND,0,0,4,7,78,1,40,20,19,1
P1,P1,Bottom,Match,0,7,7,4,o,0.566816476,0,TRIANGLE,PENTAGON,DIAMOND,0,0,4,8,78,1,40,20,19,1
P2,P2,Bottom,Match,0,8,8,12,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,4,9,78,1,40,20,19,1
Stranger,Stranger,Top,Match,0,9,9,17,o,0.650135531,0,TRIANGLE,PENTAGON,DIAMOND,0,0,4,10,78,1,40,20,19,1
P1,P2,Top,Mismatch,0,10,10,3,o,0.866802895,0,TRIANGLE,PENTAGON,DIAMOND,1,0,5,11,78,1,40,20,19,1
P1,P1,Top,Match,0,11,11,0,w,0.633459245,0,TRIANGLE,PENTAGON,DIAMOND,1,0,6,12,78,1,40,20,19,1
P2,P2,Top,Match,0,12,12,9,o,0.583690157,0,TRIANGLE,PENTAGON,DIAMOND,0,0,6,13,78,1,40,20,19,1
P2,P2,Bottom,Match,0,13,13,12,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,6,14,78,1,40,20,19,1
P2,P2,Top,Match,0,14,14,8,w,0.700146625,0,TRIANGLE,PENTAGON,DIAMOND,1,0,7,15,78,1,40,20,19,1
P2,Stranger,Bottom,Mismatch,0,15,15,15,o,0.816815884,0,TRIANGLE,PENTAGON,DIAMOND,1,0,8,16,78,1,40,20,19,1
Stranger,P2,Top,Mismatch,0,16,16,19,o,0.516807356,0,TRIANGLE,PENTAGON,DIAMOND,1,0,9,17,78,1,40,20,19,1
P2,P1,Top,Mismatch,0,17,17,10,o,1.200124911,0,TRIANGLE,PENTAGON,DIAMOND,1,0,10,18,78,1,40,20,19,1
Stranger,Stranger,Top,Match,0,18,18,16,w,0.800124595,0,TRIANGLE,PENTAGON,DIAMOND,1,0,11,19,78,1,40,20,19,1
P2,P2,Top,Match,0,19,19,9,w,1.250096921,0,TRIANGLE,PENTAGON,DIAMOND,1,0,12,20,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,0,20,20,20,o,0.550132689,0,TRIANGLE,PENTAGON,DIAMOND,0,0,12,21,78,1,40,20,19,1
P1,P1,Bottom,Match,0,21,21,4,w,0.766790183,0,TRIANGLE,PENTAGON,DIAMOND,1,0,13,22,78,1,40,20,19,1
P1,Stranger,Top,Mismatch,0,22,22,2,o,0.733486169,0,TRIANGLE,PENTAGON,DIAMOND,1,0,14,23,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,0,23,23,20,w,0.500119621,0,TRIANGLE,PENTAGON,DIAMOND,1,0,15,24,78,1,40,20,19,1
P1,P2,Top,Mismatch,1,0,24,3,o,0.783507133,0,TRIANGLE,PENTAGON,DIAMOND,1,0,16,25,78,1,40,20,19,1
P2,P1,Bottom,Mismatch,1,1,25,14,w,0.566798316,0,TRIANGLE,PENTAGON,DIAMOND,0,0,16,26,78,1,40,20,19,1
Stranger,P2,Top,Mismatch,1,2,26,19,o,0.816755086,0,TRIANGLE,PENTAGON,DIAMOND,1,0,17,27,78,1,40,20,19,1
P2,P2,Bottom,Match,1,3,27,13,o,0.450425148,0,TRIANGLE,PENTAGON,DIAMOND,0,0,17,28,78,1,40,20,19,1
P1,P1,Top,Match,1,4,28,1,w,0.516774589,0,TRIANGLE,PENTAGON,DIAMOND,1,0,18,29,78,1,40,20,19,1
P1,P2,Bottom,Mismatch,1,5,29,7,o,0.550137821,0,TRIANGLE,PENTAGON,DIAMOND,1,0,19,30,78,1,40,20,19,1
Stranger,P1,Top,Mismatch,1,6,30,18,o,0.966760732,0,TRIANGLE,PENTAGON,DIAMOND,1,0,20,31,78,1,40,20,19,1
Stranger,P2,Bottom,Mismatch,1,7,31,23,o,0.933468957,0,TRIANGLE,PENTAGON,DIAMOND,1,0,21,32,78,1,40,20,19,1
P2,P2,Bottom,Match,1,8,32,13,w,1.016807356,0,TRIANGLE,PENTAGON,DIAMOND,1,0,22,33,78,1,40,20,19,1
P1,P1,Bottom,Match,1,9,33,5,w,0.566814502,0,TRIANGLE,PENTAGON,DIAMOND,1,0,23,34,78,1,40,20,19,1
P2,Stranger,Top,Mismatch,1,10,34,11,o,0.566835426,0,TRIANGLE,PENTAGON,DIAMOND,1,0,24,35,78,1,40,20,19,1
P2,P2,Bottom,Match,1,11,35,12,o,0.783449888,0,TRIANGLE,PENTAGON,DIAMOND,0,0,24,36,78,1,40,20,19,1
P1,P1,Top,Match,1,12,36,0,w,0.566825556,0,TRIANGLE,PENTAGON,DIAMOND,1,0,25,37,78,1,40,20,19,1
P2,P2,Top,Match,1,13,37,8,o,0.766859271,0,TRIANGLE,PENTAGON,DIAMOND,0,0,25,38,78,1,40,20,19,1
Stranger,P1,Top,Mismatch,1,14,38,18,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,25,39,78,1,40,20,19,1
P1,P2,Bottom,Mismatch,1,15,39,7,o,0.683476655,0,TRIANGLE,PENTAGON,DIAMOND,1,0,26,40,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,1,16,40,21,w,0.65011895,0,TRIANGLE,PENTAGON,DIAMOND,1,0,27,41,78,1,40,20,19,1
P2,P2,Top,Match,1,17,41,9,w,1.18344823,0,TRIANGLE,PENTAGON,DIAMOND,1,0,28,42,78,1,40,20,19,1
P1,P1,Top,Match,1,18,42,0,w,0.616814936,0,TRIANGLE,PENTAGON,DIAMOND,1,0,29,43,78,1,40,20,19,1
Stranger,Stranger,Top,Match,1,19,43,17,w,0.950148401,0,TRIANGLE,PENTAGON,DIAMOND,1,0,30,44,78,1,40,20,19,1
P2,Stranger,Bottom,Mismatch,1,20,44,15,o,0.833434531,0,TRIANGLE,PENTAGON,DIAMOND,1,0,31,45,78,1,40,20,19,1
P1,P2,Top,Mismatch,1,21,45,3,w,0.7501818,0,TRIANGLE,PENTAGON,DIAMOND,0,0,31,46,78,1,40,20,19,1
Stranger,P2,Bottom,Mismatch,1,22,46,23,o,0.800145519,0,TRIANGLE,PENTAGON,DIAMOND,1,0,32,47,78,1,40,20,19,1
Stranger,Stranger,Top,Match,1,23,47,17,w,1.266758205,0,TRIANGLE,PENTAGON,DIAMOND,1,0,33,48,78,1,40,20,19,1
P2,P2,Top,Match,2,0,48,9,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,33,49,78,1,40,20,19,1
P1,P1,Bottom,Match,2,1,49,4,w,0.5501394,0,TRIANGLE,PENTAGON,DIAMOND,1,0,34,50,78,1,40,20,19,1
P1,Stranger,Bottom,Mismatch,2,2,50,6,o,0.866834873,0,TRIANGLE,PENTAGON,DIAMOND,1,0,35,51,78,1,40,20,19,1
P2,Stranger,Top,Mismatch,2,3,51,11,o,1.000099882,0,TRIANGLE,PENTAGON,DIAMOND,1,0,36,52,78,1,40,20,19,1
P1,Stranger,Bottom,Mismatch,2,4,52,6,o,1.050108212,0,TRIANGLE,PENTAGON,DIAMOND,1,0,37,53,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,2,5,53,21,w,0.866753941,0,TRIANGLE,PENTAGON,DIAMOND,1,0,38,54,78,1,40,20,19,1
Stranger,P1,Top,Mismatch,2,6,54,18,o,0.816828912,0,TRIANGLE,PENTAGON,DIAMOND,1,0,39,55,78,1,40,20,19,1
Stranger,P2,Bottom,Mismatch,2,7,55,23,o,0.900138887,0,TRIANGLE,PENTAGON,DIAMOND,1,0,40,56,78,1,40,20,19,1
Stranger,P2,Top,Mismatch,2,8,56,19,o,1.016775773,0,TRIANGLE,PENTAGON,DIAMOND,1,0,41,57,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,2,9,57,21,o,0.833457429,0,TRIANGLE,PENTAGON,DIAMOND,0,0,41,58,78,1,40,20,19,1
P1,Stranger,Bottom,Mismatch,2,10,58,6,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,41,59,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,2,11,59,20,w,0.883460627,0,TRIANGLE,PENTAGON,DIAMOND,1,0,42,60,78,1,40,20,19,1
P1,P2,Top,Mismatch,2,12,60,3,o,0.933465009,0,TRIANGLE,PENTAGON,DIAMOND,1,0,43,61,78,1,40,20,19,1
P1,P1,Top,Match,2,13,61,0,w,0.533495092,0,TRIANGLE,PENTAGON,DIAMOND,1,0,44,62,78,1,40,20,19,1
P2,P2,Bottom,Match,2,14,62,13,o,0.700151757,0,TRIANGLE,PENTAGON,DIAMOND,0,0,44,63,78,1,40,20,19,1
P1,Stranger,Top,Mismatch,2,15,63,2,o,1.30008867,0,TRIANGLE,PENTAGON,DIAMOND,1,0,45,64,78,1,40,20,19,1
Stranger,P1,Top,Mismatch,2,16,64,18,o,0.983440966,0,TRIANGLE,PENTAGON,DIAMOND,1,0,46,65,78,1,40,20,19,1
P1,P1,Top,Match,2,17,65,1,w,0.683494815,0,TRIANGLE,PENTAGON,DIAMOND,1,0,47,66,78,1,40,20,19,1
P1,Stranger,Top,Mismatch,2,18,66,2,o,0.833480326,0,TRIANGLE,PENTAGON,DIAMOND,1,0,48,67,78,1,40,20,19,1
Stranger,Stranger,Top,Match,2,19,67,17,w,0.683422964,0,TRIANGLE,PENTAGON,DIAMOND,1,0,49,68,78,1,40,20,19,1
Stranger,P1,Bottom,Mismatch,2,20,68,22,o,0.850116739,0,TRIANGLE,PENTAGON,DIAMOND,1,0,50,69,78,1,40,20,19,1
Stranger,Stranger,Top,Match,2,21,69,16,o,0.933430662,0,TRIANGLE,PENTAGON,DIAMOND,0,0,50,70,78,1,40,20,19,1
Stranger,P1,Top,Mismatch,2,22,70,18,o,1.266944546,0,TRIANGLE,PENTAGON,DIAMOND,1,0,51,71,78,1,40,20,19,1
P2,P2,Top,Match,2,23,71,9,w,1.016783669,0,TRIANGLE,PENTAGON,DIAMOND,1,0,52,72,78,1,40,20,19,1
P2,P1,Bottom,Mismatch,3,0,72,14,o,1.133454902,0,TRIANGLE,PENTAGON,DIAMOND,1,0,53,73,78,1,40,20,19,1
P1,Stranger,Bottom,Mismatch,3,1,73,6,o,1.133459245,0,TRIANGLE,PENTAGON,DIAMOND,1,0,54,74,78,1,40,20,19,1
P1,P1,Bottom,Match,3,2,74,5,w,0.650183695,0,TRIANGLE,PENTAGON,DIAMOND,1,0,55,75,78,1,40,20,19,1
P1,P1,Top,Match,3,3,75,0,w,0.750109949,0,TRIANGLE,PENTAGON,DIAMOND,1,0,56,76,78,1,40,20,19,1
Stranger,Stranger,Top,Match,3,4,76,16,w,0.866808817,0,TRIANGLE,PENTAGON,DIAMOND,1,0,57,77,78,1,40,20,19,1
P1,P1,Bottom,Match,3,5,77,5,w,0.600168654,0,TRIANGLE,PENTAGON,DIAMOND,1,0,58,78,78,1,40,20,19,1
P1,P1,Bottom,Match,3,6,78,5,w,0.48348913,0,TRIANGLE,PENTAGON,DIAMOND,1,0,59,79,78,1,40,20,19,1
Stranger,P1,Bottom,Mismatch,3,7,79,22,w,0.416843203,0,TRIANGLE,PENTAGON,DIAMOND,0,0,59,80,78,1,40,20,19,1
P2,Stranger,Bottom,Mismatch,3,8,80,15,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,59,81,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,3,9,81,20,w,0.966793894,0,TRIANGLE,PENTAGON,DIAMOND,1,0,60,82,78,1,40,20,19,1
P2,Stranger,Top,Mismatch,3,10,82,11,w,0.683473891,0,TRIANGLE,PENTAGON,DIAMOND,0,0,60,83,78,1,40,20,19,1
P2,P2,Bottom,Match,3,11,83,13,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,60,84,78,1,40,20,19,1
P2,Stranger,Top,Mismatch,3,12,84,11,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,60,85,78,1,40,20,19,1
P1,P2,Bottom,Mismatch,3,13,85,7,o,0.816789433,0,TRIANGLE,PENTAGON,DIAMOND,1,0,61,86,78,1,40,20,19,1
Stranger,P1,Bottom,Mismatch,3,14,86,22,o,0.716794881,0,TRIANGLE,PENTAGON,DIAMOND,1,0,62,87,78,1,40,20,19,1
P2,P2,Bottom,Match,3,15,87,12,w,0.683486919,0,TRIANGLE,PENTAGON,DIAMOND,1,0,63,88,78,1,40,20,19,1
P2,Stranger,Bottom,Mismatch,3,16,88,15,o,0.80013486,0,TRIANGLE,PENTAGON,DIAMOND,1,0,64,89,78,1,40,20,19,1
P1,Stranger,Bottom,Mismatch,3,17,89,6,o,0.833633899,0,TRIANGLE,PENTAGON,DIAMOND,1,0,65,90,78,1,40,20,19,1
Stranger,P2,Bottom,Mismatch,3,18,90,23,o,0.733471562,0,TRIANGLE,PENTAGON,DIAMOND,1,0,66,91,78,1,40,20,19,1
P2,P1,Top,Mismatch,3,19,91,10,w,0.700146625,0,TRIANGLE,PENTAGON,DIAMOND,0,0,66,92,78,1,40,20,19,1
Stranger,P1,Bottom,Mismatch,3,20,92,22,o,0.783488578,0,TRIANGLE,PENTAGON,DIAMOND,1,0,67,93,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,3,21,93,21,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,67,94,78,1,40,20,19,1
P2,P1,Bottom,Mismatch,3,22,94,14,o,1.033464298,0,TRIANGLE,PENTAGON,DIAMOND,1,0,68,95,78,1,40,20,19,1
Stranger,P2,Top,Mismatch,3,23,95,19,o,0.766853744,0,TRIANGLE,PENTAGON,DIAMOND,1,0,69,96,78,1,40,20,19,1
P1,P2,Top,Mismatch,4,0,96,3,o,0.766807949,0,TRIANGLE,PENTAGON,DIAMOND,1,0,70,97,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,4,1,97,20,w,0.850150296,0,TRIANGLE,PENTAGON,DIAMOND,1,0,71,98,78,1,40,20,19,1
P2,P2,Top,Match,4,2,98,8,o,0.683484551,0,TRIANGLE,PENTAGON,DIAMOND,0,0,71,99,78,1,40,20,19,1
P1,P1,Top,Match,4,3,99,1,w,0.583490788,0,TRIANGLE,PENTAGON,DIAMOND,1,0,72,100,78,1,40,20,19,1
P1,Stranger,Top,Mismatch,4,4,100,2,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,72,101,78,1,40,20,19,1
P1,P1,Top,Match,4,5,101,1,w,0.883478392,0,TRIANGLE,PENTAGON,DIAMOND,1,0,73,102,78,1,40,20,19,1
Stranger,P1,Bottom,Mismatch,4,6,102,22,o,0.800135255,0,TRIANGLE,PENTAGON,DIAMOND,1,0,74,103,78,1,40,20,19,1
P1,Stranger,Top,Mismatch,4,7,103,2,o,0.983428728,0,TRIANGLE,PENTAGON,DIAMOND,1,0,75,104,78,1,40,20,19,1
P1,P1,Top,Match,4,8,104,1,w,0.516782485,0,TRIANGLE,PENTAGON,DIAMOND,1,0,76,105,78,1,40,20,19,1
P2,P2,Top,Match,4,9,105,8,w,1.216768825,0,TRIANGLE,PENTAGON,DIAMOND,1,0,77,106,78,1,40,20,19,1
P1,P1,Bottom,Match,4,10,106,4,w,0.700142282,0,TRIANGLE,PENTAGON,DIAMOND,1,0,78,107,78,1,40,20,19,1
Stranger,Stranger,Top,Match,4,11,107,16,w,0.516777747,0,TRIANGLE,PENTAGON,DIAMOND,1,0,79,108,78,1,40,20,19,1
P1,P2,Bottom,Mismatch,4,12,108,7,o,0.600140624,0,TRIANGLE,PENTAGON,DIAMOND,1,0,80,109,78,1,40,20,19,1
Stranger,Stranger,Top,Match,4,13,109,17,w,0.783469233,0,TRIANGLE,PENTAGON,DIAMOND,1,0,81,110,78,1,40,20,19,1
P1,P1,Bottom,Match,4,14,110,4,w,0.81679417,0,TRIANGLE,PENTAGON,DIAMOND,1,0,82,111,78,1,40,20,19,1
Stranger,Stranger,Bottom,Match,4,15,111,21,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,82,112,78,1,40,20,19,1
Stranger,P2,Bottom,Mismatch,4,16,112,23,o,0.833468088,0,TRIANGLE,PENTAGON,DIAMOND,1,0,83,113,78,1,40,20,19,1
P2,Stranger,Top,Mismatch,4,17,113,11,o,1.133462403,0,TRIANGLE,PENTAGON,DIAMOND,1,0,84,114,78,1,40,20,19,1
P2,P2,Top,Match,4,18,114,8,w,1.100130754,0,TRIANGLE,PENTAGON,DIAMOND,1,0,85,115,78,1,40,20,19,1
P2,Stranger,Bottom,Mismatch,4,19,115,15,o,0.850140032,0,TRIANGLE,PENTAGON,DIAMOND,1,0,86,116,78,1,40,20,19,1
P1,P2,Bottom,Mismatch,4,20,116,7,o,0.683494815,0,TRIANGLE,PENTAGON,DIAMOND,1,0,87,117,78,1,40,20,19,1
Stranger,P2,Top,Mismatch,4,21,117,19,o,0.63347701,0,TRIANGLE,PENTAGON,DIAMOND,1,0,88,118,78,1,40,20,19,1
P1,P1,Bottom,Match,4,22,118,5,w,0.533483643,0,TRIANGLE,PENTAGON,DIAMOND,1,0,89,119,78,1,40,20,19,1
P2,P2,Bottom,Match,4,23,119,13,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,89,120,78,1,40,20,19,1
P2,P2,Top,Match,0,0,0,8,o,0.783426201,0,TRIANGLE,PENTAGON,DIAMOND,0,0,0,1,78,2,40,20,19,1
Stranger,Stranger,Top,Match,0,1,1,16,w,0.733573418,0,TRIANGLE,PENTAGON,DIAMOND,1,0,1,2,78,2,40,20,19,1
P1,P1,Top,Match,0,2,2,0,w,0.566827135,0,TRIANGLE,PENTAGON,DIAMOND,1,0,2,3,78,2,40,20,19,1
P1,P2,Bottom,Mismatch,0,3,3,7,o,0.550209672,0,TRIANGLE,PENTAGON,DIAMOND,1,0,3,4,78,2,40,20,19,1
Stranger,P2,Top,Mismatch,0,4,4,19,o,0.600149309,0,TRIANGLE,PENTAGON,DIAMOND,1,0,4,5,78,2,40,20,19,1
P2,P2,Top,Match,0,5,5,9,o,0.400149546,0,TRIANGLE,PENTAGON,DIAMOND,0,0,4,6,78,2,40,20,19,1
P1,P1,Top,Match,0,6,6,1,w,0.433475273,0,TRIANGLE,PENTAGON,DIAMOND,1,0,5,7,78,2,40,20,19,1
Stranger,P2,Bottom,Mismatch,0,7,7,23,o,0.567195474,0,TRIANGLE,PENTAGON,DIAMOND,1,0,6,8,78,2,40,20,19,1
Stranger,P2,Bottom,Mismatch,0,8,8,23,o,0.450162614,0,TRIANGLE,PENTAGON,DIAMOND,1,0,7,9,78,2,40,20,19,1
Stranger,P1,Bottom,Mismatch,0,9,9,22,o,0.7501364,0,TRIANGLE,PENTAGON,DIAMOND,1,0,8,10,78,2,40,20,19,1
P2,P1,Bottom,Mismatch,0,10,10,14,w,0.550171378,0,TRIANGLE,PENTAGON,DIAMOND,0,0,8,11,78,2,40,20,19,1
Stranger,Stranger,Bottom,Match,0,11,11,21,o,0.633460429,0,TRIANGLE,PENTAGON,DIAMOND,0,0,8,12,78,2,40,20,19,1
