ExperimentName,Subject,Age,hand,Sex,Block,flanker,fl.ACC,fl.RT,Procedure[Trial],target,FLform,Tform,FLbed,MT4.ACC,MT4.RT,Bed[Trial],bed
FL_normal_V1,1,20,right,female,49,Bekannter,1,751,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,442,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,49,none,1,691,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,546,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,742,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,1106,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,0,797,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,1070,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,603,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,613,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,534,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,499,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,626,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,715,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,864,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,517,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,531,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,504,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,679,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,630,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,695,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,1037,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,459,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,612,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,49,none,1,486,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,462,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,534,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,620,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,637,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,461,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,518,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,812,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,533,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,617,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,49,none,1,482,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,594,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,492,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Bekannter,1,516,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Mutter,1,506,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,49,Ich,1,728,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,953,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,730,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,373,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,617,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,624,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,624,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,648,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,542,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,522,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,679,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,501,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,538,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,454,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,478,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,660,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,859,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,368,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,636,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,667,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,656,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,510,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,500,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,482,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,585,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,530,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,639,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,534,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,458,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,450,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,658,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,768,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,497,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,623,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,711,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,460,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,722,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,550,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,465,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,472,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,591,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,576,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,595,bn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,1044,in,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,745,bm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,732,mm,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,1039,mn,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,1,548,im,
FL_normal_V1,1,20,right,female,50,,,,MTproc,,,,,0,768,bm,
FL_normal_V1,1,20,right,female,51,none,1,580,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,399,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,434,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,none,1,612,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,382,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,0,482,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,554,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,518,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,556,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,408,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,459,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,572,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,592,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,483,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,489,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,528,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,494,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,462,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,615,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,512,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,463,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,495,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,599,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,393,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,none,1,661,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,525,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,491,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,626,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,651,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,435,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,421,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,575,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,none,0,466,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,578,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,661,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,477,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,493,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,none,1,461,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,502,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,none,1,492,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,396,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,568,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,515,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,473,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,51,Bekannter,1,433,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,none,1,539,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Ich,1,496,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,51,Mutter,1,655,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,327,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,613,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,590,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,608,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,520,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,525,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,362,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,741,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,600,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,0,577,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,563,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,949,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,503,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,620,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,524,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,321,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,639,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,414,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,592,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,521,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,462,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,574,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,648,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,631,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,382,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,529,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,581,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,582,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,575,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,570,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,468,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,459,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,555,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,662,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,468,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,443,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,564,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,550,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,0,425,mm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,498,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,416,im,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,857,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,502,bm,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,595,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,652,mn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,531,bn,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,615,in,
FL_normal_V1,1,20,right,female,52,,,,MTproc,,,,,1,655,bn,
FL_normal_V1,1,20,right,female,53,none,1,455,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,392,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,380,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,0,456,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,53,none,1,497,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,0,400,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,500,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,418,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,429,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,574,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,458,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,1,395,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,351,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,484,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,596,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,542,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,603,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,550,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,none,1,442,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,0,444,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,1,525,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,483,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,499,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,449,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Ich,0,418,FLproc,Ich,Dreieck.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,0,413,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,472,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,none,1,408,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,498,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,385,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,501,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,none,1,364,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,0,504,FLproc,Ich,Kreuz.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,495,FLproc,none,Kreis.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,494,FLproc,Mutter,Quadrat.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,486,FLproc,none,Dreieck.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,461,FLproc,none,Quadrat.png,Kreuz.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,366,FLproc,Mutter,Dreieck.png,Quadrat.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,483,FLproc,Bekannter,Kreis.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,none,1,514,FLproc,Mutter,Kreuz.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,416,FLproc,Mutter,Kreis.png,Quadrat.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,1,515,FLproc,Bekannter,Kreuz.png,Kreis.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,497,FLproc,Bekannter,Quadrat.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Bekannter,1,416,FLproc,Ich,Kreis.png,Dreieck.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,Ich,1,458,FLproc,Bekannter,Dreieck.png,Kreis.png,incomp,,,,
FL_normal_V1,1,20,right,female,53,none,1,403,FLproc,none,Kreuz.png,Kreuz.png,comp,,,,
FL_normal_V1,1,20,right,female,53,Mutter,1,391,FLproc,Ich,Quadrat.png,Dreieck.png,comp,,,,
