ExperimentName,Subject,Age,hand,Sex,Block,Bed[Block],Procedure[Block],Bed,flankerform,flanker.ACC,flanker.RT,MT4.ACC,MT4.RT,Procedure[Trial],target,flanker,targetform
FL_Personenaufg._V1,33,24,right,female,54,,MT,in,,,,1,477,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bn,,,,0,364,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nn,,,,1,143,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nn,,,,0,70,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,im,,,,1,126,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mn,,,,0,293,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mn,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mm,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bm,,,,1,421,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bn,,,,0,206,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bm,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bn,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,im,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mm,,,,1,145,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nm,,,,1,527,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nm,,,,1,220,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,im,,,,1,63,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,in,,,,0,216,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mm,,,,0,0,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,bm,,,,0,250,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,mn,,,,0,1243,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nm,,,,1,526,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,nn,,,,1,499,MTproc,,,
FL_Personenaufg._V1,33,24,right,female,54,,MT,im,,,,1,321,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,0,560,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,0,492,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,1,466,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,544,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,0,268,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,1,284,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,0,275,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,1,468,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,0,347,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,0,568,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,0,418,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,419,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,0,293,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,1,324,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,0,578,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,0,747,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,1,430,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,431,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,1,553,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,1,508,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,in,,,,0,393,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,in,,,,0,484,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,1,578,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,0,676,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,498,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,0,519,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,1,708,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,in,,,,1,640,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,1,592,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,1,625,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,489,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,1,655,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,1,470,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,1,693,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,1,538,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bm,,,,1,398,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,783,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nn,,,,0,511,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mm,,,,1,565,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,1,624,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,0,688,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,1,581,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,im,,,,1,551,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,0,506,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,in,,,,1,487,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,bn,,,,0,573,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,nm,,,,0,591,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,50,,MT,mn,,,,1,600,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,0,777,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,0,609,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,1,714,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,550,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,1,729,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,676,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,434,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,387,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,0,965,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,549,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,1,600,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,0,448,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,656,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,1,631,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,1,566,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,344,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,0,701,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,0,474,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,in,,,,1,1321,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,689,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,in,,,,0,398,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,1,464,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,0,687,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,1076,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,831,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,1,773,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,606,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,1,607,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,1,480,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,1,695,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,0,580,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,0,525,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,585,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bm,,,,1,523,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,1,584,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mn,,,,1,561,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,852,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,762,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,603,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,in,,,,1,796,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,in,,,,1,653,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,1,762,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,im,,,,1,668,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,610,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nm,,,,0,531,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,nn,,,,1,1095,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,mm,,,,1,554,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,52,,MT,bn,,,,1,917,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,0,732,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,1,695,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,0,620,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,1,756,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,in,,,,1,614,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,1,646,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,1,390,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,472,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,0,622,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,in,,,,1,694,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,667,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,361,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,1,558,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,1,401,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,0,348,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,1,681,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,654,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,1,493,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,1,506,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,1,520,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,708,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,0,520,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,1,837,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,563,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,550,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,0,281,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,1,401,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,579,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,0,565,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,in,,,,1,543,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,0,723,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,1,566,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,1,665,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,687,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mn,,,,1,644,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,1,571,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,1,454,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,669,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,1,579,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,1,428,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,im,,,,0,638,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,1,885,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nm,,,,1,625,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bm,,,,1,1129,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,bn,,,,1,666,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,in,,,,1,720,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,nn,,,,1,779,MTproc,,,
FL_Personenaufg._V1,5,19,right,female,54,,MT,mm,,,,1,564,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,0,0,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,0,1212,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,0,0,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,1313,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,1050,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,1118,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,1007,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,669,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,0,955,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,1332,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,723,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,918,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,1,1488,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,760,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,in,,,,1,954,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,907,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,838,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,668,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,1,857,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,in,,,,1,758,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,1,784,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,752,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,1,1226,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,951,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,in,,,,1,936,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,1,1121,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,1,618,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,770,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,843,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,825,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,904,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,1,1099,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,0,678,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,in,,,,1,722,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,1,990,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,901,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,1,624,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mm,,,,1,608,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,705,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nn,,,,1,1181,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,835,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bn,,,,1,977,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,bm,,,,1,745,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,1,580,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,nm,,,,1,782,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,im,,,,0,806,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,50,,MT,mn,,,,1,702,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,1056,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,1,684,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,657,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,831,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,638,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,0,885,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,0,912,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,1291,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,1117,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,655,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,1189,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,1,915,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,837,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,in,,,,1,738,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,1,629,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,1,509,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,707,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,767,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,1,680,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,in,,,,1,830,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,708,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,1,816,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,1,928,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,1314,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,858,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,880,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,620,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,1,803,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,1,619,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,1,523,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,504,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,in,,,,1,661,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,644,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nn,,,,1,803,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,1,595,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bm,,,,1,828,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,1,578,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,nm,,,,0,493,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,971,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,699,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,655,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,0,542,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,825,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,im,,,,1,591,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mn,,,,1,785,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,bn,,,,1,1089,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,mm,,,,1,572,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,52,,MT,in,,,,1,822,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,822,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nn,,,,1,1021,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,1,706,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,679,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,875,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nn,,,,1,1088,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,in,,,,1,715,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,838,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,532,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bn,,,,1,1080,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,627,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,1,539,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,574,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,713,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bn,,,,1,837,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,in,,,,1,883,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,0,464,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,0,751,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bn,,,,1,897,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,659,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,778,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,755,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,725,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nn,,,,0,545,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,756,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,0,670,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,540,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,in,,,,1,767,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bn,,,,1,688,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,1,813,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,1,637,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,436,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,661,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,in,,,,1,611,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nn,,,,1,988,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mn,,,,1,650,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,545,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,637,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,mm,,,,1,548,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,312,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,791,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nn,,,,1,759,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bn,,,,0,617,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,im,,,,1,640,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,nm,,,,1,919,MTproc,,,
FL_Personenaufg._V1,9,20,right,female,54,,MT,bm,,,,1,634,MTproc,,,
