"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.314789043214748,0.230940167013931,0.424226272348418,"Stranger","P6E1"
"ACC",0.437877639446251,0.337858757024667,0.505163684281572,"Stranger","P6E1"
"Dprime",0.286493484181397,0.197371924729416,0.367119318188679,"Stranger","P6E1"
"Efficiency",0.152416743783016,0.0808449973983008,0.21935655634186,"Stranger","P6E1"
"ezDDM: v",0.257610759622889,0.0854261868005172,0.375360320821928,"Stranger","P6E1"
"ezDDM: z",0.427890693448404,0.295260139244175,0.505163684281572,"Stranger","P6E1"
