"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",-0.0151591541451778,-0.20123291498044,0.15027631080246,"Mother","P54E3"
"ACC",0.0141197807982945,-0.258104805823175,0.279624521492822,"Mother","P54E3"
"Dprime",0.228887557144657,0.0825096991263582,0.424804544186646,"Mother","P54E3"
"Efficiency",-0.0622780398440183,-0.217579973696433,0.117747862472528,"Mother","P54E3"
"ezDDM: v",0.0473247436274365,-0.170015786169271,0.334518207462471,"Mother","P54E3"
"ezDDM: z",0.0141197807982945,-0.258104805823175,0.279624521492822,"Mother","P54E3"
