"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.73751127356684,0.610701473440629,0.890157651451934,"Stranger","Pn13E1"
"ACC",0.590234292665474,0.396668831408032,0.774649020445807,"Stranger","Pn13E1"
"Dprime",0.470573625995487,0.213512176378434,0.822610293601313,"Stranger","Pn13E1"
"Efficiency",0.249144412468459,0.184001278382646,0.300088705342712,"Stranger","Pn13E1"
"ezDDM: v",0.574447629940162,0.389577123953366,0.839643209197538,"Stranger","Pn13E1"
"ezDDM: z",0.590234292665474,0.396668831408032,0.774649020445807,"Stranger","Pn13E1"
