subject,trialnum,shape,label,type,correct,latency,blocktype
452046834,42,self,stranger,nonmatch,1,445,blocked
452046834,43,self,self,match,1,441,blocked
452046834,44,self,self,match,1,407,blocked
452046834,45,self,self,match,1,449,blocked
452046834,46,self,self,match,1,625,blocked
452046834,47,self,stranger,nonmatch,1,531,blocked
452046834,48,self,friend,nonmatch,1,557,blocked
452046834,49,self,stranger,nonmatch,1,453,blocked
452046834,50,self,self,match,1,386,blocked
452046834,51,self,self,match,1,502,blocked
452046834,52,self,friend,nonmatch,1,428,blocked
452046834,53,self,stranger,nonmatch,1,484,blocked
452046834,54,self,stranger,nonmatch,1,477,blocked
452046834,55,self,self,match,1,353,blocked
452046834,56,self,friend,nonmatch,0,329,blocked
452046834,57,self,stranger,nonmatch,1,365,blocked
452046834,58,self,stranger,nonmatch,1,487,blocked
452046834,59,self,self,match,1,353,blocked
452046834,60,self,self,match,1,559,blocked
452046834,1,stranger,friend,nonmatch,1,514,blocked
452046834,2,stranger,friend,nonmatch,1,480,blocked
452046834,3,stranger,stranger,match,0,326,blocked
452046834,4,stranger,stranger,match,1,339,blocked
452046834,5,stranger,self,nonmatch,0,395,blocked
452046834,6,stranger,self,nonmatch,1,470,blocked
452046834,7,stranger,friend,nonmatch,1,436,blocked
452046834,8,stranger,stranger,match,1,422,blocked
452046834,9,stranger,stranger,match,1,585,blocked
452046834,10,stranger,stranger,match,1,461,blocked
452046834,11,stranger,self,nonmatch,1,397,blocked
452046834,12,stranger,self,nonmatch,0,264,blocked
452046834,13,stranger,friend,nonmatch,1,1087,blocked
452046834,14,stranger,self,nonmatch,0,316,blocked
452046834,15,stranger,self,nonmatch,1,461,blocked
452046834,16,stranger,stranger,match,1,384,blocked
452046834,17,stranger,friend,nonmatch,1,450,blocked
452046834,18,stranger,self,nonmatch,1,456,blocked
452046834,19,stranger,stranger,match,1,322,blocked
452046834,20,stranger,stranger,match,1,565,blocked
452046834,21,stranger,friend,nonmatch,1,381,blocked
452046834,22,stranger,stranger,match,1,377,blocked
452046834,23,stranger,stranger,match,0,393,blocked
452046834,24,stranger,stranger,match,1,405,blocked
452046834,25,stranger,stranger,match,1,331,blocked
452046834,26,stranger,stranger,match,1,317,blocked
452046834,27,stranger,self,nonmatch,1,343,blocked
452046834,28,stranger,friend,nonmatch,1,529,blocked
452046834,29,stranger,friend,nonmatch,1,402,blocked
452046834,30,stranger,stranger,match,0,368,blocked
452046834,32,stranger,self,nonmatch,1,370,blocked
452046834,33,stranger,stranger,match,1,363,blocked
452046834,34,stranger,friend,nonmatch,1,509,blocked
452046834,35,stranger,stranger,match,0,255,blocked
452046834,36,stranger,stranger,match,1,310,blocked
452046834,37,stranger,self,nonmatch,1,373,blocked
452046834,38,stranger,stranger,match,1,379,blocked
452046834,39,stranger,friend,nonmatch,1,375,blocked
452046834,40,stranger,self,nonmatch,1,391,blocked
452046834,41,stranger,stranger,match,1,324,blocked
452046834,42,stranger,stranger,match,1,570,blocked
452046834,43,stranger,stranger,match,1,346,blocked
452046834,44,stranger,stranger,match,1,452,blocked
452046834,45,stranger,stranger,match,1,474,blocked
452046834,46,stranger,self,nonmatch,1,390,blocked
452046834,47,stranger,stranger,match,1,406,blocked
452046834,48,stranger,friend,nonmatch,1,492,blocked
452046834,49,stranger,stranger,match,1,355,blocked
452046834,50,stranger,friend,nonmatch,1,541,blocked
452046834,51,stranger,friend,nonmatch,1,517,blocked
452046834,52,stranger,self,nonmatch,1,433,blocked
452046834,53,stranger,stranger,match,1,286,blocked
452046834,54,stranger,friend,nonmatch,1,372,blocked
452046834,55,stranger,stranger,match,1,308,blocked
452046834,56,stranger,self,nonmatch,1,323,blocked
452046834,57,stranger,friend,nonmatch,1,389,blocked
452046834,58,stranger,stranger,match,0,322,blocked
452046834,60,stranger,self,nonmatch,0,354,blocked
452046834,1,friend,stranger,nonmatch,1,871,blocked
452046834,2,friend,friend,match,1,427,blocked
452046834,3,friend,stranger,nonmatch,1,392,blocked
452046834,4,friend,friend,match,1,528,blocked
452046834,5,friend,friend,match,1,391,blocked
452046834,6,friend,stranger,nonmatch,1,437,blocked
452046834,7,friend,friend,match,0,393,blocked
452046834,8,friend,self,nonmatch,1,949,blocked
452046834,9,friend,friend,match,1,351,blocked
452046834,10,friend,self,nonmatch,1,394,blocked
452046834,11,friend,friend,match,1,350,blocked
452046834,12,friend,friend,match,1,396,blocked
452046834,13,friend,stranger,nonmatch,1,332,blocked
452046834,14,friend,self,nonmatch,1,465,blocked
452046834,15,friend,self,nonmatch,1,411,blocked
452046834,16,friend,self,nonmatch,0,307,blocked
452046834,17,friend,self,nonmatch,1,443,blocked
452046834,18,friend,friend,match,1,525,blocked
452046834,19,friend,stranger,nonmatch,0,541,blocked
452046834,20,friend,friend,match,1,527,blocked
452046834,21,friend,friend,match,1,393,blocked
452046834,23,friend,self,nonmatch,1,432,blocked
452046834,24,friend,friend,match,1,518,blocked
452046834,25,friend,friend,match,1,384,blocked
452046834,26,friend,stranger,nonmatch,1,297,blocked
452046834,27,friend,stranger,nonmatch,1,473,blocked
452046834,28,friend,stranger,nonmatch,1,398,blocked
452046834,29,friend,friend,match,1,484,blocked
452046834,30,friend,stranger,nonmatch,1,350,blocked
452046834,31,friend,stranger,nonmatch,1,443,blocked
452046834,32,friend,friend,match,1,359,blocked
452046834,33,friend,friend,match,0,365,blocked
452046834,34,friend,stranger,nonmatch,1,451,blocked
452046834,35,friend,friend,match,1,314,blocked
452046834,36,friend,friend,match,1,320,blocked
452046834,37,friend,self,nonmatch,1,376,blocked
452046834,38,friend,stranger,nonmatch,1,402,blocked
452046834,39,friend,friend,match,1,394,blocked
452046834,40,friend,stranger,nonmatch,1,440,blocked
452046834,41,friend,self,nonmatch,1,566,blocked
452046834,42,friend,friend,match,1,332,blocked
452046834,43,friend,self,nonmatch,1,365,blocked
452046834,44,friend,friend,match,1,381,blocked
452046834,45,friend,friend,match,0,357,blocked
452046834,46,friend,stranger,nonmatch,0,413,blocked
452046834,47,friend,friend,match,1,407,blocked
452046834,48,friend,self,nonmatch,1,362,blocked
452046834,49,friend,friend,match,1,347,blocked
452046834,50,friend,friend,match,1,314,blocked
452046834,51,friend,friend,match,0,347,blocked
452046834,52,friend,self,nonmatch,1,522,blocked
452046834,53,friend,friend,match,1,329,blocked
452046834,54,friend,friend,match,1,335,blocked
452046834,55,friend,self,nonmatch,1,338,blocked
452046834,56,friend,friend,match,1,374,blocked
452046834,57,friend,friend,match,1,480,blocked
452046834,58,friend,self,nonmatch,1,346,blocked
452046834,59,friend,friend,match,1,382,blocked
452046834,60,friend,stranger,nonmatch,0,374,blocked
452046834,1,self,stranger,nonmatch,1,1087,mixed
452046834,2,self,friend,nonmatch,1,446,mixed
452046834,3,friend,stranger,nonmatch,1,682,mixed
452046834,4,friend,friend,match,1,524,mixed
452046834,5,self,self,match,1,450,mixed
452046834,6,friend,self,nonmatch,1,516,mixed
452046834,7,self,friend,nonmatch,1,482,mixed
452046834,8,self,self,match,1,415,mixed
452046834,9,self,self,match,1,391,mixed
452046834,10,stranger,friend,nonmatch,1,537,mixed
452046834,11,stranger,stranger,match,1,443,mixed
452046834,12,self,friend,nonmatch,1,526,mixed
452046834,13,stranger,self,nonmatch,1,551,mixed
452046834,14,friend,friend,match,1,467,mixed
452046834,15,stranger,stranger,match,1,403,mixed
452046834,16,stranger,friend,nonmatch,1,586,mixed
452046834,17,stranger,stranger,match,0,222,mixed
452046834,18,friend,friend,match,1,448,mixed
452046834,19,friend,friend,match,1,364,mixed
452046834,20,stranger,stranger,match,1,510,mixed
452046834,21,stranger,self,nonmatch,1,393,mixed
452046834,22,stranger,stranger,match,1,369,mixed
452046834,23,stranger,self,nonmatch,0,395,mixed
452046834,24,friend,stranger,nonmatch,0,531,mixed
452046834,25,friend,friend,match,1,403,mixed
452046834,26,friend,stranger,nonmatch,0,489,mixed
452046834,27,self,friend,nonmatch,1,475,mixed
452046834,28,stranger,stranger,match,1,591,mixed
452046834,29,self,stranger,nonmatch,1,444,mixed
452046834,30,stranger,friend,nonmatch,1,510,mixed
452046834,31,stranger,self,nonmatch,1,706,mixed
452046834,32,friend,friend,match,1,312,mixed
452046834,33,stranger,stranger,match,1,744,mixed
452046834,34,self,self,match,1,380,mixed
452046834,35,stranger,friend,nonmatch,1,656,mixed
452046834,36,self,stranger,nonmatch,1,442,mixed
452046834,37,friend,stranger,nonmatch,1,815,mixed
452046834,38,stranger,stranger,match,1,341,mixed
452046834,39,stranger,stranger,match,1,367,mixed
452046834,40,self,self,match,1,363,mixed
452046834,41,friend,self,nonmatch,1,486,mixed
452046834,42,self,self,match,1,342,mixed
452046834,43,friend,friend,match,1,408,mixed
452046834,44,stranger,friend,nonmatch,0,384,mixed
452046834,45,self,self,match,1,496,mixed
452046834,46,friend,self,nonmatch,1,542,mixed
452046834,47,friend,stranger,nonmatch,0,428,mixed
452046834,48,friend,self,nonmatch,1,584,mixed
452046834,49,friend,friend,match,1,380,mixed
452046834,50,self,self,match,1,373,mixed
452046834,51,stranger,self,nonmatch,1,479,mixed
452046834,52,self,self,match,1,415,mixed
452046834,53,friend,friend,match,1,441,mixed
452046834,54,stranger,stranger,match,1,583,mixed
452046834,55,friend,self,nonmatch,1,599,mixed
452046834,56,self,friend,nonmatch,1,545,mixed
452046834,57,self,stranger,nonmatch,1,511,mixed
452046834,58,self,self,match,1,394,mixed
452046834,59,self,stranger,nonmatch,1,520,mixed
452046834,60,friend,friend,match,1,426,mixed
452046834,1,self,friend,nonmatch,1,441,mixed
452046834,2,friend,friend,match,1,314,mixed
452046834,3,stranger,friend,nonmatch,1,450,mixed
452046834,4,stranger,stranger,match,1,326,mixed
452046834,5,friend,friend,match,1,409,mixed
452046834,6,friend,friend,match,1,395,mixed
452046834,7,stranger,friend,nonmatch,1,401,mixed
452046834,8,stranger,stranger,match,1,386,mixed
452046834,9,self,self,match,1,289,mixed
452046834,10,self,self,match,1,335,mixed
452046834,11,self,self,match,1,441,mixed
452046834,12,stranger,stranger,match,1,367,mixed
452046834,13,self,stranger,nonmatch,1,373,mixed
452046834,14,self,stranger,nonmatch,1,396,mixed
452046834,15,self,self,match,1,322,mixed
452046834,16,stranger,stranger,match,1,458,mixed
452046834,17,friend,friend,match,1,354,mixed
452046834,18,stranger,self,nonmatch,1,426,mixed
452046834,19,self,friend,nonmatch,1,692,mixed
452046834,20,self,self,match,1,318,mixed
452046834,21,self,self,match,1,264,mixed
452046834,22,friend,friend,match,1,457,mixed
452046834,23,self,stranger,nonmatch,1,403,mixed
452046834,24,stranger,stranger,match,0,509,mixed
452046834,25,friend,stranger,nonmatch,1,685,mixed
452046834,26,friend,stranger,nonmatch,1,708,mixed
452046834,27,friend,friend,match,1,364,mixed
452046834,28,stranger,stranger,match,1,850,mixed
452046834,29,self,friend,nonmatch,1,382,mixed
452046834,30,self,self,match,1,275,mixed
452046834,31,self,stranger,nonmatch,1,372,mixed
452046834,32,friend,friend,match,1,347,mixed
452046834,33,stranger,self,nonmatch,1,524,mixed
452046834,34,stranger,self,nonmatch,1,525,mixed
452046834,35,stranger,self,nonmatch,1,382,mixed
452046834,36,self,friend,nonmatch,1,558,mixed
452046834,37,stranger,self,nonmatch,1,704,mixed
452046834,38,self,stranger,nonmatch,1,497,mixed
452046834,39,friend,friend,match,1,403,mixed
452046834,40,friend,self,nonmatch,1,699,mixed
452046834,41,stranger,stranger,match,1,835,mixed
452046834,42,stranger,stranger,match,1,434,mixed
452046834,43,friend,stranger,nonmatch,1,500,mixed
452046834,44,friend,stranger,nonmatch,1,413,mixed
452046834,45,self,self,match,1,489,mixed
452046834,46,friend,self,nonmatch,1,485,mixed
452046834,47,stranger,friend,nonmatch,1,501,mixed
452046834,48,stranger,friend,nonmatch,1,553,mixed
452046834,49,friend,self,nonmatch,1,419,mixed
452046834,50,self,self,match,1,325,mixed
452046834,51,stranger,stranger,match,1,391,mixed
452046834,52,friend,self,nonmatch,1,434,mixed
452046834,53,self,self,match,1,270,mixed
452046834,54,friend,stranger,nonmatch,1,486,mixed
452046834,55,friend,friend,match,1,362,mixed
452046834,56,self,friend,nonmatch,1,525,mixed
452046834,57,friend,self,nonmatch,1,381,mixed
452046834,58,friend,friend,match,1,427,mixed
452046834,59,stranger,stranger,match,1,553,mixed
452046834,60,stranger,friend,nonmatch,0,275,mixed
689464470,1,friend,stranger,nonmatch,1,898,blocked
689464470,2,friend,friend,match,1,440,blocked
689464470,3,friend,friend,match,1,735,blocked
689464470,4,friend,friend,match,1,449,blocked
689464470,5,friend,friend,match,1,427,blocked
689464470,6,friend,stranger,nonmatch,1,619,blocked
689464470,7,friend,self,nonmatch,1,710,blocked
689464470,8,friend,friend,match,1,551,blocked
689464470,9,friend,friend,match,1,456,blocked
689464470,10,friend,friend,match,1,499,blocked
689464470,11,friend,friend,match,1,310,blocked
689464470,12,friend,stranger,nonmatch,1,364,blocked
689464470,13,friend,stranger,nonmatch,0,456,blocked
689464470,14,friend,friend,match,0,396,blocked
689464470,15,friend,friend,match,1,311,blocked
689464470,16,friend,stranger,nonmatch,1,597,blocked
689464470,17,friend,friend,match,1,299,blocked
689464470,18,friend,self,nonmatch,1,483,blocked
689464470,19,friend,self,nonmatch,1,868,blocked
689464470,20,friend,friend,match,1,459,blocked
689464470,21,friend,self,nonmatch,1,535,blocked
689464470,22,friend,friend,match,0,579,blocked
689464470,24,friend,stranger,nonmatch,1,435,blocked
689464470,25,friend,friend,match,0,831,blocked
689464470,26,friend,friend,match,1,342,blocked
689464470,27,friend,friend,match,1,413,blocked
689464470,28,friend,stranger,nonmatch,1,438,blocked
689464470,29,friend,stranger,nonmatch,1,378,blocked
689464470,30,friend,self,nonmatch,1,587,blocked
689464470,31,friend,friend,match,1,310,blocked
689464470,32,friend,self,nonmatch,1,528,blocked
689464470,33,friend,stranger,nonmatch,1,366,blocked
689464470,34,friend,friend,match,1,322,blocked
689464470,35,friend,stranger,nonmatch,1,475,blocked
689464470,36,friend,self,nonmatch,1,412,blocked
689464470,37,friend,friend,match,0,258,blocked
689464470,39,friend,stranger,nonmatch,0,302,blocked
689464470,40,friend,friend,match,0,353,blocked
689464470,41,friend,self,nonmatch,1,710,blocked
689464470,42,friend,stranger,nonmatch,0,607,blocked
689464470,43,friend,friend,match,1,386,blocked
689464470,44,friend,friend,match,1,447,blocked
689464470,45,friend,stranger,nonmatch,1,294,blocked
689464470,46,friend,friend,match,1,291,blocked
689464470,47,friend,self,nonmatch,1,585,blocked
689464470,48,friend,friend,match,1,299,blocked
689464470,49,friend,friend,match,1,350,blocked
689464470,50,friend,self,nonmatch,1,450,blocked
689464470,51,friend,self,nonmatch,1,433,blocked
689464470,52,friend,stranger,nonmatch,1,271,blocked
689464470,53,friend,friend,match,1,308,blocked
689464470,54,friend,self,nonmatch,1,458,blocked
689464470,55,friend,self,nonmatch,1,306,blocked
689464470,56,friend,stranger,nonmatch,1,289,blocked
689464470,57,friend,friend,match,1,340,blocked
689464470,58,friend,friend,match,1,407,blocked
689464470,59,friend,self,nonmatch,1,504,blocked
689464470,60,friend,friend,match,0,398,blocked
689464470,1,stranger,self,nonmatch,1,951,mixed
689464470,2,self,self,match,0,1182,mixed
689464470,3,stranger,self,nonmatch,1,898,mixed
689464470,4,friend,self,nonmatch,1,698,mixed
689464470,5,self,self,match,1,711,mixed
689464470,6,friend,self,nonmatch,1,571,mixed
689464470,7,stranger,stranger,match,1,1060,mixed
689464470,8,stranger,stranger,match,1,328,mixed
689464470,9,stranger,friend,nonmatch,1,633,mixed
689464470,10,friend,friend,match,1,712,mixed
689464470,11,friend,friend,match,1,596,mixed
689464470,12,self,stranger,nonmatch,1,511,mixed
689464470,13,friend,friend,match,1,704,mixed
689464470,14,stranger,stranger,match,1,1044,mixed
689464470,15,stranger,stranger,match,1,1023,mixed
689464470,16,stranger,stranger,match,1,458,mixed
689464470,17,self,stranger,nonmatch,1,513,mixed
689464470,18,friend,friend,match,1,750,mixed
689464470,19,self,self,match,0,607,mixed
689464470,20,stranger,friend,nonmatch,0,829,mixed
689464470,21,stranger,friend,nonmatch,1,637,mixed
689464470,22,stranger,self,nonmatch,1,611,mixed
689464470,23,stranger,stranger,match,1,339,mixed
689464470,24,friend,self,nonmatch,1,814,mixed
689464470,25,self,self,match,1,624,mixed
689464470,26,stranger,stranger,match,0,522,mixed
689464470,27,self,self,match,1,453,mixed
689464470,28,self,friend,nonmatch,1,622,mixed
689464470,29,friend,stranger,nonmatch,0,716,mixed
689464470,30,friend,self,nonmatch,1,830,mixed
689464470,31,self,self,match,1,1150,mixed
689464470,32,friend,stranger,nonmatch,1,518,mixed
689464470,33,friend,friend,match,1,369,mixed
689464470,34,friend,stranger,nonmatch,1,652,mixed
689464470,35,stranger,stranger,match,1,641,mixed
689464470,36,friend,stranger,nonmatch,1,577,mixed
689464470,37,stranger,stranger,match,1,562,mixed
689464470,38,stranger,friend,nonmatch,1,591,mixed
689464470,39,self,stranger,nonmatch,0,468,mixed
689464470,40,self,friend,nonmatch,1,746,mixed
689464470,41,self,self,match,1,345,mixed
689464470,42,friend,friend,match,1,931,mixed
689464470,43,self,friend,nonmatch,0,466,mixed
689464470,44,friend,friend,match,1,516,mixed
689464470,45,self,self,match,0,487,mixed
689464470,46,self,self,match,1,838,mixed
689464470,47,self,stranger,nonmatch,1,801,mixed
689464470,48,stranger,self,nonmatch,1,674,mixed
689464470,49,stranger,friend,nonmatch,1,848,mixed
689464470,51,stranger,self,nonmatch,0,1094,mixed
689464470,52,self,self,match,0,622,mixed
689464470,53,friend,self,nonmatch,1,592,mixed
689464470,54,friend,friend,match,1,707,mixed
689464470,55,stranger,stranger,match,1,1064,mixed
689464470,56,friend,stranger,nonmatch,1,600,mixed
689464470,57,self,friend,nonmatch,0,640,mixed
689464470,58,self,friend,nonmatch,1,546,mixed
689464470,59,friend,friend,match,1,680,mixed
689464470,60,friend,friend,match,1,959,mixed
689464470,1,friend,self,nonmatch,1,1065,mixed
689464470,2,self,self,match,0,690,mixed
689464470,3,stranger,stranger,match,1,498,mixed
689464470,4,friend,stranger,nonmatch,1,514,mixed
689464470,5,stranger,friend,nonmatch,1,734,mixed
689464470,6,friend,friend,match,1,499,mixed
689464470,7,self,self,match,1,516,mixed
689464470,8,stranger,self,nonmatch,0,427,mixed
689464470,9,friend,friend,match,1,581,mixed
689464470,10,self,stranger,nonmatch,0,885,mixed
689464470,11,stranger,self,nonmatch,1,720,mixed
689464470,12,stranger,friend,nonmatch,1,852,mixed
689464470,13,friend,stranger,nonmatch,1,615,mixed
689464470,14,friend,friend,match,1,700,mixed
689464470,15,stranger,stranger,match,1,1203,mixed
689464470,16,friend,friend,match,1,999,mixed
689464470,17,stranger,friend,nonmatch,1,558,mixed
689464470,18,self,self,match,1,798,mixed
689464470,19,friend,self,nonmatch,0,945,mixed
689464470,20,self,friend,nonmatch,1,319,mixed
689464470,21,friend,stranger,nonmatch,1,475,mixed
689464470,22,self,stranger,nonmatch,0,601,mixed
689464470,23,stranger,stranger,match,1,850,mixed
689464470,24,stranger,friend,nonmatch,1,703,mixed
689464470,25,friend,friend,match,1,480,mixed
689464470,26,friend,stranger,nonmatch,1,464,mixed
689464470,27,friend,friend,match,1,461,mixed
689464470,28,friend,friend,match,1,487,mixed
689464470,31,friend,friend,match,1,468,mixed
689464470,32,stranger,self,nonmatch,1,554,mixed
689464470,33,stranger,friend,nonmatch,1,646,mixed
689464470,34,friend,self,nonmatch,1,692,mixed
689464470,35,stranger,stranger,match,1,541,mixed
689464470,36,friend,self,nonmatch,1,617,mixed
689464470,37,self,friend,nonmatch,1,525,mixed
689464470,38,self,stranger,nonmatch,1,498,mixed
689464470,39,self,friend,nonmatch,1,549,mixed
689464470,40,stranger,self,nonmatch,0,457,mixed
689464470,41,self,self,match,1,803,mixed
689464470,42,stranger,stranger,match,1,835,mixed
689464470,43,stranger,stranger,match,1,563,mixed
689464470,44,friend,stranger,nonmatch,1,660,mixed
689464470,45,self,self,match,1,716,mixed
689464470,46,friend,friend,match,0,966,mixed
689464470,47,self,friend,nonmatch,1,837,mixed
689464470,48,stranger,stranger,match,1,682,mixed
689464470,49,self,self,match,1,819,mixed
689464470,50,stranger,stranger,match,1,1068,mixed
689464470,51,friend,friend,match,1,769,mixed
689464470,52,self,stranger,nonmatch,1,951,mixed
689464470,53,self,stranger,nonmatch,1,589,mixed
689464470,54,friend,self,nonmatch,0,512,mixed
689464470,55,self,self,match,0,667,mixed
689464470,57,self,self,match,0,643,mixed
689464470,58,stranger,self,nonmatch,1,1041,mixed
689464470,59,self,self,match,0,713,mixed
689464470,60,stranger,stranger,match,1,927,mixed
689464470,2,stranger,self,nonmatch,1,454,blocked
689464470,4,stranger,self,nonmatch,1,412,blocked
689464470,5,stranger,self,nonmatch,1,567,blocked
689464470,6,stranger,stranger,match,1,432,blocked
689464470,7,stranger,friend,nonmatch,1,462,blocked
689464470,8,stranger,stranger,match,1,453,blocked
689464470,9,stranger,friend,nonmatch,1,509,blocked
689464470,10,stranger,stranger,match,1,385,blocked
689464470,11,stranger,friend,nonmatch,1,547,blocked
689464470,12,stranger,stranger,match,1,294,blocked
689464470,13,stranger,stranger,match,1,510,blocked
689464470,14,stranger,friend,nonmatch,0,527,blocked
689464470,15,stranger,self,nonmatch,1,290,blocked
689464470,16,stranger,stranger,match,1,345,blocked
689464470,17,stranger,self,nonmatch,1,593,blocked
689464470,18,stranger,stranger,match,1,505,blocked
689464470,20,stranger,self,nonmatch,1,391,blocked
689464470,21,stranger,stranger,match,1,575,blocked
689464470,22,stranger,friend,nonmatch,1,453,blocked
689464470,23,stranger,stranger,match,1,409,blocked
689464470,24,stranger,friend,nonmatch,1,455,blocked
689464470,25,stranger,stranger,match,1,495,blocked
689464470,26,stranger,stranger,match,1,453,blocked
689464470,27,stranger,friend,nonmatch,1,404,blocked
689464470,28,stranger,self,nonmatch,1,410,blocked
689464470,29,stranger,stranger,match,1,416,blocked
689464470,30,stranger,stranger,match,1,422,blocked
689464470,31,stranger,friend,nonmatch,0,366,blocked
689464470,32,stranger,stranger,match,0,219,blocked
689464470,33,stranger,self,nonmatch,1,270,blocked
689464470,34,stranger,friend,nonmatch,1,658,blocked
689464470,35,stranger,friend,nonmatch,1,406,blocked
689464470,36,stranger,self,nonmatch,1,328,blocked
689464470,37,stranger,stranger,match,1,374,blocked
689464470,38,stranger,stranger,match,1,325,blocked
689464470,39,stranger,self,nonmatch,1,401,blocked
689464470,40,stranger,stranger,match,1,351,blocked
689464470,41,stranger,friend,nonmatch,1,406,blocked
689464470,42,stranger,stranger,match,1,522,blocked
689464470,43,stranger,self,nonmatch,1,345,blocked
689464470,44,stranger,stranger,match,0,236,blocked
689464470,45,stranger,stranger,match,1,338,blocked
689464470,46,stranger,stranger,match,1,339,blocked
689464470,47,stranger,stranger,match,1,385,blocked
689464470,48,stranger,self,nonmatch,1,292,blocked
689464470,49,stranger,self,nonmatch,1,313,blocked
689464470,50,stranger,stranger,match,0,295,blocked
689464470,51,stranger,stranger,match,1,331,blocked
689464470,52,stranger,stranger,match,1,377,blocked
689464470,53,stranger,friend,nonmatch,1,383,blocked
689464470,54,stranger,self,nonmatch,0,270,blocked
689464470,55,stranger,stranger,match,0,306,blocked
689464470,57,stranger,stranger,match,1,319,blocked
689464470,60,stranger,self,nonmatch,1,590,blocked
689464470,2,stranger,friend,nonmatch,1,740,mixed
689464470,3,friend,friend,match,1,872,mixed
689464470,4,friend,friend,match,1,415,mixed
689464470,5,friend,friend,match,1,450,mixed
689464470,6,self,self,match,1,746,mixed
689464470,7,stranger,stranger,match,1,659,mixed
689464470,8,stranger,stranger,match,1,387,mixed
689464470,9,friend,friend,match,1,706,mixed
689464470,10,stranger,friend,nonmatch,1,827,mixed
689464470,11,self,stranger,nonmatch,1,1015,mixed
689464470,12,friend,friend,match,1,567,mixed
689464470,13,self,stranger,nonmatch,1,1070,mixed
689464470,14,friend,friend,match,1,637,mixed
689464470,15,friend,friend,match,1,684,mixed
689464470,16,friend,friend,match,1,317,mixed
689464470,17,stranger,stranger,match,1,512,mixed
689464470,18,stranger,stranger,match,1,529,mixed
689464470,19,friend,stranger,nonmatch,1,938,mixed
689464470,20,stranger,friend,nonmatch,1,1135,mixed
689464470,21,self,friend,nonmatch,1,739,mixed
689464470,22,stranger,stranger,match,1,585,mixed
689464470,23,stranger,stranger,match,0,889,mixed
689464470,24,friend,self,nonmatch,0,633,mixed
689464470,25,self,friend,nonmatch,1,567,mixed
689464470,26,friend,self,nonmatch,0,628,mixed
689464470,27,friend,stranger,nonmatch,1,401,mixed
689464470,28,stranger,self,nonmatch,1,625,mixed
689464470,29,stranger,stranger,match,1,320,mixed
689464470,30,friend,friend,match,0,599,mixed
689464470,31,self,friend,nonmatch,1,669,mixed
689464470,32,self,self,match,1,665,mixed
689464470,33,self,self,match,1,471,mixed
689464470,34,self,self,match,1,399,mixed
689464470,35,self,friend,nonmatch,1,575,mixed
689464470,36,stranger,stranger,match,1,541,mixed
689464470,37,friend,stranger,nonmatch,1,741,mixed
689464470,38,friend,stranger,nonmatch,1,411,mixed
689464470,39,stranger,self,nonmatch,0,1060,mixed
689464470,40,stranger,stranger,match,1,821,mixed
689464470,41,friend,stranger,nonmatch,0,638,mixed
689464470,42,friend,self,nonmatch,1,441,mixed
689464470,43,self,self,match,1,343,mixed
689464470,44,self,stranger,nonmatch,1,796,mixed
689464470,45,stranger,self,nonmatch,0,481,mixed
689464470,46,friend,self,nonmatch,1,432,mixed
689464470,47,stranger,self,nonmatch,1,414,mixed
689464470,48,stranger,friend,nonmatch,1,465,mixed
689464470,49,stranger,self,nonmatch,1,382,mixed
689464470,50,self,stranger,nonmatch,0,474,mixed
689464470,51,self,self,match,0,306,mixed
689464470,53,stranger,stranger,match,1,524,mixed
689464470,54,self,friend,nonmatch,1,407,mixed
689464470,55,friend,friend,match,1,448,mixed
689464470,56,self,self,match,0,456,mixed
689464470,58,self,self,match,0,318,mixed
689464470,1,self,self,match,0,493,blocked
689464470,2,self,stranger,nonmatch,0,555,blocked
689464470,4,self,friend,nonmatch,1,353,blocked
689464470,5,self,self,match,1,446,blocked
689464470,6,self,friend,nonmatch,1,447,blocked
689464470,7,self,stranger,nonmatch,1,275,blocked
689464470,10,self,stranger,nonmatch,1,422,blocked
689464470,11,self,stranger,nonmatch,1,638,blocked
689464470,12,self,self,match,1,749,blocked
689464470,13,self,self,match,1,688,blocked
689464470,14,self,self,match,0,525,blocked
689464470,15,self,friend,nonmatch,1,487,blocked
689464470,16,self,self,match,1,351,blocked
689464470,17,self,self,match,1,407,blocked
689464470,18,self,self,match,1,503,blocked
689464470,19,self,self,match,1,475,blocked
689464470,20,self,self,match,1,641,blocked
689464470,22,self,friend,nonmatch,1,672,blocked
689464470,23,self,stranger,nonmatch,1,1008,blocked
689464470,24,self,self,match,1,745,blocked
689464470,25,self,friend,nonmatch,1,575,blocked
689464470,26,self,self,match,1,573,blocked
689464470,27,self,friend,nonmatch,0,460,blocked
689464470,28,self,self,match,1,317,blocked
689464470,29,self,stranger,nonmatch,1,392,blocked
689464470,30,self,self,match,1,290,blocked
689464470,31,self,self,match,1,341,blocked
689464470,32,self,stranger,nonmatch,1,258,blocked
689464470,33,self,stranger,nonmatch,0,225,blocked
689464470,34,self,stranger,nonmatch,1,390,blocked
689464470,35,self,stranger,nonmatch,1,378,blocked
689464470,36,self,friend,nonmatch,1,377,blocked
689464470,37,self,self,match,1,330,blocked
689464470,38,self,self,match,0,296,blocked
689464470,39,self,stranger,nonmatch,1,442,blocked
689464470,40,self,self,match,1,527,blocked
689464470,41,self,friend,nonmatch,1,473,blocked
689464470,42,self,friend,nonmatch,1,386,blocked
689464470,43,self,self,match,1,422,blocked
