subject,shape,label,type,correct,latency,blocktype
78102783,Stranger,Friend,nonmatch,1,745,mixed
78102783,Friend,Self,nonmatch,1,632,mixed
78102783,Friend,Self,nonmatch,1,590,mixed
78102783,Stranger,Friend,nonmatch,0,874,mixed
78102783,Stranger,Stranger,match,1,855,mixed
78102783,Friend,Stranger,nonmatch,1,933,mixed
78102783,Stranger,Friend,nonmatch,1,991,mixed
78102783,Self,Stranger,nonmatch,1,942,mixed
78102783,Stranger,Self,nonmatch,1,697,mixed
78102783,Stranger,Self,nonmatch,1,510,mixed
78102783,Self,Self,match,1,552,mixed
78102783,Friend,Stranger,nonmatch,1,969,mixed
78102783,Stranger,Self,nonmatch,1,891,mixed
78102783,Self,Friend,nonmatch,1,824,blocked
78102783,Self,Stranger,nonmatch,1,816,blocked
78102783,Self,Self,match,1,619,blocked
78102783,Self,Self,match,0,767,blocked
78102783,Self,Self,match,1,585,blocked
78102783,Self,Self,match,1,512,blocked
78102783,Self,Self,match,1,490,blocked
78102783,Self,Friend,nonmatch,1,533,blocked
78102783,Self,Stranger,nonmatch,1,450,blocked
78102783,Self,Self,match,1,558,blocked
78102783,Self,Stranger,nonmatch,1,451,blocked
78102783,Self,Friend,nonmatch,1,504,blocked
78102783,Self,Self,match,1,775,blocked
78102783,Self,Stranger,nonmatch,1,584,blocked
78102783,Self,Self,match,1,522,blocked
78102783,Self,Self,match,1,534,blocked
78102783,Self,Self,match,1,567,blocked
78102783,Self,Stranger,nonmatch,0,645,blocked
78102783,Self,Self,match,1,463,blocked
78102783,Self,Friend,nonmatch,1,591,blocked
78102783,Self,Stranger,nonmatch,1,553,blocked
78102783,Self,Friend,nonmatch,1,656,blocked
78102783,Self,Self,match,1,585,blocked
78102783,Self,Self,match,1,572,blocked
78102783,Self,Self,match,1,474,blocked
78102783,Self,Self,match,1,453,blocked
78102783,Self,Self,match,1,435,blocked
78102783,Self,Self,match,1,343,blocked
78102783,Self,Self,match,1,356,blocked
78102783,Self,Friend,nonmatch,1,454,blocked
78102783,Self,Stranger,nonmatch,1,521,blocked
78102783,Self,Friend,nonmatch,1,591,blocked
78102783,Self,Friend,nonmatch,1,432,blocked
78102783,Self,Stranger,nonmatch,1,501,blocked
78102783,Self,Stranger,nonmatch,1,418,blocked
78102783,Self,Stranger,nonmatch,1,446,blocked
78102783,Self,Self,match,1,478,blocked
78102783,Self,Self,match,1,456,blocked
78102783,Self,Friend,nonmatch,1,554,blocked
78102783,Self,Self,match,1,462,blocked
78102783,Self,Self,match,1,439,blocked
78102783,Self,Friend,nonmatch,1,433,blocked
78102783,Self,Self,match,1,510,blocked
78102783,Self,Stranger,nonmatch,1,598,blocked
78102783,Self,Self,match,1,401,blocked
78102783,Self,Self,match,1,459,blocked
78102783,Self,Stranger,nonmatch,1,453,blocked
78102783,Self,Friend,nonmatch,1,515,blocked
78102783,Self,Friend,nonmatch,1,478,blocked
78102783,Self,Friend,nonmatch,1,410,blocked
78102783,Self,Self,match,1,449,blocked
78102783,Self,Self,match,1,532,blocked
78102783,Self,Self,match,1,399,blocked
78102783,Self,Friend,nonmatch,1,462,blocked
78102783,Self,Friend,nonmatch,1,571,blocked
78102783,Self,Stranger,nonmatch,1,458,blocked
78102783,Self,Self,match,1,442,blocked
78102783,Self,Stranger,nonmatch,1,589,blocked
78102783,Self,Self,match,1,504,blocked
78102783,Self,Stranger,nonmatch,1,456,blocked
78102783,Stranger,Stranger,match,1,1077,mixed
78102783,Stranger,Stranger,match,1,634,mixed
78102783,Self,Friend,nonmatch,1,956,mixed
78102783,Friend,Stranger,nonmatch,1,945,mixed
78102783,Self,Stranger,nonmatch,1,957,mixed
78102783,Self,Self,match,1,529,mixed
78102783,Stranger,Friend,nonmatch,0,1068,mixed
78102783,Stranger,Stranger,match,0,1406,mixed
78102783,Friend,Self,nonmatch,1,741,mixed
78102783,Friend,Friend,match,1,1116,mixed
78102783,Stranger,Self,nonmatch,1,667,mixed
78102783,Stranger,Friend,nonmatch,0,1101,mixed
78102783,Friend,Friend,match,1,1155,mixed
78102783,Stranger,Friend,nonmatch,1,704,mixed
78102783,Self,Stranger,nonmatch,1,913,mixed
78102783,Stranger,Stranger,match,1,711,mixed
78102783,Stranger,Stranger,match,1,558,mixed
78102783,Self,Self,match,1,606,mixed
78102783,Self,Self,match,1,675,mixed
78102783,Friend,Self,nonmatch,1,621,mixed
78102783,Self,Stranger,nonmatch,1,1071,mixed
78102783,Self,Friend,nonmatch,1,737,mixed
78102783,Friend,Stranger,nonmatch,0,1182,mixed
78102783,Friend,Self,nonmatch,1,872,mixed
78102783,Friend,Friend,match,1,835,mixed
78102783,Stranger,Stranger,match,1,748,mixed
78102783,Stranger,Friend,nonmatch,1,769,mixed
78102783,Stranger,Stranger,match,1,607,mixed
78102783,Self,Self,match,1,699,mixed
78102783,Self,Friend,nonmatch,1,722,mixed
78102783,Self,Self,match,1,741,mixed
78102783,Self,Self,match,1,612,mixed
78102783,Friend,Self,nonmatch,1,635,mixed
78102783,Stranger,Stranger,match,1,758,mixed
78102783,Stranger,Self,nonmatch,1,755,mixed
78102783,Friend,Friend,match,1,799,mixed
78102783,Stranger,Self,nonmatch,1,711,mixed
78102783,Friend,Stranger,nonmatch,1,989,mixed
78102783,Stranger,Stranger,match,1,846,mixed
78102783,Self,Self,match,1,707,mixed
78102783,Friend,Friend,match,1,775,mixed
78102783,Self,Self,match,1,712,mixed
78102783,Stranger,Stranger,match,1,631,mixed
78102783,Friend,Friend,match,1,598,mixed
78102783,Self,Stranger,nonmatch,1,731,mixed
78102783,Friend,Friend,match,1,819,mixed
78102783,Friend,Friend,match,1,656,mixed
78102783,Friend,Friend,match,1,529,mixed
78102783,Stranger,Self,nonmatch,1,917,mixed
78102783,Friend,Self,nonmatch,0,831,mixed
78102783,Self,Self,match,1,589,mixed
78102783,Self,Friend,nonmatch,1,876,mixed
78102783,Self,Stranger,nonmatch,1,713,mixed
78102783,Self,Friend,nonmatch,1,761,mixed
78102783,Stranger,Self,nonmatch,1,695,mixed
78102783,Self,Self,match,1,559,mixed
78102783,Friend,Friend,match,1,630,mixed
78102783,Friend,Stranger,nonmatch,1,603,mixed
78102783,Friend,Stranger,nonmatch,1,745,mixed
78102783,Stranger,Stranger,match,0,623,blocked
78102783,Stranger,Stranger,match,1,615,blocked
78102783,Stranger,Stranger,match,1,463,blocked
78102783,Stranger,Friend,nonmatch,1,601,blocked
78102783,Stranger,Stranger,match,1,779,blocked
78102783,Stranger,Self,nonmatch,0,672,blocked
78102783,Stranger,Self,nonmatch,1,649,blocked
78102783,Stranger,Stranger,match,0,447,blocked
78102783,Stranger,Stranger,match,1,626,blocked
78102783,Stranger,Friend,nonmatch,1,668,blocked
78102783,Stranger,Stranger,match,1,565,blocked
78102783,Stranger,Friend,nonmatch,1,808,blocked
78102783,Stranger,Friend,nonmatch,1,521,blocked
78102783,Stranger,Stranger,match,1,604,blocked
78102783,Stranger,Stranger,match,1,416,blocked
78102783,Stranger,Friend,nonmatch,1,479,blocked
78102783,Stranger,Self,nonmatch,1,638,blocked
78102783,Stranger,Friend,nonmatch,1,479,blocked
78102783,Stranger,Self,nonmatch,1,612,blocked
78102783,Stranger,Self,nonmatch,1,480,blocked
78102783,Stranger,Stranger,match,1,639,blocked
78102783,Stranger,Self,nonmatch,1,485,blocked
78102783,Stranger,Self,nonmatch,1,453,blocked
78102783,Stranger,Stranger,match,1,441,blocked
78102783,Stranger,Stranger,match,1,555,blocked
78102783,Stranger,Friend,nonmatch,1,437,blocked
78102783,Stranger,Stranger,match,1,470,blocked
78102783,Stranger,Stranger,match,1,502,blocked
78102783,Stranger,Friend,nonmatch,1,450,blocked
78102783,Stranger,Stranger,match,1,493,blocked
78102783,Stranger,Stranger,match,1,446,blocked
78102783,Stranger,Friend,nonmatch,1,543,blocked
78102783,Stranger,Self,nonmatch,1,472,blocked
78102783,Stranger,Friend,nonmatch,1,428,blocked
78102783,Stranger,Stranger,match,1,451,blocked
78102783,Stranger,Friend,nonmatch,1,304,blocked
78102783,Stranger,Stranger,match,1,552,blocked
78102783,Stranger,Friend,nonmatch,1,495,blocked
78102783,Stranger,Stranger,match,1,558,blocked
78102783,Stranger,Stranger,match,1,460,blocked
78102783,Stranger,Stranger,match,1,388,blocked
78102783,Stranger,Friend,nonmatch,1,397,blocked
78102783,Stranger,Self,nonmatch,1,379,blocked
78102783,Stranger,Stranger,match,1,483,blocked
78102783,Stranger,Stranger,match,1,374,blocked
78102783,Stranger,Stranger,match,1,353,blocked
78102783,Stranger,Self,nonmatch,1,471,blocked
78102783,Stranger,Stranger,match,0,398,blocked
78102783,Stranger,Friend,nonmatch,1,487,blocked
78102783,Stranger,Stranger,match,1,343,blocked
78102783,Stranger,Self,nonmatch,1,382,blocked
78102783,Stranger,Stranger,match,1,461,blocked
78102783,Stranger,Stranger,match,1,438,blocked
78102783,Stranger,Self,nonmatch,1,326,blocked
78102783,Stranger,Friend,nonmatch,1,424,blocked
78102783,Stranger,Self,nonmatch,1,397,blocked
78102783,Stranger,Self,nonmatch,1,336,blocked
78102783,Stranger,Self,nonmatch,1,382,blocked
78102783,Stranger,Stranger,match,1,405,blocked
78102783,Stranger,Stranger,match,1,408,blocked
78102783,Friend,Friend,match,0,1053,blocked
78102783,Friend,Friend,match,1,537,blocked
78102783,Friend,Self,nonmatch,1,660,blocked
78102783,Friend,Friend,match,1,533,blocked
78102783,Friend,Self,nonmatch,1,424,blocked
78102783,Friend,Self,nonmatch,1,457,blocked
78102783,Friend,Stranger,nonmatch,1,370,blocked
78102783,Friend,Friend,match,1,777,blocked
78102783,Friend,Self,nonmatch,1,424,blocked
78102783,Friend,Friend,match,1,417,blocked
78102783,Friend,Friend,match,1,440,blocked
78102783,Friend,Stranger,nonmatch,1,597,blocked
78102783,Friend,Friend,match,1,449,blocked
78102783,Friend,Friend,match,1,347,blocked
78102783,Friend,Friend,match,1,390,blocked
78102783,Friend,Friend,match,1,633,blocked
78102783,Friend,Self,nonmatch,1,490,blocked
78102783,Friend,Friend,match,1,392,blocked
78102783,Friend,Friend,match,1,380,blocked
78102783,Friend,Self,nonmatch,1,517,blocked
78102783,Friend,Friend,match,1,585,blocked
78102783,Friend,Stranger,nonmatch,1,506,blocked
78102783,Friend,Stranger,nonmatch,1,684,blocked
78102783,Friend,Friend,match,1,341,blocked
78102783,Friend,Self,nonmatch,1,324,blocked
78102783,Friend,Stranger,nonmatch,1,517,blocked
78102783,Friend,Friend,match,1,329,blocked
78102783,Friend,Stranger,nonmatch,1,367,blocked
78102783,Friend,Stranger,nonmatch,1,350,blocked
78102783,Friend,Self,nonmatch,1,502,blocked
78102783,Friend,Friend,match,1,374,blocked
78102783,Friend,Friend,match,0,292,blocked
78102783,Friend,Friend,match,1,389,blocked
78102783,Friend,Friend,match,1,447,blocked
78102783,Friend,Stranger,nonmatch,1,469,blocked
78102783,Friend,Self,nonmatch,1,378,blocked
78102783,Friend,Friend,match,1,625,blocked
78102783,Friend,Friend,match,1,577,blocked
78102783,Friend,Friend,match,1,470,blocked
78102783,Friend,Self,nonmatch,1,488,blocked
78102783,Friend,Stranger,nonmatch,0,555,blocked
78102783,Friend,Stranger,nonmatch,1,598,blocked
78102783,Friend,Self,nonmatch,1,445,blocked
78102783,Friend,Friend,match,1,423,blocked
78102783,Friend,Stranger,nonmatch,1,637,blocked
78102783,Friend,Self,nonmatch,1,443,blocked
78102783,Friend,Self,nonmatch,1,380,blocked
78102783,Friend,Stranger,nonmatch,1,524,blocked
78102783,Friend,Friend,match,1,471,blocked
78102783,Friend,Friend,match,1,483,blocked
78102783,Friend,Self,nonmatch,0,426,blocked
78102783,Friend,Stranger,nonmatch,1,564,blocked
78102783,Friend,Friend,match,1,391,blocked
78102783,Friend,Stranger,nonmatch,1,368,blocked
78102783,Friend,Friend,match,1,567,blocked
78102783,Friend,Friend,match,1,484,blocked
78102783,Friend,Friend,match,1,402,blocked
78102783,Friend,Stranger,nonmatch,1,389,blocked
78102783,Friend,Friend,match,1,606,blocked
78102783,Friend,Self,nonmatch,1,474,blocked
78102783,Self,Self,match,1,862,mixed
78102783,Self,Stranger,nonmatch,1,538,mixed
78102783,Friend,Friend,match,0,726,mixed
78102783,Friend,Stranger,nonmatch,1,964,mixed
78102783,Self,Self,match,1,606,mixed
78102783,Friend,Stranger,nonmatch,1,595,mixed
78102783,Friend,Self,nonmatch,1,541,mixed
78102783,Friend,Friend,match,1,749,mixed
78102783,Self,Self,match,1,711,mixed
78102783,Friend,Friend,match,1,749,mixed
78102783,Friend,Friend,match,1,466,mixed
78102783,Stranger,Stranger,match,1,684,mixed
78102783,Friend,Stranger,nonmatch,1,647,mixed
78102783,Self,Friend,nonmatch,1,780,mixed
78102783,Stranger,Self,nonmatch,1,537,mixed
78102783,Self,Stranger,nonmatch,1,690,mixed
78102783,Stranger,Stranger,match,1,632,mixed
78102783,Stranger,Self,nonmatch,1,510,mixed
78102783,Stranger,Stranger,match,1,993,mixed
78102783,Friend,Friend,match,0,597,mixed
78102783,Stranger,Friend,nonmatch,1,867,mixed
78102783,Self,Friend,nonmatch,1,667,mixed
78102783,Self,Self,match,1,672,mixed
78102783,Self,Stranger,nonmatch,1,587,mixed
78102783,Friend,Friend,match,1,642,mixed
78102783,Stranger,Friend,nonmatch,1,768,mixed
78102783,Friend,Stranger,nonmatch,1,676,mixed
78102783,Friend,Friend,match,0,544,mixed
78102783,Stranger,Stranger,match,1,993,mixed
78102783,Self,Self,match,1,771,mixed
78102783,Stranger,Self,nonmatch,1,718,mixed
78102783,Self,Friend,nonmatch,1,1138,mixed
78102783,Self,Self,match,1,617,mixed
78102783,Self,Self,match,0,499,mixed
78102783,Stranger,Friend,nonmatch,1,832,mixed
78102783,Friend,Self,nonmatch,1,734,mixed
78102783,Stranger,Stranger,match,1,617,mixed
78102783,Stranger,Stranger,match,1,759,mixed
78102783,Self,Stranger,nonmatch,1,638,mixed
78102783,Self,Friend,nonmatch,1,686,mixed
78102783,Friend,Friend,match,1,617,mixed
78102783,Self,Stranger,nonmatch,1,601,mixed
78102783,Self,Self,match,1,587,mixed
78102783,Friend,Stranger,nonmatch,1,930,mixed
78102783,Stranger,Stranger,match,1,807,mixed
78102783,Stranger,Stranger,match,1,1035,mixed
78102783,Self,Self,match,1,537,mixed
78102783,Stranger,Stranger,match,1,733,mixed
78102783,Friend,Self,nonmatch,1,631,mixed
78102783,Stranger,Self,nonmatch,1,773,mixed
78102783,Friend,Friend,match,1,561,mixed
78102783,Stranger,Friend,nonmatch,1,788,mixed
78102783,Stranger,Stranger,match,1,622,mixed
78102783,Self,Friend,nonmatch,1,769,mixed
78102783,Stranger,Self,nonmatch,1,631,mixed
78102783,Friend,Self,nonmatch,1,649,mixed
78102783,Stranger,Friend,nonmatch,1,491,mixed
78102783,Friend,Friend,match,1,574,mixed
78102783,Friend,Self,nonmatch,1,682,mixed
78102783,Self,Self,match,1,826,mixed
133962780,Stranger,Stranger,match,1,739,mixed
133962780,Friend,Friend,match,1,417,mixed
133962780,Stranger,Stranger,match,0,706,mixed
133962780,Stranger,Self,nonmatch,0,926,mixed
133962780,Self,Self,match,1,927,mixed
133962780,Stranger,Friend,nonmatch,1,701,mixed
133962780,Stranger,Stranger,match,0,776,mixed
133962780,Friend,Friend,match,1,1095,mixed
133962780,Self,Self,match,1,679,mixed
133962780,Self,Self,match,1,716,mixed
133962780,Self,Self,match,1,495,mixed
133962780,Self,Friend,nonmatch,1,765,mixed
133962780,Friend,Friend,match,0,789,mixed
133962780,Friend,Self,nonmatch,0,559,mixed
133962780,Self,Stranger,nonmatch,0,780,mixed
133962780,Stranger,Stranger,match,1,607,mixed
133962780,Friend,Stranger,nonmatch,1,731,mixed
133962780,Friend,Stranger,nonmatch,1,576,mixed
133962780,Self,Stranger,nonmatch,0,555,mixed
133962780,Friend,Friend,match,0,752,mixed
133962780,Stranger,Self,nonmatch,1,1297,mixed
133962780,Stranger,Friend,nonmatch,0,1283,mixed
133962780,Stranger,Stranger,match,1,920,mixed
133962780,Friend,Self,nonmatch,1,784,mixed
133962780,Self,Stranger,nonmatch,1,695,mixed
133962780,Stranger,Stranger,match,0,588,mixed
133962780,Self,Self,match,0,576,mixed
133962780,Self,Self,match,1,763,mixed
133962780,Self,Self,match,1,461,mixed
133962780,Friend,Friend,match,0,598,mixed
133962780,Friend,Friend,match,1,633,mixed
133962780,Self,Friend,nonmatch,1,602,mixed
133962780,Friend,Stranger,nonmatch,0,507,mixed
133962780,Friend,Self,nonmatch,0,667,mixed
133962780,Stranger,Stranger,match,0,764,mixed
133962780,Stranger,Friend,nonmatch,1,1170,mixed
133962780,Stranger,Friend,nonmatch,1,612,mixed
133962780,Friend,Friend,match,1,670,mixed
133962780,Self,Self,match,1,728,mixed
133962780,Friend,Stranger,nonmatch,1,694,mixed
133962780,Self,Self,match,1,702,mixed
133962780,Self,Friend,nonmatch,0,873,mixed
133962780,Self,Stranger,nonmatch,1,947,mixed
133962780,Stranger,Self,nonmatch,1,1361,mixed
133962780,Self,Friend,nonmatch,1,1019,mixed
133962780,Friend,Stranger,nonmatch,1,895,mixed
133962780,Friend,Self,nonmatch,1,522,mixed
133962780,Stranger,Stranger,match,0,881,mixed
133962780,Friend,Friend,match,0,735,mixed
133962780,Friend,Friend,match,1,566,mixed
133962780,Friend,Self,nonmatch,1,561,mixed
133962780,Stranger,Friend,nonmatch,1,588,mixed
133962780,Friend,Friend,match,1,524,mixed
133962780,Stranger,Self,nonmatch,1,498,mixed
133962780,Stranger,Self,nonmatch,1,571,mixed
133962780,Self,Friend,nonmatch,1,726,mixed
133962780,Stranger,Stranger,match,0,813,mixed
133962780,Friend,Friend,match,0,603,blocked
133962780,Friend,Stranger,nonmatch,0,533,blocked
133962780,Friend,Friend,match,0,511,blocked
133962780,Friend,Stranger,nonmatch,1,573,blocked
133962780,Friend,Friend,match,0,558,blocked
133962780,Friend,Stranger,nonmatch,0,523,blocked
133962780,Friend,Friend,match,0,760,blocked
133962780,Friend,Friend,match,1,482,blocked
133962780,Friend,Stranger,nonmatch,1,552,blocked
133962780,Friend,Self,nonmatch,1,738,blocked
133962780,Friend,Friend,match,0,434,blocked
133962780,Friend,Stranger,nonmatch,1,786,blocked
133962780,Friend,Self,nonmatch,0,790,blocked
133962780,Friend,Friend,match,0,537,blocked
133962780,Friend,Stranger,nonmatch,1,593,blocked
133962780,Friend,Friend,match,1,500,blocked
133962780,Friend,Friend,match,1,372,blocked
133962780,Friend,Friend,match,1,312,blocked
133962780,Friend,Stranger,nonmatch,1,344,blocked
133962780,Friend,Friend,match,0,349,blocked
133962780,Friend,Friend,match,1,475,blocked
133962780,Friend,Stranger,nonmatch,0,434,blocked
133962780,Friend,Friend,match,1,733,blocked
133962780,Friend,Self,nonmatch,1,714,blocked
133962780,Friend,Friend,match,1,535,blocked
133962780,Friend,Friend,match,1,389,blocked
133962780,Friend,Friend,match,0,351,blocked
133962780,Friend,Stranger,nonmatch,0,323,blocked
133962780,Friend,Friend,match,1,617,blocked
133962780,Friend,Stranger,nonmatch,1,571,blocked
133962780,Friend,Stranger,nonmatch,1,538,blocked
133962780,Friend,Friend,match,1,348,blocked
133962780,Friend,Friend,match,1,457,blocked
133962780,Friend,Self,nonmatch,1,568,blocked
133962780,Friend,Friend,match,0,342,blocked
133962780,Friend,Self,nonmatch,1,676,blocked
133962780,Friend,Self,nonmatch,1,372,blocked
133962780,Friend,Friend,match,1,314,blocked
133962780,Friend,Friend,match,1,409,blocked
133962780,Friend,Friend,match,1,270,blocked
133962780,Friend,Self,nonmatch,0,370,blocked
133962780,Friend,Self,nonmatch,1,873,blocked
133962780,Friend,Self,nonmatch,1,506,blocked
133962780,Friend,Friend,match,1,270,blocked
133962780,Friend,Stranger,nonmatch,1,521,blocked
133962780,Friend,Self,nonmatch,1,589,blocked
133962780,Friend,Stranger,nonmatch,1,571,blocked
133962780,Friend,Stranger,nonmatch,1,460,blocked
133962780,Friend,Self,nonmatch,0,370,blocked
133962780,Friend,Friend,match,0,323,blocked
133962780,Friend,Friend,match,1,257,blocked
133962780,Friend,Self,nonmatch,0,385,blocked
133962780,Friend,Self,nonmatch,1,646,blocked
133962780,Friend,Self,nonmatch,1,331,blocked
133962780,Friend,Friend,match,1,437,blocked
133962780,Friend,Self,nonmatch,1,372,blocked
133962780,Friend,Friend,match,0,333,blocked
133962780,Friend,Friend,match,1,377,blocked
133962780,Friend,Friend,match,1,279,blocked
133962780,Friend,Stranger,nonmatch,0,254,blocked
133962780,Stranger,Friend,nonmatch,1,1219,blocked
133962780,Stranger,Friend,nonmatch,1,523,blocked
133962780,Stranger,Stranger,match,1,565,blocked
133962780,Stranger,Stranger,match,1,316,blocked
133962780,Stranger,Stranger,match,1,403,blocked
133962780,Stranger,Stranger,match,1,334,blocked
133962780,Stranger,Friend,nonmatch,0,212,blocked
133962780,Stranger,Stranger,match,1,345,blocked
133962780,Stranger,Stranger,match,1,362,blocked
133962780,Stranger,Self,nonmatch,1,353,blocked
133962780,Stranger,Stranger,match,0,289,blocked
133962780,Stranger,Stranger,match,1,388,blocked
133962780,Stranger,Friend,nonmatch,1,587,blocked
133962780,Stranger,Friend,nonmatch,1,435,blocked
133962780,Stranger,Self,nonmatch,1,697,blocked
133962780,Stranger,Self,nonmatch,0,218,blocked
133962780,Stranger,Stranger,match,1,353,blocked
133962780,Stranger,Stranger,match,1,669,blocked
133962780,Stranger,Stranger,match,1,394,blocked
133962780,Stranger,Stranger,match,1,502,blocked
133962780,Stranger,Friend,nonmatch,0,299,blocked
133962780,Stranger,Stranger,match,1,414,blocked
133962780,Stranger,Friend,nonmatch,1,715,blocked
133962780,Stranger,Self,nonmatch,1,485,blocked
133962780,Stranger,Friend,nonmatch,1,464,blocked
133962780,Stranger,Friend,nonmatch,1,435,blocked
133962780,Stranger,Stranger,match,1,416,blocked
133962780,Stranger,Stranger,match,0,287,blocked
133962780,Stranger,Stranger,match,1,400,blocked
133962780,Stranger,Self,nonmatch,1,563,blocked
133962780,Stranger,Self,nonmatch,1,475,blocked
133962780,Stranger,Self,nonmatch,1,345,blocked
133962780,Stranger,Stranger,match,1,374,blocked
133962780,Stranger,Friend,nonmatch,1,376,blocked
133962780,Stranger,Stranger,match,1,596,blocked
133962780,Stranger,Self,nonmatch,1,325,blocked
133962780,Stranger,Stranger,match,1,362,blocked
133962780,Stranger,Friend,nonmatch,1,440,blocked
133962780,Stranger,Stranger,match,1,390,blocked
133962780,Stranger,Stranger,match,1,392,blocked
133962780,Stranger,Self,nonmatch,1,410,blocked
133962780,Stranger,Stranger,match,1,399,blocked
133962780,Stranger,Stranger,match,1,294,blocked
133962780,Stranger,Stranger,match,1,241,blocked
133962780,Stranger,Self,nonmatch,1,324,blocked
133962780,Stranger,Self,nonmatch,1,322,blocked
133962780,Stranger,Stranger,match,1,353,blocked
133962780,Stranger,Self,nonmatch,1,419,blocked
133962780,Stranger,Stranger,match,1,317,blocked
133962780,Stranger,Friend,nonmatch,1,489,blocked
133962780,Stranger,Friend,nonmatch,1,450,blocked
133962780,Stranger,Stranger,match,1,399,blocked
133962780,Stranger,Stranger,match,1,393,blocked
133962780,Stranger,Friend,nonmatch,1,778,blocked
133962780,Stranger,Stranger,match,1,618,blocked
133962780,Stranger,Self,nonmatch,1,371,blocked
133962780,Stranger,Self,nonmatch,0,306,blocked
133962780,Stranger,Self,nonmatch,1,349,blocked
133962780,Stranger,Friend,nonmatch,1,328,blocked
133962780,Self,Self,match,1,326,blocked
133962780,Self,Stranger,nonmatch,1,377,blocked
133962780,Self,Self,match,1,389,blocked
133962780,Self,Friend,nonmatch,1,402,blocked
133962780,Self,Stranger,nonmatch,1,348,blocked
133962780,Self,Friend,nonmatch,1,402,blocked
133962780,Self,Stranger,nonmatch,1,315,blocked
133962780,Self,Self,match,1,290,blocked
133962780,Self,Stranger,nonmatch,1,206,blocked
133962780,Self,Self,match,0,234,blocked
133962780,Self,Friend,nonmatch,0,274,blocked
133962780,Self,Self,match,1,274,blocked
133962780,Self,Stranger,nonmatch,1,445,blocked
133962780,Self,Stranger,nonmatch,1,339,blocked
133962780,Self,Self,match,0,302,blocked
133962780,Self,Self,match,1,305,blocked
133962780,Self,Friend,nonmatch,0,310,blocked
133962780,Self,Self,match,1,432,blocked
133962780,Self,Self,match,1,379,blocked
133962780,Self,Self,match,1,337,blocked
133962780,Self,Self,match,1,432,blocked
133962780,Self,Self,match,1,359,blocked
133962780,Self,Stranger,nonmatch,1,384,blocked
133962780,Self,Friend,nonmatch,0,282,blocked
133962780,Self,Stranger,nonmatch,1,636,blocked
133962780,Self,Friend,nonmatch,1,852,blocked
133962780,Self,Self,match,1,490,blocked
133962780,Self,Self,match,1,453,blocked
133962780,Self,Stranger,nonmatch,1,442,blocked
133962780,Self,Stranger,nonmatch,1,473,blocked
133962780,Self,Self,match,1,371,blocked
133962780,Self,Stranger,nonmatch,1,451,blocked
133962780,Self,Self,match,1,371,blocked
133962780,Self,Friend,nonmatch,1,352,blocked
133962780,Self,Stranger,nonmatch,1,426,blocked
133962780,Self,Self,match,1,456,blocked
133962780,Self,Self,match,1,505,blocked
133962780,Self,Friend,nonmatch,1,344,blocked
133962780,Self,Friend,nonmatch,1,426,blocked
133962780,Self,Self,match,1,392,blocked
133962780,Self,Friend,nonmatch,1,456,blocked
133962780,Self,Self,match,1,424,blocked
133962780,Self,Self,match,1,421,blocked
133962780,Self,Stranger,nonmatch,1,423,blocked
133962780,Self,Friend,nonmatch,0,400,blocked
133962780,Self,Self,match,1,559,blocked
133962780,Self,Self,match,1,420,blocked
133962780,Self,Friend,nonmatch,1,557,blocked
133962780,Self,Self,match,1,493,blocked
133962780,Self,Self,match,1,416,blocked
133962780,Self,Self,match,1,361,blocked
133962780,Self,Self,match,1,355,blocked
133962780,Self,Stranger,nonmatch,1,642,blocked
133962780,Self,Stranger,nonmatch,1,810,blocked
133962780,Self,Friend,nonmatch,1,442,blocked
133962780,Self,Self,match,1,461,blocked
133962780,Self,Self,match,1,378,blocked
133962780,Self,Friend,nonmatch,1,434,blocked
133962780,Self,Friend,nonmatch,1,447,blocked
133962780,Self,Self,match,1,599,blocked
133962780,Friend,Stranger,nonmatch,1,679,mixed
133962780,Self,Self,match,1,500,mixed
133962780,Self,Friend,nonmatch,0,532,mixed
133962780,Stranger,Friend,nonmatch,1,721,mixed
133962780,Self,Friend,nonmatch,1,676,mixed
133962780,Friend,Friend,match,1,363,mixed
133962780,Friend,Self,nonmatch,0,637,mixed
133962780,Stranger,Friend,nonmatch,1,520,mixed
133962780,Self,Stranger,nonmatch,1,626,mixed
133962780,Friend,Stranger,nonmatch,0,971,mixed
133962780,Friend,Self,nonmatch,1,872,mixed
133962780,Friend,Friend,match,0,678,mixed
133962780,Friend,Friend,match,1,414,mixed
133962780,Self,Self,match,0,603,mixed
133962780,Stranger,Stranger,match,1,1008,mixed
133962780,Stranger,Stranger,match,1,728,mixed
133962780,Stranger,Stranger,match,1,638,mixed
133962780,Stranger,Stranger,match,1,774,mixed
133962780,Stranger,Stranger,match,1,507,mixed
133962780,Stranger,Self,nonmatch,1,797,mixed
133962780,Self,Stranger,nonmatch,1,939,mixed
133962780,Self,Stranger,nonmatch,1,734,mixed
133962780,Stranger,Self,nonmatch,1,919,mixed
133962780,Stranger,Stranger,match,1,616,mixed
133962780,Friend,Friend,match,1,1020,mixed
133962780,Self,Friend,nonmatch,1,752,mixed
133962780,Self,Friend,nonmatch,1,649,mixed
133962780,Self,Self,match,1,693,mixed
133962780,Friend,Friend,match,0,550,mixed
133962780,Friend,Stranger,nonmatch,1,661,mixed
133962780,Friend,Friend,match,1,664,mixed
133962780,Self,Self,match,1,750,mixed
