"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.764978956479685,0.700695947004951,0.822820254452635,"Pn23E1"
"Friend","ACC",0.606005018773077,0.505396249256787,0.699015939790189,"Pn23E1"
"Friend","d Prime",0.496779721943959,0.392785641064955,0.597303198137206,"Pn23E1"
"Friend","Efficiency",0.702724191068446,0.568910989457349,0.796959934409464,"Pn23E1"
"Friend","ezDDM v",0.620371577028483,0.53433158046334,0.700809808782081,"Pn23E1"
"Friend","ezDDM z",0.219744263366367,0.0852993255381344,0.348050759383612,"Pn23E1"
"Friend","rwDDM v",0.446200335047118,0.303696698985682,0.579499008632062,"Pn23E1"
"Friend","rwDDM z",0.048235948977675,-0.123598449856175,0.214125581328954,"Pn23E1"
"Stranger","RT",0.819997275315967,0.767065924223601,0.864634386760551,"Pn23E1"
"Stranger","ACC",0.749726957660949,0.682553231028309,0.810203673083037,"Pn23E1"
"Stranger","d Prime",0.503181568035191,0.400106746901647,0.605545140433259,"Pn23E1"
"Stranger","Efficiency",0.790019929035714,0.656389528574239,0.870299445390068,"Pn23E1"
"Stranger","ezDDM v",0.727336360309071,0.661484414196095,0.789099759371528,"Pn23E1"
"Stranger","ezDDM z",0.306570615293061,0.177147607268184,0.436494920926954,"Pn23E1"
"Stranger","rwDDM v",0.483736392590598,0.351538231784889,0.602825240537144,"Pn23E1"
"Stranger","rwDDM z",0.0738193963389803,-0.0895341448056868,0.23909816400271,"Pn23E1"
