"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.30007649784775,0.155370118095773,0.442184574947151,"Stranger","P6E1"
"ACC",0.413888083599846,0.276116147674183,0.542600023990167,"Stranger","P6E1"
"Dprime",0.285784140273168,0.14324664453657,0.429722205745279,"Stranger","P6E1"
"Efficiency",0.129475069551474,0.0350287366628295,0.204790701381333,"Stranger","P6E1"
