"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.506689900993436,0.393647280016905,0.614847918682826,"Celebrity","P51E1"
"ACC",0.365203695448367,0.236163581344783,0.493695347056527,"Celebrity","P51E1"
"Dprime",0.172867918765268,0.0331100542935165,0.316478626026011,"Celebrity","P51E1"
"Efficiency",0.0871930231565936,0.0183713462069833,0.144173933458643,"Celebrity","P51E1"
