"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.083829104600972,-0.187633136167299,0.370493585317716,"P95E1"
"Friend","ACC",-0.117614332241293,-0.410607068514973,0.203853235213017,"P95E1"
"Friend","d Prime",0.0413237277303347,-0.257876396824007,0.347186280893,"P95E1"
"Friend","Efficiency",0.0693817550546019,-0.206892877318182,0.364546142454833,"P95E1"
"Friend","ezDDM v",0.116727829359767,-0.162181203913018,0.409365565691014,"P95E1"
"Friend","ezDDM z",-0.00849217649927708,-0.235510419016712,0.238602276600519,"P95E1"
"Friend","rwDDM v",-0.00793138742920982,-0.507421971712224,0.425416355282562,"P95E1"
"Friend","rwDDM z",-0.0998743410979588,-0.429116552940647,0.253055273876964,"P95E1"
"Stranger","RT",0.606583582266671,0.415388179468964,0.766563955866224,"P95E1"
"Stranger","ACC",0.0624822836896358,-0.213305285060582,0.352933344637096,"P95E1"
"Stranger","d Prime",0.255299119655255,-0.0109973371634546,0.517093141604593,"P95E1"
"Stranger","Efficiency",0.625119734797495,0.432721162066145,0.787005244731653,"P95E1"
"Stranger","ezDDM v",0.429854259483268,0.214042004766409,0.624102954279576,"P95E1"
"Stranger","ezDDM z",0.0167389251204838,-0.203091936721622,0.262133177263912,"P95E1"
"Stranger","rwDDM v",0.292840976128828,-0.225761611842051,0.642727198573007,"P95E1"
"Stranger","rwDDM z",0.0600592068639634,-0.246394681229297,0.355510261756145,"P95E1"
