"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.329446972650455,0.191002402301543,0.470123417081247,"Partner","P6E1"
"ACC",0.236788081119886,0.0925777241271286,0.383120503970905,"Partner","P6E1"
"Dprime",0.174318000001239,0.0265746867594023,0.326510262781104,"Partner","P6E1"
"Efficiency",0.105262523290129,0.00198748212501496,0.193139460035561,"Partner","P6E1"
