"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.397981008180033,0.270565778156617,0.546046006333492,"Ps3E1"
"Friend","ACC",0.404210411486715,0.282488081772504,0.510193623920029,"Ps3E1"
"Friend","d Prime",0.18322861908991,-0.0214981260646982,0.381376470115213,"Ps3E1"
"Friend","Efficiency",0.475571133577557,0.288240306693286,0.618910152526137,"Ps3E1"
"Friend","ezDDM v",0.277260190033202,0.157645543894056,0.429025749071141,"Ps3E1"
"Friend","ezDDM z",0.102327009720288,-0.0279627507875556,0.271253315248762,"Ps3E1"
"Friend","rwDDM v",-0.0173207112853507,-0.289260356825696,0.17474218062359,"Ps3E1"
"Friend","rwDDM z",0.0219587756359123,-0.189263747925093,0.134864157688338,"Ps3E1"
"Stranger","RT",0.338088609954379,0.249124148190446,0.379967423064458,"Ps3E1"
"Stranger","ACC",0.561798960299883,0.490127003469545,0.617324227632235,"Ps3E1"
"Stranger","d Prime",0.31295018527321,0.234731017947832,0.438313003651119,"Ps3E1"
"Stranger","Efficiency",0.511800988474322,0.366757658943697,0.682120816457241,"Ps3E1"
"Stranger","ezDDM v",0.452438605589958,0.388172855546176,0.512870325995132,"Ps3E1"
"Stranger","ezDDM z",0.108843438882642,0.0432438592855418,0.191844540926119,"Ps3E1"
"Stranger","rwDDM v",0.0578517368643992,-0.0519367557079139,0.212440924738007,"Ps3E1"
"Stranger","rwDDM z",0.130380192596111,0.0515594997036618,0.209809044259218,"Ps3E1"
