"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Mother","RT",0.75164911618861,0.642337316403346,0.844429093338591,"Ps5E4"
"Mother","ACC",0.83962041120466,0.781257168556896,0.903369554622818,"Ps5E4"
"Mother","d Prime",0.510162769858952,0.370617413171029,0.637436685290262,"Ps5E4"
"Mother","Efficiency",0.901921185375266,0.864878986968393,0.93361460875078,"Ps5E4"
"Mother","ezDDM v",0.617886717336039,0.494220062416101,0.73765234466379,"Ps5E4"
"Mother","ezDDM z",0.477811256190758,0.365391309527609,0.626089149126113,"Ps5E4"
"Mother","rwDDM v",0.431927866115228,0.330082568348908,0.537996925759783,"Ps5E4"
"Mother","rwDDM z",0.196558967344637,-0.107287206319455,0.595442854628496,"Ps5E4"
"Stranger","RT",0.659516983451262,0.5029204458348,0.760945886772004,"Ps5E4"
"Stranger","ACC",0.623926912446948,0.445840235971077,0.749408083634239,"Ps5E4"
"Stranger","d Prime",0.310728249544722,0.0975447679616003,0.487579331782851,"Ps5E4"
"Stranger","Efficiency",0.564022217131971,0.247918383486881,0.733926902901198,"Ps5E4"
"Stranger","ezDDM v",0.651210472283995,0.497131628986724,0.740746974661806,"Ps5E4"
"Stranger","ezDDM z",0.20086043016805,-0.00335060027959821,0.397645438705009,"Ps5E4"
"Stranger","rwDDM v",0.348325351791608,-0.0910914102872101,0.613743498728058,"Ps5E4"
"Stranger","rwDDM z",0.0633270237712296,-0.279097230257563,0.259140731502967,"Ps5E4"
