"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Acquaintance","RT",0.110921203595403,-0.111740099720848,0.316723385338365,"P54E3"
"Acquaintance","ACC",0.153527714601385,-0.270218841484205,0.33031933315357,"P54E3"
"Acquaintance","d Prime",0.190761520697146,0.0402908342331355,0.338901306698535,"P54E3"
"Acquaintance","Efficiency",0.179545794087323,-0.435172148465724,0.531330721560467,"P54E3"
"Acquaintance","ezDDM v",-0.216093596393347,-0.356951513068784,-0.107110506382267,"P54E3"
"Acquaintance","ezDDM z",-0.172873050030212,-0.364586107402295,0.0968955492284023,"P54E3"
"Acquaintance","rwDDM v",-0.120038367734599,-0.473767540157969,0.128141699224289,"P54E3"
"Acquaintance","rwDDM z",-0.085242230114312,-0.463898198818077,0.0751228530829434,"P54E3"
"Mother","RT",0.201857813846833,-0.0811184028916621,0.373743058957708,"P54E3"
"Mother","ACC",0.154792256524895,-0.0473626202775674,0.305487456020988,"P54E3"
"Mother","d Prime",0.286243835578619,0.142642557489996,0.511303962799884,"P54E3"
"Mother","Efficiency",0.162381847175934,-0.277467810976673,0.607506118107398,"P54E3"
"Mother","ezDDM v",0.0416161911270514,-0.238163064078718,0.346065785171094,"P54E3"
"Mother","ezDDM z",-0.117643438125492,-0.297205605185365,0.0772942673148137,"P54E3"
"Mother","rwDDM v",-0.046097139922576,-0.292753411386755,0.184748885835972,"P54E3"
"Mother","rwDDM z",0.0685445364453408,-0.103061365601531,0.19853092946208,"P54E3"
