"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.395191194222748,0.286972335396405,0.52225812320879,"Pn13E4"
"Friend","ACC",0.433111707435949,0.212336323555517,0.608429880198616,"Pn13E4"
"Friend","d Prime",0.102649650478605,-0.0929151774719518,0.209082401161709,"Pn13E4"
"Friend","Efficiency",0.666948674038551,0.520579305060223,0.770958712073111,"Pn13E4"
"Friend","ezDDM v",0.47288673213442,0.355799802038229,0.556988852305467,"Pn13E4"
"Friend","ezDDM z",-0.098760214963938,-0.442538947701981,0.106729656077639,"Pn13E4"
"Friend","rwDDM v",0.588368720499591,0.450809660498806,0.712226311898562,"Pn13E4"
"Friend","rwDDM z",0.0561549684052877,-0.159573283461479,0.207085533530764,"Pn13E4"
"Stranger","RT",0.436155681554865,0.0947534061782754,0.68112131754592,"Pn13E4"
"Stranger","ACC",0.0826079272630169,-0.110938024584206,0.189864349027215,"Pn13E4"
"Stranger","d Prime",0.0767640655614745,-0.0671018746105349,0.281533390462722,"Pn13E4"
"Stranger","Efficiency",0.282798646374507,0.0847883504298194,0.507127532281763,"Pn13E4"
"Stranger","ezDDM v",0.266314153061623,0.127563156881759,0.42069517274288,"Pn13E4"
"Stranger","ezDDM z",0.160132005626503,-0.124639049973249,0.437310204030036,"Pn13E4"
"Stranger","rwDDM v",0.0755663702263705,-0.155118671358969,0.313979621184118,"Pn13E4"
"Stranger","rwDDM z",0.082180336151163,-0.0830937589451858,0.314490571021185,"Pn13E4"
