"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.643241471693641,0.514587158034635,0.712580628257932,"Ps4E1"
"Friend","ACC",0.340058615930815,0.154897006366151,0.461155936825336,"Ps4E1"
"Friend","d Prime",0.233775781181383,0.094007257370256,0.433060111928694,"Ps4E1"
"Friend","Efficiency",0.538736438308182,0.354825503366247,0.694303574671639,"Ps4E1"
"Friend","ezDDM v",0.310755034918202,0.136881207749948,0.447469014928179,"Ps4E1"
"Friend","ezDDM z",0.070621703205595,-0.0626720951446983,0.174834962466249,"Ps4E1"
"Friend","rwDDM v",0.276415368340893,0.0920772787018869,0.382811626767515,"Ps4E1"
"Friend","rwDDM z",-0.00261777224279416,-0.277762107787238,0.12326811905295,"Ps4E1"
"Stranger","RT",0.71243082250452,0.604482729882244,0.795781367117029,"Ps4E1"
"Stranger","ACC",0.423948893856754,0.27267453861979,0.57802368426384,"Ps4E1"
"Stranger","d Prime",0.327842413918619,0.243875204997529,0.429501716223189,"Ps4E1"
"Stranger","Efficiency",0.59726518645904,0.546668453747557,0.713068453357194,"Ps4E1"
"Stranger","ezDDM v",0.420686857404099,0.288871499412285,0.539124497240389,"Ps4E1"
"Stranger","ezDDM z",0.312058783365112,0.150047588171693,0.423843007023511,"Ps4E1"
"Stranger","rwDDM v",0.247492841428029,0.0847508662120763,0.439472612626619,"Ps4E1"
"Stranger","rwDDM z",0.0582923049365395,-0.142256661572995,0.28927242342645,"Ps4E1"
