"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.616296840703767,0.498764773740013,0.70129849939029,"P44E1"
"Friend","ACC",0.406537915663162,0.305778296227656,0.537770636157748,"P44E1"
"Friend","d Prime",0.285834438261378,0.11664515658708,0.411959937650527,"P44E1"
"Friend","Efficiency",0.563677529622467,0.466784994818723,0.663409911415407,"P44E1"
"Friend","ezDDM v",0.453228347777256,0.37626511349421,0.528033655047583,"P44E1"
"Friend","ezDDM z",0.145206826937706,0.0656015493308259,0.316373893161893,"P44E1"
"Friend","rwDDM v",0.195434322245976,0.102782954078262,0.324091897539484,"P44E1"
"Friend","rwDDM z",-0.0119572834693072,-0.190407798596744,0.113845599942539,"P44E1"
"Stranger","RT",0.630601691704659,0.580254492295046,0.681339439755617,"P44E1"
"Stranger","ACC",0.579728151115764,0.48777492786031,0.673519010789276,"P44E1"
"Stranger","d Prime",0.378845693164656,0.293843970805525,0.468762089576718,"P44E1"
"Stranger","Efficiency",0.567852462941648,0.450943551609439,0.690773947314973,"P44E1"
"Stranger","ezDDM v",0.593405032547866,0.517496704986167,0.674738840508436,"P44E1"
"Stranger","ezDDM z",0.17265832889811,0.103704669112215,0.294072196632505,"P44E1"
"Stranger","rwDDM v",0.294252003533641,0.197365509099452,0.451903989459706,"P44E1"
"Stranger","rwDDM z",-0.0313890693660712,-0.170129288321383,0.0945954181075555,"P44E1"
