"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.786352739330804,0.697913716161964,0.860139228580338,"Pt18E1"
"Friend","ACC",0.503169666742316,0.393039450587105,0.649014330157758,"Pt18E1"
"Friend","d Prime",0.567649212345202,0.335386597588304,0.722566582287423,"Pt18E1"
"Friend","Efficiency",0.674254231641587,0.528258299802616,0.847434438589419,"Pt18E1"
"Friend","ezDDM v",0.516881276357062,0.329415162322194,0.739775220796221,"Pt18E1"
"Friend","ezDDM z",0.226055221515198,0.00796320795113087,0.529522089654844,"Pt18E1"
"Friend","rwDDM v",0.373983840605455,0.158816781120873,0.543947628821885,"Pt18E1"
"Friend","rwDDM z",0.118166494377852,0.0109461306035855,0.249504179290439,"Pt18E1"
"Stranger","RT",0.758337750357543,0.651085360081167,0.845263848582512,"Pt18E1"
"Stranger","ACC",0.521887857354989,0.387195902929309,0.724692039612614,"Pt18E1"
"Stranger","d Prime",0.229220002957531,-0.00719080241618494,0.45784638739768,"Pt18E1"
"Stranger","Efficiency",0.69152770376686,0.490394489543744,0.838690611751384,"Pt18E1"
"Stranger","ezDDM v",0.272094490396456,0.143209804450144,0.411680556956627,"Pt18E1"
"Stranger","ezDDM z",0.0186304774612439,-0.241492270445664,0.366635893101393,"Pt18E1"
"Stranger","rwDDM v",0.131112762958945,-0.0642816018112167,0.290100445540863,"Pt18E1"
"Stranger","rwDDM z",0.137991853475721,-0.0113479059539105,0.32603185533762,"Pt18E1"
