"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Mother","RT",0.806324710668415,0.740694295755686,0.886740737261648,"Ps5E1"
"Mother","ACC",0.554758611858284,0.399275846587045,0.77475906131403,"Ps5E1"
"Mother","d Prime",0.479792810427844,0.347360919211921,0.582740450234415,"Ps5E1"
"Mother","Efficiency",0.786263340310911,0.696030605112692,0.897962891064614,"Ps5E1"
"Mother","ezDDM v",0.48693417900135,0.343099282859357,0.71369845305195,"Ps5E1"
"Mother","ezDDM z",0.359972666737616,0.269888548754832,0.469573545441235,"Ps5E1"
"Mother","rwDDM v",0.227024494208533,-0.00727195364638207,0.449281456008581,"Ps5E1"
"Mother","rwDDM z",0.148458635960846,-0.109418785576475,0.412051391684569,"Ps5E1"
"Stranger","RT",0.66829041603918,0.563266086238891,0.790314550967745,"Ps5E1"
"Stranger","ACC",0.718293981464936,0.533138979955689,0.795332786238047,"Ps5E1"
"Stranger","d Prime",0.489845410201277,0.239077316961568,0.60780994408094,"Ps5E1"
"Stranger","Efficiency",0.723073517199809,0.488861117194638,0.836897235307384,"Ps5E1"
"Stranger","ezDDM v",0.65837582916114,0.470000826538696,0.805477370109738,"Ps5E1"
"Stranger","ezDDM z",0.3655965379748,0.269497300728167,0.55235207981962,"Ps5E1"
"Stranger","rwDDM v",0.496015688232972,0.333959331228687,0.680132874525391,"Ps5E1"
"Stranger","rwDDM z",0.0929818209760729,-0.0500984622635379,0.396060425061686,"Ps5E1"
