"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.766553309558236,0.602624233105421,0.894564581822086,"Pt9E1"
"Friend","ACC",0.65833255693544,0.426106910019632,0.839795693930156,"Pt9E1"
"Friend","d Prime",0.558767443455706,0.306719427236547,0.773120588084025,"Pt9E1"
"Friend","Efficiency",0.777277953129441,0.542866934326666,0.912494017474468,"Pt9E1"
"Friend","ezDDM v",0.686667624929808,0.485192929270433,0.851914570068457,"Pt9E1"
"Friend","ezDDM z",0.174508768180729,-0.150275646018624,0.507995961425878,"Pt9E1"
"Friend","rwDDM v",0.578523095410951,0.247801541219564,0.814474056381627,"Pt9E1"
"Friend","rwDDM z",0.156888378708218,-0.294182451935648,0.561544071975121,"Pt9E1"
"None","RT",0.700351983624948,0.503923163295576,0.865599643807363,"Pt9E1"
"None","ACC",0.761616610595016,0.593037226764946,0.889216670452993,"Pt9E1"
"None","d Prime",0.35442300770237,0.0534977555281027,0.652085103700245,"Pt9E1"
"None","Efficiency",0.807604501081356,0.577161448707516,0.934493143457733,"Pt9E1"
"None","ezDDM v",0.673230948771756,0.468766837007695,0.843187909440559,"Pt9E1"
"None","ezDDM z",-0.0582264757914958,-0.39291157913491,0.324906546339083,"Pt9E1"
"None","rwDDM v",0.661564546229085,0.37426588237153,0.850532222240549,"Pt9E1"
"None","rwDDM z",0.474642832903095,0.107108265956165,0.753623963307413,"Pt9E1"
