"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.593135825111123,0.43487628604164,0.737821234905969,"Ps4E2"
"Friend","ACC",0.622582361477414,0.451924870899311,0.767524681451681,"Ps4E2"
"Friend","d Prime",0.466476458057092,0.285448737521852,0.635117293864224,"Ps4E2"
"Friend","Efficiency",0.720902502970273,0.479212249556225,0.866461854529281,"Ps4E2"
"Friend","ezDDM v",0.5944928332485,0.438057777081802,0.731261741382977,"Ps4E2"
"Friend","ezDDM z",-0.0837569862533659,-0.299232589513476,0.158784486462111,"Ps4E2"
"Friend","rwDDM v",0.355721350249821,0.125649809975496,0.554800548685304,"Ps4E2"
"Friend","rwDDM z",0.0930870451388482,-0.20158633586524,0.390166820217341,"Ps4E2"
"Stranger","RT",0.593858701003193,0.442643402039301,0.732016847296707,"Ps4E2"
"Stranger","ACC",0.584574345702236,0.399196664683264,0.740450857147932,"Ps4E2"
"Stranger","d Prime",0.335579286793582,0.131202102866448,0.538314361368772,"Ps4E2"
"Stranger","Efficiency",0.735228086636796,0.561938975303527,0.860795601311257,"Ps4E2"
"Stranger","ezDDM v",0.567555975432687,0.405480726846637,0.71345206848198,"Ps4E2"
"Stranger","ezDDM z",0.0640885864619517,-0.1495065956959,0.30483441467372,"Ps4E2"
"Stranger","rwDDM v",0.179688089755503,-0.0438643592165941,0.403102189366296,"Ps4E2"
"Stranger","rwDDM z",0.0976833816478934,-0.1603566640145,0.363745577269437,"Ps4E2"
