"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.640786042230889,0.360964755510947,0.856886708879835,"Pn13E1"
"Friend","ACC",0.261294651982972,-0.129939980569002,0.661268279063598,"Pn13E1"
"Friend","d Prime",0.221654281194823,-0.181810307582575,0.638030364236597,"Pn13E1"
"Friend","Efficiency",0.584157622050745,0.257789751030554,0.842863748749526,"Pn13E1"
"Friend","ezDDM v",0.386636051631027,0.0390219202415671,0.721492279595984,"Pn13E1"
"Friend","ezDDM z",0.0378771268535405,-0.359147442502927,0.498179040870353,"Pn13E1"
"Friend","rwDDM v",0.212557331552794,-0.210156802038664,0.608401183480803,"Pn13E1"
"Friend","rwDDM z",0.0636914243965045,-0.427399512018572,0.550782081297814,"Pn13E1"
"Stranger","RT",0.653124281749867,0.381273064411663,0.86855963739128,"Pn13E1"
"Stranger","ACC",0.547404277008683,0.173149095623899,0.831430315876536,"Pn13E1"
"Stranger","d Prime",0.410310134173723,0.00835516489133455,0.763329680884181,"Pn13E1"
"Stranger","Efficiency",0.74861421759575,0.496255460501688,0.91391340471612,"Pn13E1"
"Stranger","ezDDM v",0.566215737525163,0.253104818260986,0.821395464543115,"Pn13E1"
"Stranger","ezDDM z",0.245575414998396,-0.147724111910272,0.644983185770993,"Pn13E1"
"Stranger","rwDDM v",0.280242183282139,-0.111932168769791,0.643989136611258,"Pn13E1"
"Stranger","rwDDM z",0.199230510206902,-0.279501377191299,0.645054508833026,"Pn13E1"
