"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Mother","RT",0.754601408158583,0.593187883918645,0.881422987068631,"Ps5E4"
"Mother","ACC",0.816297611987096,0.671248170284039,0.91799387306605,"Ps5E4"
"Mother","d Prime",0.53664439609684,0.277538294166631,0.765864240054629,"Ps5E4"
"Mother","Efficiency",0.882996773617016,0.760948928744433,0.953376521043458,"Ps5E4"
"Mother","ezDDM v",0.578133034407984,0.343371235458392,0.778190242821036,"Ps5E4"
"Mother","ezDDM z",0.448283131747309,0.191553583278654,0.69265450713044,"Ps5E4"
"Mother","rwDDM v",0.338335545057893,0.0522964961319409,0.620138057034987,"Ps5E4"
"Mother","rwDDM z",0.140603507934734,-0.198848747281424,0.490532653803804,"Ps5E4"
"Stranger","RT",0.670321871723048,0.472323239197795,0.82933632346332,"Ps5E4"
"Stranger","ACC",0.63205622350712,0.413697561734474,0.817336657091888,"Ps5E4"
"Stranger","d Prime",0.347891850395818,0.0453404074708996,0.629480008370901,"Ps5E4"
"Stranger","Efficiency",0.516582688862591,0.111312048640524,0.805495752662736,"Ps5E4"
"Stranger","ezDDM v",0.657612438579921,0.421794741363176,0.834063290084406,"Ps5E4"
"Stranger","ezDDM z",0.204441130336667,-0.0999384514791606,0.526069499859387,"Ps5E4"
"Stranger","rwDDM v",0.315519398168411,-0.0100092729203964,0.616184014334543,"Ps5E4"
"Stranger","rwDDM z",0.0556771626291609,-0.309949797194429,0.450704969249985,"Ps5E4"
