Subject,Age,Sex,Arouse.RESP,Valence.RESP,condition,respond3.ACC,respond3.RT,mood,Session
29,21,female,1,3,Self-shape_Mismatched,1,750,depression,S2
29,21,female,1,3,Self-shape_Matched,1,662,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,608,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,714,depression,S2
29,21,female,1,3,Self-shape_Matched,1,545,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,486,depression,S2
29,21,female,1,3,Familiar-shape_Matched,0,620,depression,S2
29,21,female,1,3,Self-shape_Matched,0,557,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,745,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,516,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,550,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,508,depression,S2
29,21,female,1,3,Self-shape_Matched,1,350,depression,S2
29,21,female,1,3,Familiar-shape_Matched,0,777,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,508,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,476,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,752,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,0,736,depression,S2
29,21,female,1,3,Self-shape_Matched,1,537,depression,S2
29,21,female,1,3,Familiar-shape_Matched,0,965,depression,S2
29,21,female,1,3,Stranger-shape_Matched,0,722,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,788,depression,S2
29,21,female,1,3,Self-shape_Matched,1,458,depression,S2
29,21,female,1,3,Self-shape_Mismatched,0,754,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,570,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,597,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,497,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,509,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,552,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,528,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,538,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,798,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,967,depression,S2
29,21,female,1,3,Self-shape_Matched,1,421,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,559,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,543,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,582,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,608,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,659,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,593,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,0,676,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,499,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,503,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,589,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,514,depression,S2
29,21,female,1,3,Stranger-shape_Matched,1,682,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,607,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,532,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,522,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,592,depression,S2
29,21,female,1,3,Self-shape_Matched,1,505,depression,S2
29,21,female,1,3,Self-shape_Matched,1,650,depression,S2
29,21,female,1,3,Stranger-shape_Mismatched,1,424,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,905,depression,S2
29,21,female,1,3,Familiar-shape_Matched,1,545,depression,S2
29,21,female,1,3,Familiar-shape_Mismatched,1,656,depression,S2
29,21,female,1,3,Self-shape_Mismatched,1,558,depression,S2
31,21,female,4,5,Self-shape_Matched,1,419,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,651,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,663,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,623,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,446,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,516,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,514,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,469,depression,S3
31,21,female,4,5,Familiar-shape_Matched,0,669,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,503,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,611,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,519,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,669,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,467,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,652,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,567,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,563,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,825,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,509,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,640,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,601,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,595,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,494,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,522,depression,S3
31,21,female,4,5,Self-shape_Matched,1,492,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,553,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,666,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,593,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,461,depression,S3
31,21,female,4,5,Self-shape_Matched,1,417,depression,S3
31,21,female,4,5,Stranger-shape_Matched,0,616,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,515,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,496,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,524,depression,S3
31,21,female,4,5,Self-shape_Matched,1,414,depression,S3
31,21,female,4,5,Self-shape_Mismatched,0,631,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,437,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,635,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,0,570,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,566,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,557,depression,S3
31,21,female,4,5,Self-shape_Matched,1,526,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,590,depression,S3
31,21,female,4,5,Self-shape_Mismatched,0,648,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,422,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,556,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,468,depression,S3
31,21,female,4,5,Self-shape_Matched,1,491,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,425,depression,S3
31,21,female,4,5,Self-shape_Matched,0,646,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,616,depression,S3
31,21,female,4,5,Self-shape_Matched,1,335,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,621,depression,S3
31,21,female,4,5,Self-shape_Matched,1,418,depression,S3
31,21,female,4,5,Self-shape_Matched,1,521,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,559,depression,S3
31,21,female,4,5,Self-shape_Matched,1,430,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,400,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,381,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,535,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,513,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,492,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,440,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,496,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,627,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,508,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,490,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,565,depression,S3
31,21,female,4,5,Self-shape_Matched,1,492,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,632,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,477,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,493,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,775,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,527,depression,S3
31,21,female,4,5,Self-shape_Matched,1,511,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,536,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,508,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,511,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,505,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,703,depression,S3
31,21,female,4,5,Self-shape_Matched,1,504,depression,S3
31,21,female,4,5,Self-shape_Matched,1,512,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,458,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,733,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,475,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,570,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,843,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,531,depression,S3
31,21,female,4,5,Familiar-shape_Matched,0,680,depression,S3
31,21,female,4,5,Stranger-shape_Matched,0,637,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,573,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,0,460,depression,S3
31,21,female,4,5,Self-shape_Matched,1,504,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,631,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,650,depression,S3
31,21,female,4,5,Stranger-shape_Matched,0,500,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,526,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,463,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,469,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,409,depression,S3
31,21,female,4,5,Self-shape_Matched,1,441,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,501,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,418,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,513,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,428,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,573,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,645,depression,S3
31,21,female,4,5,Self-shape_Matched,1,502,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,592,depression,S3
31,21,female,4,5,Self-shape_Mismatched,0,494,depression,S3
31,21,female,4,5,Self-shape_Matched,1,401,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,515,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,0,463,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,612,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,554,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,589,depression,S3
31,21,female,4,5,Self-shape_Matched,1,423,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,532,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,650,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,490,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,551,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,509,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,971,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,632,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,477,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,439,depression,S3
31,21,female,4,5,Self-shape_Matched,1,448,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,539,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,654,depression,S3
31,21,female,4,5,Stranger-shape_Mismatched,1,512,depression,S3
31,21,female,4,5,Self-shape_Matched,1,466,depression,S3
31,21,female,4,5,Stranger-shape_Matched,0,554,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,765,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,513,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,508,depression,S3
31,21,female,4,5,Stranger-shape_Matched,1,512,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,610,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,547,depression,S3
31,21,female,4,5,Self-shape_Matched,1,447,depression,S3
31,21,female,4,5,Self-shape_Matched,1,443,depression,S3
31,21,female,4,5,Familiar-shape_Matched,0,500,depression,S3
31,21,female,4,5,Familiar-shape_Matched,1,458,depression,S3
31,21,female,4,5,Self-shape_Mismatched,1,548,depression,S3
31,21,female,4,5,Familiar-shape_Mismatched,1,690,depression,S3
17,19,female,2,2,Stranger-shape_Mismatched,1,375,depression,S4
17,19,female,2,2,Self-shape_Matched,1,427,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,382,depression,S4
17,19,female,2,2,Self-shape_Matched,1,366,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,408,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,573,depression,S4
17,19,female,2,2,Self-shape_Matched,1,378,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,579,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,362,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,602,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,432,depression,S4
17,19,female,2,2,Self-shape_Matched,1,384,depression,S4
17,19,female,2,2,Self-shape_Matched,1,332,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,342,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,380,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,437,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,539,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,509,depression,S4
17,19,female,2,2,Stranger-shape_Matched,0,478,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,598,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,359,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,398,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,472,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,599,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,447,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,471,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,478,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,528,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,365,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,476,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,446,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,482,depression,S4
17,19,female,2,2,Self-shape_Matched,1,414,depression,S4
17,19,female,2,2,Self-shape_Mismatched,0,423,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,411,depression,S4
17,19,female,2,2,Self-shape_Matched,1,436,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,397,depression,S4
17,19,female,2,2,Self-shape_Matched,1,437,depression,S4
17,19,female,2,2,Self-shape_Matched,1,267,depression,S4
17,19,female,2,2,Stranger-shape_Matched,0,265,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,381,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,548,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,373,depression,S4
17,19,female,2,2,Self-shape_Mismatched,0,586,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,519,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,472,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,571,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,514,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,544,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,605,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,464,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,493,depression,S4
17,19,female,2,2,Self-shape_Mismatched,0,548,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,541,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,383,depression,S4
17,19,female,2,2,Self-shape_Matched,1,447,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,431,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,551,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,439,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,409,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,501,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,398,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,275,depression,S4
17,19,female,2,2,Self-shape_Matched,1,369,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,454,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,390,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,454,depression,S4
17,19,female,2,2,Self-shape_Matched,1,365,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,337,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,371,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,460,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,0,586,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,440,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,432,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,330,depression,S4
17,19,female,2,2,Self-shape_Matched,1,408,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,558,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,478,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,437,depression,S4
17,19,female,2,2,Self-shape_Matched,1,412,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,361,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,507,depression,S4
17,19,female,2,2,Self-shape_Matched,1,378,depression,S4
17,19,female,2,2,Self-shape_Matched,1,437,depression,S4
17,19,female,2,2,Self-shape_Matched,1,263,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,468,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,285,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,351,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,763,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,401,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,317,depression,S4
17,19,female,2,2,Self-shape_Matched,1,368,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,322,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,479,depression,S4
17,19,female,2,2,Self-shape_Matched,1,377,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,455,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,0,402,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,595,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,521,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,624,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,488,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,465,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,390,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,415,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,436,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,490,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,590,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,461,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,503,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,452,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,460,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,364,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,525,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,485,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,457,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,451,depression,S4
17,19,female,2,2,Self-shape_Matched,1,380,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,503,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,320,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,466,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,334,depression,S4
17,19,female,2,2,Self-shape_Matched,1,376,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,260,depression,S4
17,19,female,2,2,Self-shape_Mismatched,0,451,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,525,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,581,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,456,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,250,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,444,depression,S4
17,19,female,2,2,Self-shape_Matched,1,365,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,267,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,433,depression,S4
17,19,female,2,2,Self-shape_Matched,1,343,depression,S4
17,19,female,2,2,Familiar-shape_Matched,0,435,depression,S4
17,19,female,2,2,Stranger-shape_Matched,1,366,depression,S4
17,19,female,2,2,Self-shape_Matched,1,360,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,480,depression,S4
17,19,female,2,2,Self-shape_Mismatched,0,482,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,363,depression,S4
17,19,female,2,2,Familiar-shape_Matched,1,550,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,375,depression,S4
17,19,female,2,2,Stranger-shape_Mismatched,1,427,depression,S4
17,19,female,2,2,Self-shape_Mismatched,1,313,depression,S4
17,19,female,2,2,Familiar-shape_Mismatched,1,495,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,507,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,756,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,332,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,507,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,717,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,648,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,576,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,708,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,564,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,521,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,615,depression,S4
20,18,female,2,4,Self-shape_Matched,0,661,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,538,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,491,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,666,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,515,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,822,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,528,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,594,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,812,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,571,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,531,depression,S4
20,18,female,2,4,Stranger-shape_Matched,0,495,depression,S4
20,18,female,2,4,Self-shape_Matched,0,874,depression,S4
20,18,female,2,4,Self-shape_Mismatched,0,776,depression,S4
20,18,female,2,4,Self-shape_Matched,1,375,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,594,depression,S4
20,18,female,2,4,Self-shape_Matched,1,526,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,559,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,276,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,481,depression,S4
20,18,female,2,4,Self-shape_Matched,1,308,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,575,depression,S4
20,18,female,2,4,Self-shape_Matched,1,418,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,642,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,315,depression,S4
20,18,female,2,4,Self-shape_Matched,1,522,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,543,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,771,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,593,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,504,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,589,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,552,depression,S4
20,18,female,2,4,Self-shape_Matched,1,389,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,565,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,627,depression,S4
20,18,female,2,4,Self-shape_Matched,1,585,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,547,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,0,417,depression,S4
20,18,female,2,4,Self-shape_Matched,1,538,depression,S4
20,18,female,2,4,Self-shape_Matched,1,562,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,652,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,675,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,825,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,858,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,506,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,514,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,439,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,479,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,550,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,522,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,466,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,614,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,660,depression,S4
20,18,female,2,4,Self-shape_Matched,1,578,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,783,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,479,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,664,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,678,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,798,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,507,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,438,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,432,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,680,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,516,depression,S4
20,18,female,2,4,Self-shape_Matched,0,456,depression,S4
20,18,female,2,4,Stranger-shape_Mismatched,1,434,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,0,579,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,546,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,433,depression,S4
20,18,female,2,4,Familiar-shape_Mismatched,1,486,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,570,depression,S4
20,18,female,2,4,Self-shape_Mismatched,1,465,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,631,depression,S4
20,18,female,2,4,Stranger-shape_Matched,1,447,depression,S4
20,18,female,2,4,Familiar-shape_Matched,1,488,depression,S4
