Subject,Age,Handedness,condition1correct,condition1level,Sex,respond3.ACC,respond3.RT
11,19,right,Self-shape_Matched,No cue,female,1,559
11,19,right,Self-shape_Matched,Alter cue,female,1,552
11,19,right,Self-shape_Matched,No cue,female,1,515
11,19,right,Self-shape_Matched,No cue,female,1,470
11,19,right,Familiar-shape_Mismatched,No cue,female,1,560
11,19,right,Self-shape_Matched,No cue,female,1,477
11,19,right,Self-shape_Matched,Alter cue,female,1,512
11,19,right,Self-shape_Matched,Alter cue,female,1,377
11,19,right,Self-shape_Mismatched,Alter cue,female,1,480
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,553
11,19,right,Self-shape_Matched,No cue,female,1,506
11,19,right,Familiar-shape_Matched,Alter cue,female,1,678
11,19,right,Familiar-shape_Matched,No cue,female,1,540
11,19,right,Self-shape_Matched,Alter cue,female,1,468
11,19,right,Self-shape_Mismatched,No cue,female,1,609
11,19,right,Self-shape_Mismatched,Alter cue,female,1,691
11,19,right,Self-shape_Matched,Alter cue,female,1,408
11,19,right,Self-shape_Mismatched,No cue,female,1,628
11,19,right,Self-shape_Mismatched,No cue,female,1,603
11,19,right,Familiar-shape_Matched,Alter cue,female,1,712
11,19,right,Familiar-shape_Matched,Alter cue,female,0,575
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,610
11,19,right,Self-shape_Mismatched,Alter cue,female,1,616
11,19,right,Familiar-shape_Mismatched,No cue,female,1,717
11,19,right,Self-shape_Matched,No cue,female,1,549
11,19,right,Self-shape_Mismatched,Alter cue,female,1,566
11,19,right,Self-shape_Mismatched,No cue,female,1,646
11,19,right,Familiar-shape_Matched,No cue,female,1,630
11,19,right,Familiar-shape_Matched,Alter cue,female,1,789
11,19,right,Familiar-shape_Matched,No cue,female,1,519
11,19,right,Self-shape_Matched,No cue,female,1,500
11,19,right,Self-shape_Mismatched,Alter cue,female,1,589
11,19,right,Self-shape_Mismatched,Alter cue,female,1,714
11,19,right,Familiar-shape_Matched,No cue,female,1,542
11,19,right,Self-shape_Matched,No cue,female,1,405
11,19,right,Familiar-shape_Mismatched,No cue,female,1,637
11,19,right,Self-shape_Mismatched,No cue,female,1,562
11,19,right,Familiar-shape_Matched,Alter cue,female,1,607
11,19,right,Self-shape_Matched,No cue,female,1,413
11,19,right,Familiar-shape_Matched,Alter cue,female,1,717
11,19,right,Self-shape_Mismatched,No cue,female,1,517
11,19,right,Familiar-shape_Matched,Alter cue,female,1,592
11,19,right,Familiar-shape_Matched,Alter cue,female,1,400
11,19,right,Self-shape_Matched,No cue,female,1,422
11,19,right,Familiar-shape_Matched,No cue,female,1,452
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,484
11,19,right,Self-shape_Mismatched,Alter cue,female,1,625
11,19,right,Familiar-shape_Matched,No cue,female,1,518
11,19,right,Familiar-shape_Mismatched,No cue,female,1,601
11,19,right,Self-shape_Matched,No cue,female,1,570
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,534
11,19,right,Familiar-shape_Mismatched,No cue,female,1,613
11,19,right,Self-shape_Mismatched,Alter cue,female,0,517
11,19,right,Familiar-shape_Mismatched,No cue,female,1,683
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,599
11,19,right,Self-shape_Mismatched,No cue,female,1,755
11,19,right,Self-shape_Mismatched,Alter cue,female,1,571
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,474
11,19,right,Self-shape_Matched,Alter cue,female,0,900
11,19,right,Self-shape_Matched,Alter cue,female,1,538
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,486
11,19,right,Self-shape_Matched,Alter cue,female,1,443
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,508
11,19,right,Familiar-shape_Matched,No cue,female,1,479
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,470
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,643
11,19,right,Familiar-shape_Matched,No cue,female,1,550
11,19,right,Self-shape_Matched,Alter cue,female,1,451
11,19,right,Familiar-shape_Mismatched,No cue,female,1,505
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,490
11,19,right,Self-shape_Mismatched,Alter cue,female,1,917
11,19,right,Familiar-shape_Mismatched,No cue,female,1,648
11,19,right,Familiar-shape_Matched,Alter cue,female,1,626
11,19,right,Familiar-shape_Matched,Alter cue,female,0,520
11,19,right,Familiar-shape_Matched,Alter cue,female,1,680
11,19,right,Self-shape_Mismatched,No cue,female,1,523
11,19,right,Familiar-shape_Matched,No cue,female,1,580
11,19,right,Self-shape_Mismatched,Alter cue,female,1,499
11,19,right,Self-shape_Matched,Alter cue,female,1,380
11,19,right,Familiar-shape_Matched,No cue,female,1,736
11,19,right,Familiar-shape_Matched,Alter cue,female,1,421
11,19,right,Self-shape_Mismatched,No cue,female,1,604
11,19,right,Familiar-shape_Matched,No cue,female,1,501
11,19,right,Self-shape_Mismatched,Alter cue,female,1,524
11,19,right,Familiar-shape_Mismatched,No cue,female,1,669
11,19,right,Self-shape_Mismatched,Alter cue,female,1,626
11,19,right,Self-shape_Mismatched,Alter cue,female,1,503
11,19,right,Familiar-shape_Matched,No cue,female,1,427
11,19,right,Self-shape_Matched,Alter cue,female,1,522
11,19,right,Self-shape_Mismatched,No cue,female,1,515
11,19,right,Familiar-shape_Mismatched,Alter cue,female,1,664
11,19,right,Familiar-shape_Matched,Alter cue,female,1,595
14,19,right,Self-shape_Mismatched,Alter cue,male,0,719
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,681
14,19,right,Familiar-shape_Matched,Alter cue,male,1,485
14,19,right,Familiar-shape_Matched,Alter cue,male,1,619
14,19,right,Familiar-shape_Matched,No cue,male,0,515
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,587
14,19,right,Familiar-shape_Mismatched,No cue,male,1,676
14,19,right,Familiar-shape_Matched,No cue,male,1,637
14,19,right,Familiar-shape_Matched,Alter cue,male,1,536
14,19,right,Familiar-shape_Matched,No cue,male,1,605
14,19,right,Self-shape_Mismatched,Alter cue,male,1,441
14,19,right,Self-shape_Matched,Alter cue,male,1,439
14,19,right,Familiar-shape_Matched,No cue,male,1,420
14,19,right,Self-shape_Mismatched,Alter cue,male,1,711
14,19,right,Familiar-shape_Mismatched,No cue,male,0,448
14,19,right,Self-shape_Mismatched,Alter cue,male,0,873
14,19,right,Familiar-shape_Mismatched,No cue,male,1,835
14,19,right,Familiar-shape_Mismatched,No cue,male,1,563
14,19,right,Self-shape_Mismatched,Alter cue,male,0,523
14,19,right,Self-shape_Matched,Alter cue,male,1,433
14,19,right,Self-shape_Mismatched,Alter cue,male,1,590
14,19,right,Self-shape_Mismatched,No cue,male,1,638
14,19,right,Self-shape_Mismatched,Alter cue,male,1,689
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,587
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,498
14,19,right,Self-shape_Mismatched,No cue,male,0,576
14,19,right,Familiar-shape_Matched,No cue,male,1,863
14,19,right,Familiar-shape_Matched,No cue,male,1,380
14,19,right,Self-shape_Mismatched,No cue,male,1,676
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,529
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,438
14,19,right,Self-shape_Matched,No cue,male,0,375
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,489
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,518
14,19,right,Familiar-shape_Matched,No cue,male,1,600
14,19,right,Self-shape_Mismatched,Alter cue,male,1,579
14,19,right,Familiar-shape_Matched,No cue,male,1,611
14,19,right,Self-shape_Matched,No cue,male,1,344
14,19,right,Self-shape_Matched,Alter cue,male,1,316
14,19,right,Self-shape_Matched,Alter cue,male,1,456
14,19,right,Familiar-shape_Matched,No cue,male,0,308
14,19,right,Self-shape_Matched,Alter cue,male,1,522
14,19,right,Familiar-shape_Mismatched,No cue,male,1,447
14,19,right,Familiar-shape_Matched,Alter cue,male,1,577
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,558
14,19,right,Self-shape_Matched,No cue,male,1,526
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,698
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,524
14,19,right,Familiar-shape_Mismatched,No cue,male,1,823
14,19,right,Self-shape_Matched,Alter cue,male,1,464
14,19,right,Self-shape_Matched,No cue,male,1,472
14,19,right,Self-shape_Matched,No cue,male,1,372
14,19,right,Self-shape_Mismatched,Alter cue,male,1,388
14,19,right,Self-shape_Matched,No cue,male,1,310
14,19,right,Self-shape_Matched,No cue,male,1,398
14,19,right,Self-shape_Mismatched,No cue,male,1,376
14,19,right,Self-shape_Matched,Alter cue,male,1,356
14,19,right,Familiar-shape_Matched,Alter cue,male,1,603
14,19,right,Familiar-shape_Mismatched,No cue,male,1,423
14,19,right,Familiar-shape_Mismatched,No cue,male,1,483
14,19,right,Familiar-shape_Mismatched,No cue,male,1,499
14,19,right,Self-shape_Mismatched,No cue,male,0,725
14,19,right,Familiar-shape_Matched,Alter cue,male,1,607
14,19,right,Self-shape_Matched,No cue,male,1,374
14,19,right,Familiar-shape_Matched,Alter cue,male,1,667
14,19,right,Self-shape_Mismatched,Alter cue,male,1,474
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,544
14,19,right,Familiar-shape_Matched,No cue,male,1,542
14,19,right,Familiar-shape_Matched,No cue,male,1,564
14,19,right,Self-shape_Matched,No cue,male,1,533
14,19,right,Self-shape_Mismatched,Alter cue,male,1,364
14,19,right,Familiar-shape_Matched,No cue,male,1,698
14,19,right,Self-shape_Mismatched,Alter cue,male,1,409
14,19,right,Self-shape_Matched,No cue,male,1,402
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,533
14,19,right,Familiar-shape_Matched,No cue,male,1,526
14,19,right,Familiar-shape_Matched,No cue,male,0,317
14,19,right,Familiar-shape_Mismatched,No cue,male,1,613
14,19,right,Self-shape_Matched,No cue,male,1,425
14,19,right,Self-shape_Mismatched,No cue,male,1,428
14,19,right,Self-shape_Mismatched,No cue,male,1,556
14,19,right,Self-shape_Matched,No cue,male,1,386
14,19,right,Self-shape_Mismatched,No cue,male,1,823
14,19,right,Familiar-shape_Matched,Alter cue,male,1,609
14,19,right,Familiar-shape_Mismatched,No cue,male,1,469
14,19,right,Self-shape_Mismatched,Alter cue,male,1,478
14,19,right,Self-shape_Matched,Alter cue,male,1,436
14,19,right,Familiar-shape_Matched,No cue,male,1,610
14,19,right,Self-shape_Matched,No cue,male,1,480
14,19,right,Familiar-shape_Matched,Alter cue,male,1,490
14,19,right,Familiar-shape_Matched,Alter cue,male,0,372
14,19,right,Familiar-shape_Matched,Alter cue,male,1,562
14,19,right,Self-shape_Mismatched,No cue,male,1,399
14,19,right,Self-shape_Mismatched,No cue,male,1,639
14,19,right,Self-shape_Matched,No cue,male,1,484
14,19,right,Self-shape_Matched,Alter cue,male,1,307
14,19,right,Familiar-shape_Mismatched,No cue,male,1,493
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,651
14,19,right,Familiar-shape_Matched,Alter cue,male,1,652
14,19,right,Self-shape_Mismatched,Alter cue,male,1,635
14,19,right,Self-shape_Matched,Alter cue,male,1,409
14,19,right,Familiar-shape_Matched,Alter cue,male,1,561
14,19,right,Self-shape_Mismatched,No cue,male,1,467
14,19,right,Familiar-shape_Mismatched,No cue,male,1,456
14,19,right,Self-shape_Mismatched,Alter cue,male,1,429
14,19,right,Self-shape_Mismatched,Alter cue,male,1,523
14,19,right,Self-shape_Matched,No cue,male,1,431
14,19,right,Self-shape_Matched,Alter cue,male,1,358
14,19,right,Familiar-shape_Matched,Alter cue,male,0,375
14,19,right,Self-shape_Matched,No cue,male,1,413
14,19,right,Familiar-shape_Matched,Alter cue,male,1,559
14,19,right,Familiar-shape_Matched,No cue,male,1,548
14,19,right,Familiar-shape_Matched,Alter cue,male,1,405
14,19,right,Self-shape_Matched,Alter cue,male,1,412
14,19,right,Self-shape_Mismatched,No cue,male,1,432
14,19,right,Self-shape_Matched,Alter cue,male,1,456
14,19,right,Self-shape_Matched,Alter cue,male,1,377
14,19,right,Familiar-shape_Mismatched,No cue,male,1,419
14,19,right,Self-shape_Matched,Alter cue,male,1,454
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,467
14,19,right,Familiar-shape_Matched,No cue,male,1,575
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,561
14,19,right,Self-shape_Matched,Alter cue,male,1,390
14,19,right,Familiar-shape_Matched,Alter cue,male,1,552
14,19,right,Self-shape_Mismatched,Alter cue,male,1,399
14,19,right,Familiar-shape_Matched,Alter cue,male,1,407
14,19,right,Familiar-shape_Mismatched,No cue,male,1,595
14,19,right,Self-shape_Matched,No cue,male,1,372
14,19,right,Self-shape_Matched,Alter cue,male,1,415
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,452
14,19,right,Familiar-shape_Matched,No cue,male,1,447
14,19,right,Self-shape_Mismatched,No cue,male,1,769
14,19,right,Familiar-shape_Matched,Alter cue,male,1,874
14,19,right,Self-shape_Mismatched,Alter cue,male,1,350
14,19,right,Familiar-shape_Mismatched,No cue,male,1,506
14,19,right,Self-shape_Mismatched,Alter cue,male,0,597
14,19,right,Self-shape_Mismatched,No cue,male,1,524
14,19,right,Familiar-shape_Mismatched,No cue,male,1,705
14,19,right,Familiar-shape_Matched,Alter cue,male,1,755
14,19,right,Familiar-shape_Matched,No cue,male,1,566
14,19,right,Self-shape_Mismatched,No cue,male,1,543
14,19,right,Self-shape_Matched,Alter cue,male,1,466
14,19,right,Self-shape_Matched,No cue,male,1,347
14,19,right,Familiar-shape_Mismatched,No cue,male,1,431
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,705
14,19,right,Familiar-shape_Matched,No cue,male,1,610
14,19,right,Familiar-shape_Matched,Alter cue,male,1,487
14,19,right,Self-shape_Matched,No cue,male,1,422
14,19,right,Familiar-shape_Mismatched,No cue,male,1,506
14,19,right,Self-shape_Matched,No cue,male,1,390
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,496
14,19,right,Familiar-shape_Mismatched,No cue,male,1,633
14,19,right,Self-shape_Mismatched,No cue,male,1,730
14,19,right,Familiar-shape_Mismatched,No cue,male,1,448
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,663
14,19,right,Self-shape_Mismatched,No cue,male,1,804
14,19,right,Self-shape_Mismatched,Alter cue,male,1,665
14,19,right,Self-shape_Matched,Alter cue,male,1,657
14,19,right,Familiar-shape_Mismatched,No cue,male,1,829
14,19,right,Self-shape_Mismatched,Alter cue,male,1,904
14,19,right,Self-shape_Mismatched,No cue,male,1,584
14,19,right,Self-shape_Mismatched,No cue,male,1,473
14,19,right,Self-shape_Mismatched,Alter cue,male,1,472
14,19,right,Familiar-shape_Mismatched,No cue,male,1,630
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,914
14,19,right,Self-shape_Mismatched,No cue,male,1,660
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,555
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,615
14,19,right,Self-shape_Matched,Alter cue,male,0,575
14,19,right,Self-shape_Matched,Alter cue,male,1,427
14,19,right,Self-shape_Matched,Alter cue,male,1,345
14,19,right,Self-shape_Matched,No cue,male,1,461
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,342
14,19,right,Self-shape_Matched,No cue,male,1,437
14,19,right,Familiar-shape_Matched,No cue,male,0,407
14,19,right,Self-shape_Mismatched,No cue,male,1,541
14,19,right,Self-shape_Mismatched,No cue,male,1,430
14,19,right,Self-shape_Mismatched,No cue,male,1,514
14,19,right,Familiar-shape_Matched,No cue,male,1,564
14,19,right,Familiar-shape_Mismatched,Alter cue,male,1,611
14,19,right,Self-shape_Mismatched,Alter cue,male,0,554
14,19,right,Familiar-shape_Matched,No cue,male,0,565
14,19,right,Self-shape_Matched,Alter cue,male,1,452
14,19,right,Familiar-shape_Matched,No cue,male,1,672
14,19,right,Familiar-shape_Matched,No cue,male,1,490
14,19,right,Self-shape_Mismatched,No cue,male,1,436
14,19,right,Familiar-shape_Matched,Alter cue,male,1,514
14,19,right,Self-shape_Mismatched,Alter cue,male,1,628
14,19,right,Self-shape_Mismatched,No cue,male,1,641
14,19,right,Self-shape_Matched,No cue,male,1,481
14,19,right,Familiar-shape_Mismatched,No cue,male,1,735
14,19,right,Self-shape_Matched,Alter cue,male,1,489
14,19,right,Familiar-shape_Matched,Alter cue,male,0,391
14,19,right,Familiar-shape_Matched,Alter cue,male,1,613
14,19,right,Familiar-shape_Mismatched,No cue,male,1,522
14,19,right,Self-shape_Mismatched,Alter cue,male,1,635
14,19,right,Self-shape_Matched,Alter cue,male,1,461
14,19,right,Self-shape_Matched,No cue,male,1,467
14,19,right,Self-shape_Matched,No cue,male,1,359
13,20,right,Self-shape_Mismatched,Alter cue,female,1,762
13,20,right,Self-shape_Mismatched,Alter cue,female,1,602
13,20,right,Self-shape_Matched,Alter cue,female,1,329
13,20,right,Familiar-shape_Matched,Alter cue,female,1,524
13,20,right,Self-shape_Mismatched,Alter cue,female,1,555
13,20,right,Self-shape_Mismatched,Alter cue,female,1,424
13,20,right,Self-shape_Mismatched,No cue,female,1,480
13,20,right,Self-shape_Mismatched,No cue,female,1,411
13,20,right,Familiar-shape_Mismatched,No cue,female,1,559
13,20,right,Self-shape_Matched,No cue,female,1,567
13,20,right,Self-shape_Mismatched,Alter cue,female,1,690
13,20,right,Familiar-shape_Mismatched,No cue,female,1,637
13,20,right,Familiar-shape_Mismatched,Alter cue,female,1,697
13,20,right,Self-shape_Matched,No cue,female,1,711
13,20,right,Self-shape_Mismatched,No cue,female,1,789
13,20,right,Self-shape_Mismatched,Alter cue,female,1,502
13,20,right,Familiar-shape_Matched,No cue,female,1,530
13,20,right,Familiar-shape_Matched,Alter cue,female,1,790
13,20,right,Self-shape_Mismatched,No cue,female,1,686
13,20,right,Self-shape_Matched,No cue,female,1,457
13,20,right,Self-shape_Matched,Alter cue,female,0,474
13,20,right,Self-shape_Mismatched,No cue,female,1,922
13,20,right,Self-shape_Mismatched,Alter cue,female,1,783
13,20,right,Self-shape_Matched,Alter cue,female,1,272
13,20,right,Familiar-shape_Mismatched,No cue,female,1,651
13,20,right,Familiar-shape_Mismatched,No cue,female,1,686
13,20,right,Familiar-shape_Matched,Alter cue,female,0,908
13,20,right,Familiar-shape_Mismatched,Alter cue,female,1,559
13,20,right,Familiar-shape_Mismatched,Alter cue,female,1,554
13,20,right,Familiar-shape_Mismatched,No cue,female,1,591
13,20,right,Self-shape_Matched,Alter cue,female,1,532
13,20,right,Self-shape_Matched,No cue,female,1,543
13,20,right,Familiar-shape_Matched,No cue,female,1,641
13,20,right,Familiar-shape_Mismatched,Alter cue,female,1,524
13,20,right,Self-shape_Mismatched,No cue,female,1,585
13,20,right,Familiar-shape_Matched,Alter cue,female,1,585
13,20,right,Self-shape_Matched,No cue,female,1,556
13,20,right,Self-shape_Mismatched,No cue,female,1,684
13,20,right,Self-shape_Matched,No cue,female,1,456
13,20,right,Familiar-shape_Mismatched,Alter cue,female,1,660
13,20,right,Familiar-shape_Matched,No cue,female,1,514
13,20,right,Self-shape_Matched,No cue,female,1,423
13,20,right,Self-shape_Matched,Alter cue,female,1,522
13,20,right,Self-shape_Mismatched,Alter cue,female,1,571
13,20,right,Self-shape_Mismatched,Alter cue,female,1,501
13,20,right,Familiar-shape_Matched,No cue,female,1,513
13,20,right,Familiar-shape_Matched,No cue,female,0,516
13,20,right,Familiar-shape_Matched,No cue,female,1,788
13,20,right,Familiar-shape_Matched,No cue,female,1,449
