Participant #,Trial Type,Expectancy,Shape Association,Target Accuracy,Response Time
3,Nonmatching,Self,Friend,1,486
3,Nonmatching,Self,Self,0,568
3,Matching,Self,Friend,0,560
3,Matching,Self,Friend,1,624
3,Nonmatching,Self,Self,1,683
3,Matching,Self,Self,1,560
3,Nonmatching,Self,Self,0,432
3,Nonmatching,Self,Self,1,962
3,Nonmatching,Self,Self,1,861
3,Nonmatching,Self,Self,1,390
3,Matching,Self,Self,1,600
3,Nonmatching,Self,Self,1,529
3,Matching,Self,Self,1,457
3,Matching,Self,Self,1,636
3,Matching,Self,Friend,0,381
3,Matching,Self,Friend,1,755
3,Matching,Self,Friend,1,370
3,Nonmatching,Self,Self,1,462
3,Nonmatching,Self,Self,1,488
3,Nonmatching,Self,Friend,0,376
3,Matching,Self,Self,1,1037
3,Nonmatching,Self,Self,1,684
3,Matching,Self,Friend,1,634
3,Nonmatching,Self,Self,1,711
3,Matching,Self,Self,1,611
3,Nonmatching,Self,Friend,0,738
3,Matching,Self,Self,0,664
3,Nonmatching,Self,Friend,1,834
3,Nonmatching,Self,Self,1,723
3,Nonmatching,Self,Self,1,457
3,Matching,Self,Self,1,493
3,Nonmatching,Self,Self,1,441
3,Nonmatching,Self,Self,1,459
3,Nonmatching,Self,Self,1,686
3,Nonmatching,Self,Friend,0,525
3,Nonmatching,Self,Friend,1,588
3,Matching,Self,Self,1,506
3,Matching,Self,Self,1,448
3,Matching,Self,Self,1,485
3,Nonmatching,Self,Self,1,439
3,Nonmatching,Self,Self,1,495
3,Matching,Self,Self,1,687
3,Matching,Self,Self,1,427
3,Matching,Self,Friend,0,432
3,Nonmatching,Self,Self,1,900
3,Nonmatching,Self,Self,1,427
3,Matching,Self,Self,1,568
3,Nonmatching,Self,Friend,1,570
3,Matching,Self,Self,1,298
3,Nonmatching,Self,Self,1,690
3,Matching,Self,Self,1,509
3,Nonmatching,Self,Friend,1,532
3,Matching,Self,Self,1,641
3,Matching,Self,Self,1,448
3,Nonmatching,Self,Self,1,482
3,Nonmatching,Self,Self,1,448
3,Nonmatching,Self,Self,1,387
3,Nonmatching,Self,Self,1,424
3,Nonmatching,Self,Friend,0,407
3,Matching,Self,Friend,0,571
3,Matching,Self,Self,1,816
3,Nonmatching,Self,Self,1,881
3,Matching,Self,Self,1,527
3,Nonmatching,Self,Friend,0,497
3,Matching,Self,Self,1,753
3,Matching,Self,Self,1,790
3,Matching,Self,Self,1,519
3,Matching,Self,Self,1,394
3,Nonmatching,Self,Self,1,606
3,Matching,Self,Self,1,525
3,Matching,Self,Friend,0,670
3,Nonmatching,Self,Self,1,668
3,Nonmatching,Self,Self,1,388
3,Matching,Self,Self,1,586
3,Matching,Self,Friend,1,448
3,Matching,Self,Self,1,436
3,Nonmatching,Self,Self,0,518
3,Nonmatching,Self,Self,1,479
3,Nonmatching,Self,Self,1,284
3,Matching,Self,Friend,1,495
3,Nonmatching,Self,Self,1,628
3,Nonmatching,Self,Self,1,509
3,Nonmatching,Self,Self,1,528
3,Nonmatching,Self,Self,1,432
3,Matching,Self,Self,1,550
3,Matching,Self,Self,1,470
3,Matching,Self,Self,1,390
3,Matching,Self,Self,1,448
3,Matching,Self,Self,1,435
3,Nonmatching,Self,Self,1,622
3,Matching,Self,Friend,0,793
3,Nonmatching,Self,Friend,0,568
3,Matching,Self,Self,1,687
3,Nonmatching,Self,Self,1,495
3,Nonmatching,Self,Self,1,507
3,Nonmatching,Self,Friend,0,531
3,Nonmatching,Self,Self,1,471
3,Nonmatching,Self,Self,1,379
3,Nonmatching,Self,Friend,1,648
3,Nonmatching,Self,Self,1,606
3,Nonmatching,Self,Self,1,394
3,Nonmatching,Self,Friend,0,596
3,Nonmatching,Self,Friend,1,389
3,Matching,Self,Friend,0,530
3,Nonmatching,Self,Self,1,810
3,Matching,Self,Self,1,743
3,Nonmatching,Self,Self,1,506
3,Matching,Self,Self,1,639
3,Nonmatching,Self,Self,1,582
3,Matching,Self,Self,1,500
3,Nonmatching,Self,Self,1,638
3,Nonmatching,Self,Self,1,598
3,Matching,Self,Self,1,521
3,Matching,Self,Self,1,481
3,Matching,Self,Self,1,455
3,Nonmatching,Self,Self,1,469
3,Matching,Self,Self,0,389
3,Matching,Self,Friend,0,632
3,Nonmatching,Self,Friend,0,563
3,Matching,Self,Self,1,780
3,Nonmatching,Self,Self,1,502
3,Matching,Self,Self,1,570
3,Nonmatching,Self,Self,1,524
3,Matching,Self,Self,1,392
3,Matching,Self,Friend,0,434
3,Nonmatching,Self,Self,1,598
3,Nonmatching,Self,Self,1,489
3,Matching,Self,Friend,1,529
3,Matching,Self,Self,1,497
3,Matching,Self,Self,1,449
3,Matching,Self,Self,1,470
3,Nonmatching,Self,Self,1,524
3,Matching,Self,Self,1,587
3,Matching,Self,Self,1,660
3,Nonmatching,Self,Friend,1,470
3,Nonmatching,Self,Friend,1,504
3,Nonmatching,Self,Self,0,520
3,Matching,Self,Friend,1,575
3,Nonmatching,Self,Self,1,656
3,Matching,Self,Friend,0,645
3,Nonmatching,Self,Self,1,488
3,Matching,Self,Self,1,649
3,Matching,Self,Self,1,932
3,Nonmatching,Self,Self,1,630
3,Nonmatching,Self,Self,1,425
3,Matching,Self,Self,1,540
3,Nonmatching,Self,Self,1,555
13,Matching,Friend,Self,1,268
13,Nonmatching,Friend,Friend,0,353
13,Matching,Friend,Friend,0,285
13,Matching,Friend,Friend,1,434
13,Nonmatching,Friend,Friend,1,262
13,Nonmatching,Friend,Friend,0,419
13,Nonmatching,Friend,Friend,0,248
13,Nonmatching,Friend,Self,0,475
13,Nonmatching,Friend,Friend,1,234
13,Nonmatching,Friend,Friend,0,214
13,Matching,Friend,Friend,0,234
13,Nonmatching,Friend,Self,1,230
13,Nonmatching,Friend,Friend,0,262
13,Nonmatching,Friend,Friend,0,413
13,Matching,Friend,Friend,1,318
13,Matching,Friend,Self,1,556
13,Matching,Friend,Friend,1,335
13,Nonmatching,Friend,Self,1,268
13,Matching,Friend,Friend,1,255
13,Matching,Friend,Friend,0,611
13,Nonmatching,Friend,Friend,0,397
13,Matching,Friend,Friend,0,445
13,Matching,Friend,Friend,1,220
13,Matching,Friend,Friend,0,266
13,Matching,Friend,Friend,1,324
13,Matching,Friend,Friend,0,214
13,Matching,Friend,Friend,1,229
13,Nonmatching,Friend,Friend,1,407
13,Matching,Friend,Friend,1,281
13,Matching,Friend,Friend,0,251
13,Nonmatching,Friend,Friend,1,262
13,Nonmatching,Friend,Friend,1,360
13,Matching,Friend,Self,0,267
13,Nonmatching,Friend,Friend,0,345
13,Nonmatching,Friend,Friend,1,242
13,Nonmatching,Friend,Friend,1,209
13,Nonmatching,Friend,Self,1,281
13,Nonmatching,Friend,Self,1,272
13,Nonmatching,Friend,Friend,1,343
13,Nonmatching,Friend,Friend,0,266
13,Nonmatching,Friend,Friend,0,204
13,Nonmatching,Friend,Friend,1,458
13,Matching,Friend,Self,1,311
13,Nonmatching,Friend,Friend,0,466
13,Nonmatching,Friend,Friend,1,238
13,Nonmatching,Friend,Friend,0,264
13,Matching,Friend,Friend,0,258
13,Matching,Friend,Friend,1,228
13,Matching,Friend,Friend,0,210
13,Matching,Friend,Friend,0,247
13,Matching,Friend,Friend,0,271
13,Matching,Friend,Self,0,220
13,Matching,Friend,Self,0,310
13,Matching,Friend,Friend,0,292
13,Nonmatching,Friend,Self,1,390
13,Matching,Friend,Friend,1,282
13,Matching,Friend,Friend,0,245
13,Matching,Friend,Friend,0,210
13,Nonmatching,Friend,Friend,0,240
13,Matching,Friend,Friend,1,264
13,Matching,Friend,Friend,1,260
13,Matching,Friend,Friend,1,216
13,Matching,Friend,Friend,1,363
13,Matching,Friend,Friend,1,292
13,Nonmatching,Friend,Self,0,417
13,Matching,Friend,Self,1,362
13,Matching,Friend,Self,1,366
13,Matching,Friend,Friend,1,244
13,Nonmatching,Friend,Friend,1,319
13,Nonmatching,Friend,Friend,0,345
13,Nonmatching,Friend,Friend,0,302
13,Matching,Friend,Friend,0,335
13,Nonmatching,Friend,Self,0,294
13,Nonmatching,Friend,Friend,0,434
13,Nonmatching,Friend,Friend,0,412
13,Matching,Friend,Friend,1,219
13,Matching,Friend,Self,0,571
13,Nonmatching,Friend,Friend,0,299
13,Nonmatching,Friend,Friend,0,251
13,Nonmatching,Friend,Self,1,272
13,Nonmatching,Friend,Self,0,220
13,Nonmatching,Friend,Friend,0,273
13,Nonmatching,Friend,Self,0,307
13,Nonmatching,Friend,Friend,1,247
13,Nonmatching,Friend,Friend,1,315
13,Nonmatching,Friend,Friend,1,259
13,Nonmatching,Friend,Self,0,412
13,Nonmatching,Friend,Friend,0,240
13,Nonmatching,Friend,Friend,1,265
13,Nonmatching,Friend,Friend,1,208
13,Nonmatching,Friend,Self,1,237
13,Nonmatching,Friend,Friend,0,647
13,Nonmatching,Friend,Self,0,530
13,Matching,Friend,Self,0,201
13,Nonmatching,Friend,Self,1,314
13,Nonmatching,Friend,Friend,1,237
13,Matching,Friend,Friend,0,289
13,Matching,Friend,Friend,0,451
13,Nonmatching,Friend,Self,0,342
13,Matching,Friend,Friend,0,305
13,Matching,Friend,Friend,0,251
13,Nonmatching,Friend,Friend,1,356
13,Nonmatching,Friend,Friend,1,250
13,Nonmatching,Friend,Self,0,236
13,Nonmatching,Friend,Friend,0,287
13,Matching,Friend,Friend,0,245
13,Nonmatching,Friend,Friend,1,402
13,Matching,Friend,Self,0,382
13,Nonmatching,Friend,Friend,1,641
13,Matching,Friend,Friend,1,401
13,Nonmatching,Friend,Friend,1,261
13,Matching,Friend,Friend,0,403
13,Nonmatching,Friend,Self,1,200
13,Nonmatching,Friend,Friend,0,270
13,Nonmatching,Friend,Self,0,294
13,Nonmatching,Friend,Friend,0,270
13,Nonmatching,Friend,Friend,0,663
13,Matching,Friend,Self,1,297
13,Nonmatching,Friend,Friend,1,447
13,Matching,Friend,Friend,0,407
13,Matching,Friend,Friend,0,256
13,Nonmatching,Friend,Friend,1,222
13,Matching,Friend,Self,1,240
13,Nonmatching,Friend,Self,0,292
13,Matching,Friend,Friend,0,305
13,Nonmatching,Friend,Friend,1,346
13,Matching,Friend,Friend,1,354
13,Matching,Friend,Friend,1,550
13,Matching,Friend,Friend,0,201
13,Nonmatching,Friend,Self,1,974
13,Nonmatching,Friend,Friend,0,357
13,Matching,Friend,Self,0,203
13,Matching,Friend,Friend,1,232
13,Nonmatching,Friend,Self,1,294
13,Matching,Friend,Friend,0,402
13,Nonmatching,Friend,Friend,1,393
13,Nonmatching,Friend,Friend,1,675
13,Nonmatching,Friend,Friend,1,481
13,Nonmatching,Friend,Friend,1,358
13,Matching,Friend,Self,0,479
13,Matching,Friend,Self,1,534
13,Matching,Friend,Friend,0,646
13,Matching,Friend,Friend,1,510
13,Matching,Friend,Friend,1,296
13,Nonmatching,Friend,Friend,1,288
13,Matching,Friend,Friend,1,310
13,Matching,Friend,Friend,0,335
13,Matching,Friend,Self,0,317
13,Nonmatching,Friend,Friend,0,348
13,Matching,Friend,Friend,0,610
13,Matching,Friend,Friend,0,702
13,Nonmatching,Friend,Friend,1,257
13,Matching,Friend,Self,1,292
13,Nonmatching,Friend,Friend,0,350
13,Nonmatching,Friend,Friend,1,1085
13,Nonmatching,Friend,Friend,1,921
13,Matching,Friend,Self,1,388
13,Matching,Friend,Friend,1,450
13,Matching,Friend,Friend,1,588
13,Nonmatching,Friend,Friend,1,208
13,Matching,Friend,Friend,0,305
13,Matching,Friend,Friend,0,421
13,Matching,Friend,Friend,0,305
13,Nonmatching,Friend,Friend,0,483
13,Matching,Friend,Friend,1,474
13,Matching,Friend,Self,1,383
13,Matching,Friend,Friend,0,266
13,Matching,Friend,Self,0,305
13,Nonmatching,Self,Self,1,1080
13,Matching,Self,Self,1,827
13,Nonmatching,Self,Self,1,779
13,Nonmatching,Self,Self,1,726
13,Matching,Self,Self,1,642
13,Nonmatching,Self,Friend,1,1036
13,Nonmatching,Self,Friend,1,748
13,Matching,Self,Self,1,760
13,Matching,Self,Friend,0,787
13,Matching,Self,Self,1,699
13,Nonmatching,Self,Self,1,947
13,Matching,Self,Self,1,658
13,Nonmatching,Self,Self,1,772
13,Matching,Self,Self,1,379
13,Nonmatching,Self,Self,1,943
13,Nonmatching,Self,Friend,0,448
13,Matching,Self,Self,0,607
13,Matching,Self,Self,0,369
13,Matching,Self,Self,1,663
13,Nonmatching,Self,Self,1,414
13,Nonmatching,Self,Self,1,215
13,Matching,Self,Self,1,601
13,Nonmatching,Self,Self,0,298
13,Nonmatching,Self,Self,0,325
13,Nonmatching,Self,Self,1,266
13,Matching,Self,Self,1,548
13,Nonmatching,Self,Self,1,646
13,Matching,Self,Friend,1,397
13,Nonmatching,Self,Self,1,601
13,Matching,Self,Self,1,568
13,Matching,Self,Self,1,771
13,Nonmatching,Self,Self,1,1078
13,Matching,Self,Self,1,732
13,Matching,Self,Self,1,657
13,Nonmatching,Self,Self,1,758
13,Nonmatching,Self,Self,1,881
13,Matching,Self,Self,1,583
13,Nonmatching,Self,Friend,1,504
13,Matching,Self,Friend,1,366
13,Nonmatching,Self,Self,1,685
13,Nonmatching,Self,Self,0,754
13,Nonmatching,Self,Self,0,474
13,Nonmatching,Self,Friend,0,558
13,Nonmatching,Self,Self,1,317
13,Nonmatching,Self,Self,1,230
13,Matching,Self,Friend,1,247
13,Matching,Self,Self,1,680
13,Nonmatching,Self,Self,1,854
13,Matching,Self,Self,1,708
13,Nonmatching,Self,Friend,1,551
13,Matching,Self,Self,0,291
13,Nonmatching,Self,Self,1,399
13,Nonmatching,Self,Self,0,341
13,Matching,Self,Friend,1,252
13,Matching,Self,Friend,0,365
13,Matching,Self,Self,0,264
13,Matching,Self,Self,0,322
13,Nonmatching,Self,Friend,1,355
13,Nonmatching,Self,Self,1,448
13,Nonmatching,Self,Self,0,369
13,Nonmatching,Self,Friend,0,453
13,Matching,Self,Self,1,723
13,Matching,Self,Self,0,331
13,Matching,Self,Friend,1,235
13,Matching,Self,Friend,0,264
13,Nonmatching,Self,Self,1,324
13,Matching,Self,Friend,0,214
13,Matching,Self,Self,1,544
13,Matching,Self,Self,1,319
13,Matching,Self,Self,0,338
13,Matching,Self,Self,0,342
13,Nonmatching,Self,Self,0,290
13,Nonmatching,Self,Self,0,255
13,Matching,Self,Self,0,595
13,Nonmatching,Self,Self,1,347
13,Nonmatching,Self,Self,1,363
13,Matching,Self,Self,1,737
13,Nonmatching,Self,Friend,1,236
13,Nonmatching,Self,Self,0,396
13,Matching,Self,Self,1,511
13,Matching,Self,Self,1,489
13,Nonmatching,Self,Self,1,546
13,Matching,Self,Self,1,974
13,Nonmatching,Self,Friend,0,421
13,Nonmatching,Self,Self,1,1055
13,Nonmatching,Self,Self,1,521
13,Nonmatching,Self,Friend,0,314
13,Nonmatching,Self,Self,0,377
13,Matching,Self,Self,0,646
13,Nonmatching,Self,Self,0,525
13,Nonmatching,Self,Self,1,383
13,Matching,Self,Self,0,269
13,Matching,Self,Self,1,408
13,Matching,Self,Self,0,449
13,Matching,Self,Self,0,265
13,Nonmatching,Self,Self,1,272
13,Matching,Self,Friend,1,378
13,Nonmatching,Self,Self,0,442
13,Nonmatching,Self,Self,1,345
13,Nonmatching,Self,Self,0,1078
13,Matching,Self,Self,1,377
13,Nonmatching,Self,Self,1,293
13,Nonmatching,Self,Friend,1,506
13,Nonmatching,Self,Self,0,305
13,Nonmatching,Self,Self,1,264
13,Nonmatching,Self,Self,1,422
13,Nonmatching,Self,Friend,1,251
13,Nonmatching,Self,Self,1,211
13,Matching,Self,Friend,1,283
13,Matching,Self,Self,1,317
13,Nonmatching,Self,Friend,1,316
13,Matching,Self,Self,0,241
13,Matching,Self,Friend,0,270
13,Matching,Self,Friend,1,324
13,Matching,Self,Self,0,267
13,Matching,Self,Self,1,314
13,Matching,Self,Friend,1,305
13,Matching,Self,Self,1,230
13,Matching,Self,Friend,1,376
13,Matching,Self,Self,1,313
13,Nonmatching,Self,Friend,0,390
13,Matching,Self,Self,1,261
13,Matching,Self,Friend,1,342
13,Nonmatching,Self,Friend,0,234
13,Nonmatching,Self,Self,0,342
13,Matching,Self,Self,1,313
13,Matching,Self,Self,1,263
13,Matching,Self,Self,1,350
13,Matching,Self,Self,1,314
13,Matching,Self,Self,1,383
13,Nonmatching,Self,Self,0,276
13,Nonmatching,Self,Friend,0,201
13,Nonmatching,Self,Self,0,259
13,Matching,Self,Self,1,240
13,Nonmatching,Self,Self,0,243
13,Nonmatching,Self,Self,0,1027
13,Nonmatching,Self,Self,0,325
13,Matching,Self,Self,0,307
13,Matching,Self,Friend,0,339
13,Matching,Self,Friend,1,290
13,Matching,Self,Self,1,388
13,Matching,Self,Self,0,267
13,Nonmatching,Self,Friend,1,340
13,Matching,Self,Self,0,330
13,Nonmatching,Self,Self,0,299
13,Matching,Self,Self,1,260
13,Matching,Self,Self,1,252
13,Matching,Self,Friend,1,291
13,Matching,Self,Friend,1,252
13,Nonmatching,Self,Self,0,266
13,Nonmatching,Self,Friend,0,284
13,Matching,Self,Self,1,212
13,Nonmatching,Self,Friend,0,307
13,Matching,Self,Friend,1,239
13,Matching,Self,Self,0,210
13,Matching,Self,Self,0,271
13,Matching,Self,Self,1,275
13,Matching,Self,Friend,1,208
13,Nonmatching,Self,Self,0,252
13,Nonmatching,Self,Self,0,378
13,Nonmatching,Self,Self,1,269
13,Nonmatching,Self,Friend,1,217
13,Nonmatching,Self,Self,1,231
13,Nonmatching,Self,Friend,0,216
2,Nonmatching,Friend,Friend,1,797
2,Nonmatching,Friend,Friend,1,583
2,Nonmatching,Friend,Friend,1,443
2,Nonmatching,Friend,Friend,1,368
2,Matching,Friend,Friend,1,718
2,Matching,Friend,Friend,1,389
2,Matching,Friend,Friend,1,398
2,Nonmatching,Friend,Friend,1,554
2,Nonmatching,Friend,Friend,1,360
2,Matching,Friend,Friend,0,450
2,Matching,Friend,Friend,1,565
2,Nonmatching,Friend,Friend,1,610
2,Nonmatching,Friend,Friend,1,583
2,Nonmatching,Friend,Friend,1,441
2,Nonmatching,Friend,Friend,1,539
2,Matching,Friend,Friend,1,631
2,Matching,Friend,Friend,1,388
2,Nonmatching,Friend,Self,1,503
2,Nonmatching,Friend,Friend,1,894
2,Nonmatching,Friend,Self,1,410
2,Matching,Friend,Friend,0,737
2,Matching,Friend,Self,1,743
2,Matching,Friend,Friend,1,807
2,Nonmatching,Friend,Friend,1,825
2,Nonmatching,Friend,Friend,1,1031
2,Matching,Friend,Self,1,476
2,Matching,Friend,Friend,1,882
2,Matching,Friend,Friend,1,638
2,Matching,Friend,Friend,1,394
2,Nonmatching,Friend,Friend,1,577
2,Matching,Friend,Friend,1,972
2,Nonmatching,Friend,Friend,1,567
2,Nonmatching,Friend,Friend,0,650
2,Matching,Friend,Friend,1,668
2,Nonmatching,Friend,Friend,1,570
2,Nonmatching,Friend,Friend,1,476
2,Nonmatching,Friend,Friend,1,460
2,Matching,Friend,Friend,0,698
2,Nonmatching,Friend,Friend,1,925
2,Nonmatching,Friend,Friend,1,497
2,Nonmatching,Friend,Self,0,524
2,Nonmatching,Friend,Self,1,1022
2,Nonmatching,Friend,Friend,0,533
2,Nonmatching,Friend,Friend,1,914
2,Matching,Friend,Self,1,625
2,Matching,Friend,Friend,1,591
2,Nonmatching,Friend,Self,1,629
2,Nonmatching,Friend,Self,1,930
2,Nonmatching,Friend,Friend,0,561
2,Nonmatching,Friend,Friend,1,993
2,Matching,Friend,Self,1,929
2,Matching,Friend,Friend,1,621
2,Matching,Friend,Friend,1,495
2,Nonmatching,Friend,Friend,0,675
2,Nonmatching,Friend,Self,0,853
2,Matching,Friend,Friend,1,842
2,Nonmatching,Friend,Friend,1,679
2,Matching,Friend,Self,1,631
2,Matching,Friend,Friend,1,686
2,Matching,Friend,Friend,1,672
2,Matching,Friend,Friend,1,915
2,Nonmatching,Friend,Friend,1,497
2,Nonmatching,Friend,Friend,1,378
2,Nonmatching,Friend,Self,1,791
2,Matching,Friend,Friend,1,483
2,Nonmatching,Friend,Friend,1,1064
2,Nonmatching,Friend,Friend,1,521
2,Nonmatching,Friend,Friend,1,444
2,Nonmatching,Friend,Friend,1,420
2,Matching,Friend,Friend,1,898
2,Nonmatching,Friend,Friend,1,614
2,Nonmatching,Friend,Friend,1,402
2,Matching,Friend,Friend,1,583
2,Nonmatching,Friend,Friend,1,385
2,Matching,Friend,Friend,1,843
2,Nonmatching,Friend,Friend,1,660
2,Matching,Friend,Self,1,642
2,Matching,Friend,Friend,0,623
2,Matching,Friend,Friend,1,1086
2,Matching,Friend,Friend,1,584
2,Matching,Friend,Friend,1,414
2,Nonmatching,Friend,Friend,1,631
2,Nonmatching,Friend,Friend,1,898
2,Nonmatching,Friend,Friend,1,483
2,Matching,Friend,Friend,1,517
2,Matching,Friend,Self,1,693
2,Matching,Friend,Friend,0,506
2,Matching,Friend,Friend,0,381
2,Nonmatching,Friend,Self,0,313
2,Matching,Friend,Self,1,585
2,Nonmatching,Friend,Friend,1,532
2,Nonmatching,Friend,Friend,0,381
2,Nonmatching,Friend,Friend,0,482
2,Matching,Friend,Self,0,313
2,Matching,Friend,Friend,1,727
2,Nonmatching,Friend,Friend,1,596
2,Nonmatching,Friend,Friend,1,516
2,Matching,Friend,Friend,0,682
2,Matching,Friend,Friend,0,928
2,Nonmatching,Friend,Friend,0,444
2,Matching,Friend,Self,1,572
2,Nonmatching,Friend,Friend,0,392
2,Matching,Friend,Self,1,457
2,Nonmatching,Friend,Self,1,607
2,Matching,Friend,Friend,1,526
2,Matching,Friend,Friend,1,488
2,Matching,Friend,Friend,1,430
2,Matching,Friend,Friend,1,403
2,Nonmatching,Friend,Self,1,711
2,Nonmatching,Friend,Friend,0,573
2,Matching,Friend,Friend,1,610
2,Nonmatching,Friend,Friend,0,584
2,Matching,Friend,Friend,1,549
2,Nonmatching,Friend,Friend,1,509
2,Matching,Friend,Self,1,548
2,Matching,Friend,Self,1,613
2,Matching,Friend,Friend,1,521
2,Matching,Friend,Friend,1,554
2,Nonmatching,Friend,Self,0,592
2,Nonmatching,Friend,Friend,0,385
2,Matching,Friend,Friend,1,658
2,Nonmatching,Friend,Friend,1,512
2,Matching,Friend,Friend,1,849
2,Matching,Friend,Friend,1,545
2,Matching,Friend,Friend,1,424
2,Nonmatching,Friend,Friend,1,683
2,Nonmatching,Friend,Self,0,669
2,Matching,Friend,Friend,1,548
2,Nonmatching,Friend,Self,1,598
2,Matching,Friend,Self,1,565
2,Matching,Friend,Friend,0,859
2,Matching,Friend,Friend,1,497
2,Nonmatching,Friend,Self,0,365
2,Nonmatching,Friend,Friend,0,912
2,Matching,Friend,Friend,1,368
2,Nonmatching,Friend,Self,0,468
2,Matching,Friend,Self,1,600
2,Matching,Friend,Friend,1,830
2,Nonmatching,Friend,Friend,0,856
2,Nonmatching,Friend,Self,0,439
2,Matching,Friend,Friend,1,603
2,Matching,Friend,Self,0,625
2,Matching,Friend,Self,1,387
2,Matching,Friend,Friend,1,691
2,Matching,Friend,Friend,1,485
2,Nonmatching,Friend,Friend,0,758
2,Nonmatching,Friend,Self,0,723
2,Matching,Friend,Friend,1,293
2,Matching,Friend,Friend,1,341
2,Nonmatching,Friend,Self,1,731
2,Matching,Friend,Self,1,355
2,Matching,Friend,Self,1,607
2,Nonmatching,Friend,Self,1,694
2,Matching,Friend,Friend,1,374
2,Matching,Friend,Self,1,500
2,Matching,Friend,Friend,1,401
2,Matching,Friend,Self,1,714
2,Nonmatching,Friend,Self,1,687
2,Nonmatching,Friend,Friend,0,397
2,Matching,Friend,Self,1,340
2,Nonmatching,Friend,Friend,0,903
2,Matching,Friend,Friend,1,506
2,Nonmatching,Friend,Self,1,529
2,Matching,Friend,Self,1,810
2,Nonmatching,Friend,Friend,1,698
2,Matching,Friend,Friend,1,901
2,Nonmatching,Friend,Self,1,558
2,Matching,Friend,Friend,1,680
2,Nonmatching,Friend,Friend,1,499
2,Matching,Friend,Friend,1,614
2,Nonmatching,Friend,Friend,1,398
2,Nonmatching,Friend,Friend,0,396
2,Matching,Friend,Friend,1,790
2,Nonmatching,Friend,Friend,0,668
2,Nonmatching,Friend,Self,0,377
2,Matching,Friend,Self,1,799
2,Matching,Friend,Friend,0,690
2,Nonmatching,Friend,Friend,0,352
2,Matching,Friend,Friend,0,261
2,Nonmatching,Self,Friend,1,921
2,Matching,Self,Self,1,620
2,Matching,Self,Self,1,663
2,Nonmatching,Self,Self,1,895
2,Matching,Self,Self,1,762
2,Nonmatching,Self,Self,1,844
2,Nonmatching,Self,Self,0,906
2,Nonmatching,Self,Self,1,687
2,Nonmatching,Self,Self,1,564
2,Nonmatching,Self,Friend,0,580
2,Matching,Self,Self,0,752
2,Matching,Self,Friend,1,661
2,Nonmatching,Self,Self,1,935
2,Nonmatching,Self,Self,1,778
2,Nonmatching,Self,Self,1,584
2,Nonmatching,Self,Friend,0,739
2,Matching,Self,Self,1,645
2,Matching,Self,Friend,0,726
2,Nonmatching,Self,Self,1,719
2,Nonmatching,Self,Self,1,878
2,Nonmatching,Self,Friend,0,522
2,Matching,Self,Self,1,547
2,Matching,Self,Friend,1,824
2,Matching,Self,Friend,1,527
2,Nonmatching,Self,Friend,1,741
2,Matching,Self,Self,1,534
2,Nonmatching,Self,Self,1,852
2,Nonmatching,Self,Friend,0,602
2,Matching,Self,Self,1,550
2,Matching,Self,Self,1,660
2,Matching,Self,Self,1,653
2,Nonmatching,Self,Self,0,685
2,Matching,Self,Self,1,559
2,Nonmatching,Self,Self,1,877
2,Matching,Self,Self,1,714
2,Nonmatching,Self,Self,1,591
2,Nonmatching,Self,Self,1,553
2,Matching,Self,Self,1,499
2,Matching,Self,Friend,1,886
2,Nonmatching,Self,Friend,1,790
2,Matching,Self,Self,1,601
2,Nonmatching,Self,Friend,0,545
2,Nonmatching,Self,Self,1,826
2,Nonmatching,Self,Friend,0,567
2,Matching,Self,Self,1,641
2,Matching,Self,Friend,1,750
2,Nonmatching,Self,Self,1,638
2,Nonmatching,Self,Self,1,640
2,Nonmatching,Self,Self,1,534
2,Matching,Self,Self,1,541
2,Nonmatching,Self,Self,1,697
2,Nonmatching,Self,Self,1,606
2,Matching,Self,Self,1,757
2,Nonmatching,Self,Self,1,664
2,Nonmatching,Self,Friend,0,745
2,Matching,Self,Self,1,714
2,Matching,Self,Self,0,927
2,Matching,Self,Self,1,628
2,Matching,Self,Self,1,650
2,Matching,Self,Self,1,710
2,Matching,Self,Self,1,956
2,Matching,Self,Self,0,376
2,Matching,Self,Self,1,659
2,Nonmatching,Self,Self,1,632
2,Nonmatching,Self,Self,1,736
2,Nonmatching,Self,Friend,0,540
2,Nonmatching,Self,Self,1,999
2,Nonmatching,Self,Self,1,518
2,Matching,Self,Self,0,467
2,Matching,Self,Self,1,486
2,Nonmatching,Self,Friend,1,544
2,Nonmatching,Self,Self,1,723
2,Nonmatching,Self,Friend,0,530
2,Matching,Self,Friend,0,395
2,Nonmatching,Self,Self,1,596
2,Nonmatching,Self,Friend,1,682
2,Nonmatching,Self,Self,1,757
2,Matching,Self,Self,1,835
2,Nonmatching,Self,Self,1,735
2,Matching,Self,Self,0,626
2,Nonmatching,Self,Self,1,746
2,Matching,Self,Friend,1,820
2,Nonmatching,Self,Self,1,597
2,Nonmatching,Self,Friend,1,829
2,Nonmatching,Self,Self,1,669
2,Matching,Self,Friend,1,918
2,Matching,Self,Friend,1,559
2,Matching,Self,Self,1,671
2,Matching,Self,Self,1,545
2,Nonmatching,Self,Self,1,639
2,Matching,Self,Self,1,676
2,Matching,Self,Self,1,536
2,Matching,Self,Friend,0,606
2,Nonmatching,Self,Self,0,627
2,Matching,Self,Self,1,710
2,Nonmatching,Self,Self,1,517
2,Matching,Self,Self,1,557
