Participant #,Trial Type,Target Label,Shape Association,Target Accuracy,Reponse Time
3,Nonmatching,FRIEND,Self,1,435
3,Matching,FRIEND,Friend,0,958
3,Nonmatching,YOU,Friend,1,724
3,Matching,YOU,Self,0,561
3,Nonmatching,FRIEND,Self,1,945
3,Matching,YOU,Self,1,600
3,Matching,YOU,Self,1,459
3,Matching,FRIEND,Friend,0,732
3,Nonmatching,YOU,Friend,1,770
3,Matching,YOU,Self,1,645
3,Nonmatching,FRIEND,Self,1,592
3,Matching,FRIEND,Friend,1,560
3,Nonmatching,YOU,Friend,1,575
3,Matching,YOU,Self,1,628
3,Nonmatching,YOU,Friend,1,815
3,Matching,FRIEND,Friend,1,960
3,Nonmatching,FRIEND,Self,1,711
3,Nonmatching,YOU,Friend,1,574
3,Nonmatching,YOU,Friend,1,748
3,Matching,YOU,Self,1,475
3,Nonmatching,YOU,Friend,1,652
3,Matching,YOU,Self,1,454
3,Nonmatching,FRIEND,Self,1,491
3,Matching,YOU,Self,1,688
3,Matching,FRIEND,Friend,0,560
3,Nonmatching,FRIEND,Self,0,748
3,Nonmatching,FRIEND,Self,1,710
3,Nonmatching,YOU,Friend,1,621
3,Matching,FRIEND,Friend,1,535
3,Nonmatching,FRIEND,Self,1,590
3,Nonmatching,YOU,Friend,0,464
3,Matching,FRIEND,Friend,0,679
3,Nonmatching,YOU,Friend,1,879
3,Nonmatching,FRIEND,Self,1,767
3,Nonmatching,YOU,Friend,0,471
3,Nonmatching,YOU,Friend,1,946
3,Nonmatching,FRIEND,Self,1,616
3,Nonmatching,YOU,Friend,1,554
3,Matching,YOU,Self,1,778
3,Matching,YOU,Self,1,511
3,Nonmatching,YOU,Friend,1,544
3,Matching,YOU,Self,0,498
3,Nonmatching,FRIEND,Self,1,956
3,Matching,YOU,Self,1,569
3,Nonmatching,FRIEND,Self,1,634
3,Matching,YOU,Self,1,365
3,Matching,YOU,Self,1,366
3,Nonmatching,FRIEND,Self,1,534
3,Matching,FRIEND,Friend,0,648
3,Matching,YOU,Self,1,572
3,Nonmatching,YOU,Friend,1,572
3,Nonmatching,FRIEND,Self,1,596
3,Nonmatching,FRIEND,Self,1,574
3,Matching,YOU,Self,1,551
3,Matching,YOU,Self,1,375
3,Matching,FRIEND,Friend,0,360
3,Matching,YOU,Self,1,1028
3,Nonmatching,FRIEND,Self,1,764
3,Nonmatching,FRIEND,Self,1,452
3,Matching,YOU,Self,0,541
3,Matching,YOU,Self,1,584
3,Matching,YOU,Self,1,421
3,Nonmatching,YOU,Friend,1,1065
3,Nonmatching,YOU,Friend,1,676
3,Nonmatching,YOU,Friend,1,340
3,Nonmatching,YOU,Friend,1,405
3,Nonmatching,YOU,Friend,1,388
3,Nonmatching,FRIEND,Self,0,450
3,Nonmatching,FRIEND,Self,1,330
3,Nonmatching,YOU,Friend,1,535
3,Nonmatching,YOU,Friend,1,345
3,Matching,YOU,Self,1,567
3,Matching,YOU,Self,1,398
3,Matching,FRIEND,Friend,0,513
3,Nonmatching,YOU,Friend,1,530
3,Matching,FRIEND,Friend,1,405
3,Nonmatching,YOU,Friend,1,451
3,Matching,YOU,Self,0,401
3,Matching,FRIEND,Friend,1,549
3,Matching,FRIEND,Friend,0,721
3,Matching,FRIEND,Friend,1,686
3,Matching,YOU,Self,0,422
3,Nonmatching,FRIEND,Self,0,449
3,Matching,YOU,Self,1,524
3,Matching,FRIEND,Friend,0,296
3,Matching,FRIEND,Friend,1,221
3,Nonmatching,FRIEND,Self,1,552
3,Nonmatching,FRIEND,Self,1,644
3,Matching,YOU,Self,1,610
3,Matching,FRIEND,Friend,0,522
3,Matching,FRIEND,Friend,1,462
3,Matching,FRIEND,Friend,1,363
3,Matching,FRIEND,Friend,1,384
3,Matching,FRIEND,Friend,1,384
3,Matching,YOU,Self,0,396
3,Matching,FRIEND,Friend,1,746
3,Matching,YOU,Self,1,663
3,Matching,FRIEND,Friend,1,524
3,Nonmatching,YOU,Friend,0,419
3,Nonmatching,YOU,Friend,0,436
3,Matching,FRIEND,Friend,1,558
3,Nonmatching,YOU,Friend,0,467
3,Matching,FRIEND,Friend,1,883
3,Nonmatching,FRIEND,Self,1,839
3,Matching,FRIEND,Friend,0,649
3,Matching,YOU,Self,1,603
3,Nonmatching,FRIEND,Self,0,808
3,Nonmatching,FRIEND,Self,1,694
3,Nonmatching,YOU,Friend,0,1053
3,Nonmatching,FRIEND,Self,1,614
3,Nonmatching,YOU,Friend,1,603
3,Matching,FRIEND,Friend,1,786
3,Matching,FRIEND,Friend,1,448
3,Nonmatching,FRIEND,Self,1,671
3,Matching,YOU,Self,1,393
3,Nonmatching,FRIEND,Self,1,603
3,Matching,YOU,Self,1,425
3,Matching,FRIEND,Friend,0,587
3,Nonmatching,YOU,Friend,1,1022
3,Nonmatching,FRIEND,Self,0,427
3,Nonmatching,FRIEND,Self,1,473
3,Nonmatching,YOU,Friend,1,526
3,Matching,FRIEND,Friend,0,1050
3,Nonmatching,YOU,Friend,1,708
3,Matching,YOU,Self,0,818
3,Nonmatching,YOU,Friend,1,945
3,Matching,FRIEND,Friend,1,888
3,Matching,YOU,Self,0,526
3,Matching,YOU,Self,1,542
3,Matching,FRIEND,Friend,1,568
3,Matching,YOU,Self,1,609
3,Matching,FRIEND,Friend,0,710
3,Matching,FRIEND,Friend,1,467
3,Nonmatching,FRIEND,Self,1,661
3,Matching,YOU,Self,1,785
3,Nonmatching,FRIEND,Self,1,630
3,Nonmatching,FRIEND,Self,0,639
3,Matching,FRIEND,Friend,0,656
3,Matching,FRIEND,Friend,0,649
3,Matching,FRIEND,Friend,1,572
3,Matching,FRIEND,Friend,1,474
3,Nonmatching,YOU,Friend,1,695
3,Nonmatching,YOU,Friend,1,585
3,Matching,YOU,Self,1,548
13,Matching,FRIEND,Friend,1,446
13,Matching,FRIEND,Friend,0,263
13,Matching,FRIEND,Friend,0,358
13,Nonmatching,YOU,Friend,1,658
13,Matching,YOU,Self,1,490
13,Matching,YOU,Self,1,697
13,Nonmatching,FRIEND,Self,1,776
13,Nonmatching,YOU,Friend,1,237
13,Nonmatching,YOU,Friend,1,628
13,Matching,YOU,Self,1,781
13,Nonmatching,FRIEND,Self,0,953
13,Matching,YOU,Self,0,862
13,Matching,FRIEND,Friend,0,842
13,Nonmatching,FRIEND,Self,0,333
13,Matching,YOU,Self,0,380
13,Matching,YOU,Self,1,252
13,Matching,FRIEND,Friend,0,299
13,Matching,FRIEND,Friend,1,327
13,Nonmatching,YOU,Friend,1,463
13,Nonmatching,YOU,Friend,1,478
13,Nonmatching,YOU,Friend,1,405
13,Nonmatching,FRIEND,Self,0,528
13,Matching,FRIEND,Friend,0,357
13,Matching,FRIEND,Friend,0,463
13,Matching,YOU,Self,1,417
13,Nonmatching,YOU,Friend,1,580
13,Nonmatching,YOU,Friend,1,745
13,Matching,YOU,Self,1,1020
13,Nonmatching,YOU,Friend,1,831
13,Nonmatching,YOU,Friend,1,1085
13,Matching,FRIEND,Friend,1,1031
13,Matching,YOU,Self,1,980
13,Nonmatching,YOU,Friend,1,1060
13,Nonmatching,YOU,Friend,1,872
13,Nonmatching,FRIEND,Self,0,259
13,Matching,YOU,Self,0,814
13,Nonmatching,FRIEND,Self,1,227
13,Nonmatching,FRIEND,Self,0,915
13,Matching,YOU,Self,1,733
13,Nonmatching,YOU,Friend,1,810
13,Nonmatching,YOU,Friend,1,612
13,Nonmatching,YOU,Friend,1,544
13,Nonmatching,YOU,Friend,1,481
13,Nonmatching,FRIEND,Self,1,747
13,Nonmatching,YOU,Friend,1,667
13,Matching,FRIEND,Friend,1,974
13,Nonmatching,FRIEND,Self,1,788
13,Matching,FRIEND,Friend,1,462
13,Matching,YOU,Self,0,582
13,Nonmatching,FRIEND,Self,0,346
13,Matching,YOU,Self,0,308
13,Nonmatching,YOU,Friend,1,389
13,Nonmatching,FRIEND,Self,0,832
13,Nonmatching,FRIEND,Self,0,690
13,Matching,YOU,Self,0,316
13,Nonmatching,FRIEND,Self,1,410
13,Matching,YOU,Self,0,597
13,Matching,FRIEND,Friend,1,800
13,Nonmatching,FRIEND,Self,1,1038
13,Matching,FRIEND,Friend,0,722
13,Matching,YOU,Self,1,681
13,Matching,YOU,Self,0,1038
13,Matching,FRIEND,Friend,0,722
13,Matching,YOU,Self,1,746
13,Matching,FRIEND,Friend,0,839
13,Matching,FRIEND,Friend,1,551
13,Matching,YOU,Self,1,284
13,Matching,FRIEND,Friend,1,464
13,Matching,FRIEND,Friend,1,299
13,Matching,FRIEND,Friend,1,264
13,Matching,YOU,Self,1,274
13,Nonmatching,FRIEND,Self,0,257
13,Matching,YOU,Self,1,378
13,Nonmatching,FRIEND,Self,1,268
13,Nonmatching,YOU,Friend,0,370
13,Matching,YOU,Self,1,381
13,Nonmatching,FRIEND,Self,0,366
13,Nonmatching,FRIEND,Self,0,265
13,Matching,YOU,Self,0,257
13,Nonmatching,FRIEND,Self,0,406
13,Matching,YOU,Self,1,238
13,Matching,FRIEND,Friend,0,607
13,Matching,YOU,Self,1,588
13,Nonmatching,FRIEND,Self,0,279
13,Nonmatching,YOU,Friend,0,394
13,Nonmatching,FRIEND,Self,0,432
13,Matching,YOU,Self,1,652
13,Matching,FRIEND,Friend,1,619
13,Matching,FRIEND,Friend,1,394
13,Matching,YOU,Self,1,486
13,Matching,YOU,Self,1,759
13,Matching,FRIEND,Friend,0,506
13,Matching,FRIEND,Friend,1,1086
13,Nonmatching,YOU,Friend,0,380
13,Nonmatching,YOU,Friend,0,232
13,Nonmatching,YOU,Friend,0,228
13,Nonmatching,YOU,Friend,0,322
13,Nonmatching,YOU,Friend,1,364
13,Nonmatching,FRIEND,Self,1,1063
13,Matching,FRIEND,Friend,0,845
13,Matching,YOU,Self,1,986
13,Nonmatching,YOU,Friend,0,334
13,Nonmatching,FRIEND,Self,0,255
13,Nonmatching,YOU,Friend,0,241
13,Matching,FRIEND,Friend,1,294
13,Matching,FRIEND,Friend,1,394
13,Nonmatching,FRIEND,Self,1,502
13,Matching,YOU,Self,1,941
13,Nonmatching,FRIEND,Self,1,721
13,Matching,YOU,Self,1,941
13,Matching,FRIEND,Friend,1,1051
13,Nonmatching,FRIEND,Self,0,261
13,Nonmatching,FRIEND,Self,0,243
13,Matching,YOU,Self,1,381
13,Matching,YOU,Self,1,254
13,Nonmatching,FRIEND,Self,0,368
13,Nonmatching,FRIEND,Self,1,407
13,Nonmatching,FRIEND,Self,0,229
13,Nonmatching,YOU,Friend,0,297
13,Nonmatching,YOU,Friend,0,487
13,Nonmatching,YOU,Friend,1,304
13,Matching,YOU,Self,1,376
13,Nonmatching,FRIEND,Self,0,520
13,Nonmatching,FRIEND,Self,1,322
13,Matching,FRIEND,Friend,1,327
13,Nonmatching,YOU,Friend,0,494
13,Matching,YOU,Self,1,322
13,Nonmatching,FRIEND,Self,0,911
13,Matching,FRIEND,Friend,0,298
13,Nonmatching,YOU,Friend,1,242
13,Matching,FRIEND,Friend,0,314
13,Nonmatching,FRIEND,Self,1,238
13,Matching,YOU,Self,1,247
13,Nonmatching,YOU,Friend,0,227
13,Matching,FRIEND,Friend,0,252
13,Nonmatching,FRIEND,Self,0,356
13,Matching,YOU,Self,0,360
13,Nonmatching,YOU,Friend,0,442
13,Matching,FRIEND,Friend,1,344
13,Nonmatching,YOU,Friend,0,421
13,Nonmatching,YOU,Friend,0,340
13,Matching,YOU,Self,1,721
13,Matching,FRIEND,Friend,1,275
13,Nonmatching,YOU,Friend,0,476
13,Matching,YOU,Self,0,422
2,Matching,YOU,Self,1,691
2,Matching,FRIEND,Friend,0,397
2,Matching,YOU,Self,1,567
2,Nonmatching,YOU,Friend,0,399
2,Nonmatching,FRIEND,Self,1,1015
2,Matching,YOU,Self,1,746
2,Matching,FRIEND,Friend,1,854
2,Nonmatching,YOU,Friend,1,946
2,Nonmatching,FRIEND,Self,0,705
2,Nonmatching,YOU,Friend,0,698
2,Matching,YOU,Self,0,760
2,Nonmatching,YOU,Friend,0,308
2,Matching,FRIEND,Friend,1,310
2,Nonmatching,FRIEND,Self,0,347
2,Nonmatching,YOU,Friend,0,498
2,Matching,YOU,Self,1,375
2,Matching,FRIEND,Friend,1,262
2,Nonmatching,YOU,Friend,0,352
2,Matching,FRIEND,Friend,1,299
2,Nonmatching,YOU,Friend,1,514
2,Nonmatching,YOU,Friend,1,507
2,Matching,FRIEND,Friend,0,683
2,Matching,YOU,Self,0,647
2,Matching,FRIEND,Friend,1,248
2,Matching,FRIEND,Friend,1,363
2,Nonmatching,YOU,Friend,1,470
2,Nonmatching,FRIEND,Self,0,568
2,Nonmatching,YOU,Friend,0,270
2,Nonmatching,YOU,Friend,1,443
2,Matching,FRIEND,Friend,0,334
2,Nonmatching,FRIEND,Self,1,425
2,Matching,YOU,Self,1,465
2,Nonmatching,FRIEND,Self,0,261
2,Matching,YOU,Self,0,221
2,Nonmatching,FRIEND,Self,1,441
2,Matching,FRIEND,Friend,1,295
2,Matching,FRIEND,Friend,1,309
2,Matching,YOU,Self,0,369
2,Matching,YOU,Self,1,339
2,Matching,FRIEND,Friend,1,386
2,Nonmatching,YOU,Friend,0,324
2,Nonmatching,YOU,Friend,1,386
2,Matching,FRIEND,Friend,0,311
2,Matching,FRIEND,Friend,1,355
2,Matching,FRIEND,Friend,1,448
2,Matching,YOU,Self,0,342
2,Matching,FRIEND,Friend,1,284
2,Matching,YOU,Self,1,436
2,Nonmatching,YOU,Friend,1,658
2,Matching,FRIEND,Friend,1,560
2,Nonmatching,FRIEND,Self,1,563
2,Nonmatching,FRIEND,Self,1,578
2,Matching,YOU,Self,1,536
2,Matching,YOU,Self,0,590
2,Matching,YOU,Self,1,469
2,Matching,YOU,Self,1,375
2,Matching,FRIEND,Friend,1,835
2,Nonmatching,YOU,Friend,0,426
2,Nonmatching,FRIEND,Self,0,962
2,Matching,FRIEND,Friend,0,481
2,Nonmatching,FRIEND,Self,0,412
2,Matching,FRIEND,Friend,1,201
2,Nonmatching,FRIEND,Self,0,609
2,Matching,FRIEND,Friend,1,392
2,Nonmatching,FRIEND,Self,0,463
2,Matching,YOU,Self,1,657
2,Matching,FRIEND,Friend,1,670
2,Matching,YOU,Self,0,646
2,Nonmatching,FRIEND,Self,0,452
2,Nonmatching,YOU,Friend,0,415
2,Nonmatching,YOU,Friend,0,414
2,Matching,YOU,Self,1,1096
2,Nonmatching,YOU,Friend,0,922
2,Matching,FRIEND,Friend,1,778
2,Nonmatching,FRIEND,Self,1,720
2,Nonmatching,YOU,Friend,0,583
2,Nonmatching,YOU,Friend,0,391
2,Matching,YOU,Self,1,507
2,Nonmatching,FRIEND,Self,1,775
2,Matching,FRIEND,Friend,1,529
2,Matching,YOU,Self,0,965
2,Nonmatching,FRIEND,Self,0,587
2,Matching,YOU,Self,1,895
2,Matching,FRIEND,Friend,1,693
2,Nonmatching,YOU,Friend,1,771
2,Matching,YOU,Self,0,706
2,Nonmatching,FRIEND,Self,0,961
2,Nonmatching,FRIEND,Self,1,654
2,Nonmatching,YOU,Friend,1,855
2,Matching,YOU,Self,1,591
2,Nonmatching,YOU,Friend,1,926
2,Nonmatching,FRIEND,Self,0,456
2,Matching,YOU,Self,0,938
2,Matching,YOU,Self,1,562
2,Nonmatching,YOU,Friend,1,940
2,Matching,YOU,Self,1,893
2,Nonmatching,YOU,Friend,1,424
2,Nonmatching,YOU,Friend,1,778
2,Matching,FRIEND,Friend,1,469
2,Matching,YOU,Self,1,803
2,Nonmatching,FRIEND,Self,1,795
2,Matching,FRIEND,Friend,1,585
2,Matching,FRIEND,Friend,1,618
2,Nonmatching,YOU,Friend,0,591
2,Matching,FRIEND,Friend,1,990
2,Nonmatching,FRIEND,Self,1,903
2,Nonmatching,YOU,Friend,0,445
2,Matching,FRIEND,Friend,1,860
2,Nonmatching,FRIEND,Self,1,847
2,Nonmatching,FRIEND,Self,1,631
2,Nonmatching,YOU,Friend,1,902
2,Nonmatching,YOU,Friend,1,578
2,Nonmatching,FRIEND,Self,1,1038
2,Nonmatching,YOU,Friend,0,597
2,Matching,YOU,Self,1,782
2,Nonmatching,FRIEND,Self,1,866
2,Nonmatching,FRIEND,Self,0,839
2,Matching,FRIEND,Friend,0,795
2,Nonmatching,FRIEND,Self,1,686
2,Matching,YOU,Self,1,432
2,Nonmatching,FRIEND,Self,1,737
2,Matching,YOU,Self,1,636
2,Matching,YOU,Self,1,384
2,Nonmatching,FRIEND,Self,1,584
2,Matching,YOU,Self,1,565
2,Nonmatching,FRIEND,Self,1,685
2,Nonmatching,FRIEND,Self,1,666
2,Nonmatching,YOU,Friend,0,527
2,Nonmatching,YOU,Friend,1,485
2,Matching,FRIEND,Friend,1,715
2,Matching,FRIEND,Friend,1,479
2,Matching,FRIEND,Friend,1,600
2,Nonmatching,YOU,Friend,0,841
2,Matching,FRIEND,Friend,0,814
2,Nonmatching,FRIEND,Self,1,532
2,Matching,FRIEND,Friend,1,616
2,Matching,YOU,Self,1,702
2,Nonmatching,YOU,Friend,0,422
2,Matching,YOU,Self,1,450
2,Matching,FRIEND,Friend,0,513
2,Matching,YOU,Self,1,479
2,Matching,YOU,Self,1,403
2,Nonmatching,FRIEND,Self,1,1084
2,Matching,YOU,Self,1,485
2,Matching,FRIEND,Friend,1,589
2,Nonmatching,FRIEND,Self,0,479
2,Matching,YOU,Self,1,825
2,Nonmatching,YOU,Friend,1,917
2,Matching,YOU,Self,1,597
2,Nonmatching,YOU,Friend,1,701
2,Matching,FRIEND,Friend,1,406
2,Matching,YOU,Self,1,861
2,Nonmatching,YOU,Friend,0,406
2,Matching,YOU,Self,1,530
2,Nonmatching,YOU,Friend,1,633
2,Nonmatching,FRIEND,Self,0,609
2,Nonmatching,FRIEND,Self,1,826
2,Matching,FRIEND,Friend,1,790
2,Matching,YOU,Self,1,502
2,Matching,FRIEND,Friend,1,1041
2,Nonmatching,FRIEND,Self,0,970
2,Nonmatching,FRIEND,Self,0,330
2,Matching,YOU,Self,1,617
2,Matching,FRIEND,Friend,1,669
2,Nonmatching,FRIEND,Self,0,532
2,Nonmatching,FRIEND,Self,1,764
2,Nonmatching,YOU,Friend,0,572
2,Matching,FRIEND,Friend,1,658
2,Nonmatching,FRIEND,Self,0,503
2,Nonmatching,FRIEND,Self,1,805
2,Nonmatching,YOU,Friend,0,537
2,Nonmatching,YOU,Friend,0,885
2,Nonmatching,FRIEND,Self,1,899
2,Nonmatching,YOU,Friend,1,472
2,Nonmatching,YOU,Friend,1,838
2,Nonmatching,YOU,Friend,1,444
7,Nonmatching,YOU,Friend,0,635
7,Matching,FRIEND,Friend,0,555
7,Nonmatching,YOU,Friend,1,740
7,Nonmatching,YOU,Friend,1,455
7,Nonmatching,YOU,Friend,1,495
7,Matching,YOU,Self,1,603
7,Matching,FRIEND,Friend,0,568
7,Nonmatching,YOU,Friend,1,860
7,Matching,YOU,Self,1,657
7,Matching,FRIEND,Friend,0,618
7,Nonmatching,YOU,Friend,1,946
7,Nonmatching,YOU,Friend,1,562
7,Matching,FRIEND,Friend,1,714
7,Nonmatching,YOU,Friend,1,781
7,Matching,YOU,Self,1,695
7,Nonmatching,FRIEND,Self,1,533
7,Matching,FRIEND,Friend,1,643
7,Matching,YOU,Self,1,703
7,Nonmatching,YOU,Friend,1,1096
7,Matching,FRIEND,Friend,0,607
7,Matching,FRIEND,Friend,1,1020
7,Nonmatching,FRIEND,Self,1,669
7,Matching,YOU,Self,1,664
7,Nonmatching,YOU,Friend,1,813
7,Matching,YOU,Self,1,656
7,Nonmatching,FRIEND,Self,1,436
7,Nonmatching,YOU,Friend,0,319
7,Matching,FRIEND,Friend,0,414
7,Matching,YOU,Self,1,302
7,Matching,YOU,Self,1,525
7,Matching,FRIEND,Friend,0,806
7,Matching,YOU,Self,1,560
7,Nonmatching,YOU,Friend,1,218
7,Matching,YOU,Self,1,247
7,Matching,YOU,Self,1,204
7,Matching,FRIEND,Friend,0,540
7,Matching,YOU,Self,1,365
7,Matching,YOU,Self,1,376
7,Matching,FRIEND,Friend,1,342
7,Nonmatching,FRIEND,Self,0,331
7,Matching,YOU,Self,1,240
7,Nonmatching,FRIEND,Self,0,331
7,Matching,YOU,Self,1,500
7,Matching,FRIEND,Friend,0,407
7,Nonmatching,FRIEND,Self,0,252
7,Matching,FRIEND,Friend,0,591
7,Nonmatching,FRIEND,Self,1,620
7,Nonmatching,FRIEND,Self,1,406
7,Nonmatching,YOU,Friend,0,596
7,Nonmatching,FRIEND,Self,1,328
7,Nonmatching,YOU,Friend,0,656
7,Nonmatching,YOU,Friend,1,519
7,Matching,FRIEND,Friend,1,743
7,Matching,YOU,Self,0,344
7,Nonmatching,FRIEND,Self,1,658
7,Nonmatching,YOU,Friend,1,225
7,Matching,FRIEND,Friend,0,656
7,Nonmatching,FRIEND,Self,0,356
7,Matching,FRIEND,Friend,1,507
7,Matching,FRIEND,Friend,1,472
7,Matching,YOU,Self,0,420
7,Matching,YOU,Self,1,388
7,Nonmatching,YOU,Friend,1,694
7,Nonmatching,FRIEND,Self,1,905
7,Nonmatching,YOU,Friend,1,284
7,Nonmatching,FRIEND,Self,1,466
7,Matching,FRIEND,Friend,1,203
7,Matching,YOU,Self,1,259
7,Nonmatching,YOU,Friend,0,258
7,Nonmatching,FRIEND,Self,0,345
7,Matching,YOU,Self,0,335
7,Nonmatching,YOU,Friend,1,355
7,Nonmatching,FRIEND,Self,1,458
7,Matching,YOU,Self,1,307
7,Matching,YOU,Self,1,394
7,Nonmatching,FRIEND,Self,0,219
7,Matching,FRIEND,Friend,0,544
7,Matching,YOU,Self,1,329
7,Nonmatching,FRIEND,Self,1,296
7,Nonmatching,FRIEND,Self,0,373
7,Nonmatching,YOU,Friend,1,470
7,Nonmatching,FRIEND,Self,1,257
7,Matching,YOU,Self,0,264
7,Nonmatching,FRIEND,Self,0,402
7,Matching,YOU,Self,1,667
7,Matching,FRIEND,Friend,0,479
7,Matching,FRIEND,Friend,0,535
7,Matching,FRIEND,Friend,1,691
7,Nonmatching,YOU,Friend,1,660
7,Matching,FRIEND,Friend,0,888
7,Matching,FRIEND,Friend,1,433
7,Matching,FRIEND,Friend,1,300
7,Matching,YOU,Self,1,758
7,Nonmatching,YOU,Friend,1,357
7,Nonmatching,YOU,Friend,1,418
7,Nonmatching,YOU,Friend,1,340
7,Nonmatching,FRIEND,Self,1,267
7,Matching,YOU,Self,1,371
7,Nonmatching,YOU,Friend,0,334
7,Nonmatching,FRIEND,Self,1,356
7,Nonmatching,FRIEND,Self,1,301
7,Nonmatching,YOU,Friend,1,244
7,Nonmatching,YOU,Friend,0,330
7,Matching,YOU,Self,0,421
7,Matching,YOU,Self,1,450
7,Nonmatching,YOU,Friend,0,549
7,Matching,FRIEND,Friend,0,327
7,Matching,YOU,Self,1,597
7,Nonmatching,YOU,Friend,0,440
7,Matching,FRIEND,Friend,0,587
7,Matching,YOU,Self,1,561
7,Nonmatching,FRIEND,Self,1,532
7,Matching,FRIEND,Friend,1,911
7,Matching,YOU,Self,1,596
7,Matching,FRIEND,Friend,1,810
7,Nonmatching,FRIEND,Self,1,674
7,Matching,YOU,Self,1,763
7,Matching,YOU,Self,1,516
12,Nonmatching,YOU,Friend,0,824
12,Nonmatching,FRIEND,Self,0,341
12,Nonmatching,FRIEND,Self,1,710
12,Matching,FRIEND,Friend,1,652
12,Matching,FRIEND,Friend,1,868
12,Matching,YOU,Self,0,698
12,Nonmatching,FRIEND,Self,1,1096
12,Nonmatching,FRIEND,Self,1,1032
12,Matching,FRIEND,Friend,1,983
12,Matching,YOU,Self,1,662
12,Nonmatching,YOU,Friend,1,628
12,Matching,FRIEND,Friend,1,608
12,Matching,FRIEND,Friend,1,858
12,Matching,YOU,Self,0,659
12,Nonmatching,FRIEND,Self,0,580
12,Matching,FRIEND,Friend,0,706
12,Matching,YOU,Self,1,817
12,Nonmatching,FRIEND,Self,1,628
12,Matching,FRIEND,Friend,1,809
12,Nonmatching,YOU,Friend,1,849
12,Nonmatching,FRIEND,Self,0,788
12,Matching,FRIEND,Friend,0,811
12,Matching,YOU,Self,1,678
12,Matching,FRIEND,Friend,0,974
12,Nonmatching,FRIEND,Self,1,880
12,Nonmatching,FRIEND,Self,1,1000
12,Matching,YOU,Self,1,541
12,Matching,FRIEND,Friend,0,709
12,Matching,YOU,Self,1,667
12,Nonmatching,FRIEND,Self,1,738
12,Matching,YOU,Self,1,1044
12,Nonmatching,YOU,Friend,1,1030
12,Matching,FRIEND,Friend,1,821
12,Matching,FRIEND,Friend,1,889
12,Nonmatching,YOU,Friend,1,847
12,Matching,FRIEND,Friend,1,1058
12,Nonmatching,YOU,Friend,1,810
12,Nonmatching,FRIEND,Self,0,513
12,Nonmatching,YOU,Friend,1,886
12,Matching,YOU,Self,1,810
12,Matching,YOU,Self,1,595
12,Matching,YOU,Self,1,649
12,Nonmatching,YOU,Friend,1,667
12,Nonmatching,YOU,Friend,0,677
12,Nonmatching,FRIEND,Self,1,1042
12,Nonmatching,FRIEND,Self,1,562
12,Matching,FRIEND,Friend,1,901
12,Nonmatching,YOU,Friend,1,780
12,Nonmatching,FRIEND,Self,0,809
12,Matching,YOU,Self,0,721
12,Matching,FRIEND,Friend,1,788
12,Matching,YOU,Self,1,1060
12,Matching,FRIEND,Friend,1,979
12,Nonmatching,YOU,Friend,1,646
12,Nonmatching,FRIEND,Self,1,1059
12,Nonmatching,FRIEND,Self,1,829
12,Matching,FRIEND,Friend,1,645
12,Matching,FRIEND,Friend,1,738
12,Matching,YOU,Self,0,532
12,Matching,YOU,Self,1,777
12,Matching,FRIEND,Friend,0,671
12,Nonmatching,YOU,Friend,1,893
12,Nonmatching,YOU,Friend,1,853
12,Matching,YOU,Self,1,686
12,Matching,YOU,Self,1,438
12,Nonmatching,YOU,Friend,1,631
12,Nonmatching,FRIEND,Self,1,753
12,Matching,YOU,Self,1,569
12,Nonmatching,YOU,Friend,1,822
12,Nonmatching,YOU,Friend,0,734
12,Matching,FRIEND,Friend,1,720
12,Matching,YOU,Self,1,921
12,Matching,YOU,Self,1,729
12,Nonmatching,FRIEND,Self,1,692
12,Nonmatching,FRIEND,Self,1,630
12,Matching,FRIEND,Friend,1,633
12,Nonmatching,YOU,Friend,1,854
12,Matching,YOU,Self,1,782
12,Matching,YOU,Self,1,532
12,Nonmatching,YOU,Friend,1,567
12,Matching,FRIEND,Friend,1,649
12,Matching,FRIEND,Friend,1,393
12,Nonmatching,YOU,Friend,1,566
12,Matching,FRIEND,Friend,1,526
12,Matching,YOU,Self,0,541
12,Nonmatching,FRIEND,Self,0,429
12,Nonmatching,FRIEND,Self,1,200
12,Matching,YOU,Self,1,994
12,Matching,FRIEND,Friend,1,567
12,Matching,FRIEND,Friend,1,569
12,Nonmatching,YOU,Friend,1,615
12,Nonmatching,YOU,Friend,1,756
12,Matching,FRIEND,Friend,1,848
12,Matching,YOU,Self,1,633
12,Matching,FRIEND,Friend,1,750
12,Matching,YOU,Self,1,783
12,Matching,YOU,Self,1,459
12,Matching,FRIEND,Friend,0,686
12,Nonmatching,YOU,Friend,1,758
12,Nonmatching,FRIEND,Self,1,810
12,Matching,YOU,Self,1,838
12,Matching,YOU,Self,1,523
12,Matching,FRIEND,Friend,0,789
12,Matching,YOU,Self,1,653
12,Matching,FRIEND,Friend,1,809
12,Nonmatching,FRIEND,Self,0,503
12,Matching,YOU,Self,0,824
12,Nonmatching,FRIEND,Self,1,599
12,Matching,FRIEND,Friend,1,691
12,Nonmatching,YOU,Friend,1,710
12,Matching,FRIEND,Friend,1,920
12,Matching,YOU,Self,1,707
12,Matching,FRIEND,Friend,1,676
12,Nonmatching,FRIEND,Self,1,566
12,Nonmatching,YOU,Friend,1,658
12,Nonmatching,YOU,Friend,1,823
