Participant #,Trial Type,Target Label,Shape Association,Target Accuracy,Reponse Time
9,Nonmatching,FRIEND,Self,1,798
9,Nonmatching,YOU,Friend,0,512
9,Matching,FRIEND,Friend,0,491
9,Nonmatching,YOU,Friend,0,266
9,Matching,YOU,Self,1,792
9,Matching,YOU,Self,1,567
9,Nonmatching,FRIEND,Self,1,598
15,Nonmatching,FRIEND,Self,0,811
15,Matching,YOU,Self,1,521
15,Nonmatching,FRIEND,Self,0,562
15,Nonmatching,FRIEND,Self,1,622
15,Matching,FRIEND,Friend,1,792
15,Matching,FRIEND,Friend,1,528
15,Matching,YOU,Self,0,680
15,Nonmatching,FRIEND,Self,1,802
15,Nonmatching,FRIEND,Self,1,673
15,Matching,FRIEND,Friend,0,508
15,Nonmatching,YOU,Friend,0,965
15,Nonmatching,YOU,Friend,0,604
15,Nonmatching,YOU,Friend,0,436
15,Nonmatching,FRIEND,Self,1,542
15,Matching,FRIEND,Friend,1,309
15,Nonmatching,FRIEND,Self,0,336
15,Nonmatching,FRIEND,Self,0,495
15,Matching,FRIEND,Friend,0,618
15,Matching,YOU,Self,0,256
15,Matching,FRIEND,Friend,1,909
15,Matching,YOU,Self,1,519
15,Matching,YOU,Self,1,421
15,Nonmatching,YOU,Friend,1,638
15,Nonmatching,FRIEND,Self,0,582
15,Matching,YOU,Self,0,409
15,Matching,YOU,Self,1,503
15,Nonmatching,YOU,Friend,1,645
15,Nonmatching,FRIEND,Self,0,676
15,Matching,YOU,Self,1,654
15,Nonmatching,YOU,Friend,0,580
15,Nonmatching,YOU,Friend,1,843
15,Nonmatching,YOU,Friend,1,511
15,Nonmatching,FRIEND,Self,0,986
15,Nonmatching,FRIEND,Self,1,953
15,Matching,YOU,Self,0,543
15,Matching,FRIEND,Friend,1,1035
15,Matching,FRIEND,Friend,1,531
15,Nonmatching,FRIEND,Self,1,591
15,Matching,YOU,Self,1,790
15,Nonmatching,YOU,Friend,1,795
15,Nonmatching,FRIEND,Self,0,682
15,Nonmatching,YOU,Friend,1,664
15,Matching,YOU,Self,1,1009
15,Nonmatching,YOU,Friend,1,908
15,Matching,YOU,Self,0,482
15,Nonmatching,YOU,Friend,0,573
15,Nonmatching,FRIEND,Self,1,527
15,Matching,YOU,Self,1,689
15,Matching,YOU,Self,1,506
15,Matching,FRIEND,Friend,0,584
15,Matching,FRIEND,Friend,1,384
15,Matching,FRIEND,Friend,0,477
15,Matching,YOU,Self,1,877
15,Matching,FRIEND,Friend,1,389
15,Matching,YOU,Self,0,777
15,Matching,YOU,Self,1,371
15,Matching,YOU,Self,1,493
15,Nonmatching,YOU,Friend,0,688
15,Nonmatching,FRIEND,Self,1,873
15,Matching,FRIEND,Friend,1,1056
15,Matching,FRIEND,Friend,1,651
15,Matching,YOU,Self,1,913
15,Matching,YOU,Self,1,407
15,Matching,YOU,Self,1,443
15,Nonmatching,FRIEND,Self,1,786
15,Matching,YOU,Self,1,728
15,Matching,YOU,Self,1,386
15,Matching,YOU,Self,1,433
15,Nonmatching,FRIEND,Self,1,679
15,Nonmatching,FRIEND,Self,1,556
15,Matching,YOU,Self,1,628
15,Nonmatching,FRIEND,Self,1,823
15,Matching,FRIEND,Friend,1,517
15,Nonmatching,YOU,Friend,0,682
15,Nonmatching,FRIEND,Self,1,725
15,Nonmatching,YOU,Friend,0,451
15,Matching,YOU,Self,1,460
15,Nonmatching,YOU,Friend,0,474
15,Matching,FRIEND,Friend,0,293
15,Matching,YOU,Self,1,260
15,Matching,FRIEND,Friend,0,666
15,Nonmatching,YOU,Friend,0,464
15,Matching,FRIEND,Friend,1,1017
15,Matching,FRIEND,Friend,1,391
15,Matching,YOU,Self,1,717
15,Nonmatching,YOU,Friend,0,417
15,Nonmatching,FRIEND,Self,0,486
15,Matching,YOU,Self,1,693
15,Matching,FRIEND,Friend,1,746
15,Matching,YOU,Self,1,469
15,Matching,FRIEND,Friend,0,617
15,Nonmatching,YOU,Friend,0,541
15,Nonmatching,FRIEND,Self,1,993
15,Nonmatching,FRIEND,Self,1,527
15,Matching,FRIEND,Friend,1,644
15,Matching,FRIEND,Friend,1,525
15,Nonmatching,YOU,Friend,1,393
15,Matching,YOU,Self,1,437
15,Nonmatching,YOU,Friend,0,379
15,Matching,FRIEND,Friend,0,284
15,Nonmatching,FRIEND,Self,0,509
15,Matching,FRIEND,Friend,1,619
15,Matching,YOU,Self,1,706
15,Matching,FRIEND,Friend,0,626
15,Nonmatching,FRIEND,Self,0,428
15,Nonmatching,YOU,Friend,0,771
15,Matching,YOU,Self,1,598
15,Matching,YOU,Self,1,613
15,Nonmatching,YOU,Friend,1,794
15,Matching,YOU,Self,1,712
15,Matching,FRIEND,Friend,0,766
15,Matching,FRIEND,Friend,1,748
15,Nonmatching,YOU,Friend,0,787
15,Matching,FRIEND,Friend,1,366
15,Nonmatching,YOU,Friend,1,645
15,Matching,YOU,Self,1,586
15,Matching,YOU,Self,1,684
15,Matching,FRIEND,Friend,1,789
15,Matching,YOU,Self,1,492
15,Nonmatching,FRIEND,Self,1,1092
4,Matching,FRIEND,Friend,0,840
4,Nonmatching,FRIEND,Self,1,957
4,Nonmatching,FRIEND,Self,1,1022
4,Matching,FRIEND,Friend,1,980
4,Matching,FRIEND,Friend,1,790
4,Nonmatching,YOU,Friend,1,614
4,Matching,YOU,Self,1,460
4,Matching,FRIEND,Friend,0,908
4,Nonmatching,FRIEND,Self,1,869
4,Nonmatching,FRIEND,Self,1,902
4,Matching,YOU,Self,1,606
4,Nonmatching,YOU,Friend,1,597
4,Matching,YOU,Self,1,617
4,Nonmatching,YOU,Friend,1,641
4,Nonmatching,YOU,Friend,0,762
4,Matching,YOU,Self,1,725
4,Nonmatching,FRIEND,Self,1,805
4,Matching,YOU,Self,1,628
4,Nonmatching,YOU,Friend,1,559
4,Matching,FRIEND,Friend,0,641
4,Matching,FRIEND,Friend,0,867
4,Nonmatching,FRIEND,Self,1,844
4,Matching,FRIEND,Friend,1,788
4,Nonmatching,FRIEND,Self,1,773
4,Matching,YOU,Self,1,634
4,Matching,YOU,Self,1,488
4,Matching,FRIEND,Friend,1,674
4,Nonmatching,YOU,Friend,0,885
4,Nonmatching,YOU,Friend,1,819
4,Nonmatching,YOU,Friend,1,764
4,Matching,FRIEND,Friend,1,953
4,Matching,FRIEND,Friend,1,1016
4,Nonmatching,FRIEND,Self,1,606
4,Matching,YOU,Self,1,462
4,Matching,YOU,Self,1,488
4,Nonmatching,FRIEND,Self,1,754
4,Nonmatching,FRIEND,Self,1,567
4,Nonmatching,YOU,Friend,0,481
4,Matching,FRIEND,Friend,1,834
4,Nonmatching,FRIEND,Self,1,613
4,Nonmatching,YOU,Friend,1,960
4,Nonmatching,YOU,Friend,1,745
4,Nonmatching,FRIEND,Self,1,793
4,Nonmatching,FRIEND,Self,1,540
4,Nonmatching,YOU,Friend,0,466
4,Matching,YOU,Self,1,580
4,Matching,YOU,Self,1,515
4,Nonmatching,FRIEND,Self,1,599
4,Matching,YOU,Self,1,623
4,Nonmatching,YOU,Friend,1,816
4,Nonmatching,FRIEND,Self,0,919
4,Nonmatching,YOU,Friend,1,663
4,Nonmatching,FRIEND,Self,0,520
4,Nonmatching,FRIEND,Self,1,594
4,Matching,YOU,Self,1,729
4,Matching,FRIEND,Friend,1,732
4,Matching,FRIEND,Friend,1,595
4,Nonmatching,YOU,Friend,1,580
4,Matching,FRIEND,Friend,1,739
4,Matching,FRIEND,Friend,1,544
4,Nonmatching,YOU,Friend,1,588
4,Nonmatching,YOU,Friend,1,502
4,Nonmatching,YOU,Friend,1,598
4,Matching,YOU,Self,1,537
4,Nonmatching,FRIEND,Self,1,580
4,Nonmatching,FRIEND,Self,1,578
4,Matching,FRIEND,Friend,1,997
4,Nonmatching,FRIEND,Self,1,553
4,Nonmatching,FRIEND,Self,1,842
4,Matching,YOU,Self,1,638
4,Matching,FRIEND,Friend,1,614
4,Matching,FRIEND,Friend,1,572
4,Nonmatching,YOU,Friend,1,988
4,Matching,FRIEND,Friend,1,660
4,Matching,YOU,Self,1,648
4,Matching,YOU,Self,1,732
4,Nonmatching,FRIEND,Self,1,855
4,Nonmatching,FRIEND,Self,1,590
4,Nonmatching,YOU,Friend,0,598
4,Nonmatching,FRIEND,Self,1,876
4,Matching,YOU,Self,1,568
4,Matching,FRIEND,Friend,1,702
4,Nonmatching,YOU,Friend,1,642
4,Matching,FRIEND,Friend,1,666
4,Matching,FRIEND,Friend,1,650
4,Matching,FRIEND,Friend,1,632
4,Nonmatching,YOU,Friend,1,601
4,Matching,FRIEND,Friend,0,741
4,Matching,FRIEND,Friend,1,674
4,Nonmatching,YOU,Friend,1,614
4,Nonmatching,YOU,Friend,1,485
4,Nonmatching,YOU,Friend,1,520
4,Matching,FRIEND,Friend,0,655
4,Matching,YOU,Self,1,665
4,Nonmatching,FRIEND,Self,1,546
4,Nonmatching,YOU,Friend,0,427
4,Matching,FRIEND,Friend,0,677
4,Nonmatching,FRIEND,Self,1,999
4,Nonmatching,YOU,Friend,1,597
4,Nonmatching,YOU,Friend,1,390
4,Matching,YOU,Self,1,466
4,Matching,FRIEND,Friend,0,410
4,Nonmatching,YOU,Friend,0,443
4,Nonmatching,YOU,Friend,1,749
4,Nonmatching,YOU,Friend,1,465
4,Nonmatching,YOU,Friend,1,490
4,Nonmatching,FRIEND,Self,1,757
4,Nonmatching,FRIEND,Self,1,953
4,Matching,YOU,Self,1,512
4,Nonmatching,FRIEND,Self,1,438
4,Nonmatching,YOU,Friend,1,675
4,Matching,FRIEND,Friend,1,580
4,Nonmatching,YOU,Friend,1,510
4,Matching,YOU,Self,0,507
4,Nonmatching,FRIEND,Self,0,650
4,Matching,FRIEND,Friend,0,515
4,Matching,YOU,Self,1,879
4,Matching,FRIEND,Friend,0,669
4,Nonmatching,FRIEND,Self,1,809
4,Matching,FRIEND,Friend,1,387
4,Nonmatching,YOU,Friend,0,583
4,Matching,FRIEND,Friend,1,967
4,Matching,YOU,Self,1,655
4,Nonmatching,YOU,Friend,1,567
4,Matching,FRIEND,Friend,1,759
4,Nonmatching,FRIEND,Self,1,620
4,Nonmatching,YOU,Friend,1,742
4,Matching,YOU,Self,1,600
4,Matching,YOU,Self,0,545
4,Matching,YOU,Self,1,560
4,Nonmatching,FRIEND,Self,1,532
4,Nonmatching,FRIEND,Self,1,491
4,Nonmatching,FRIEND,Self,1,551
4,Matching,YOU,Self,1,477
4,Matching,YOU,Self,0,466
4,Matching,YOU,Self,1,605
4,Matching,YOU,Self,1,453
4,Nonmatching,FRIEND,Self,1,621
4,Nonmatching,FRIEND,Self,1,507
4,Matching,FRIEND,Friend,1,534
4,Matching,FRIEND,Friend,1,515
4,Nonmatching,FRIEND,Self,1,502
4,Matching,YOU,Self,1,417
4,Matching,FRIEND,Friend,1,708
4,Matching,YOU,Self,1,583
4,Matching,YOU,Self,1,467
4,Matching,YOU,Self,1,488
4,Nonmatching,FRIEND,Self,1,541
4,Matching,YOU,Self,1,736
4,Matching,FRIEND,Friend,1,797
4,Matching,FRIEND,Friend,1,577
4,Matching,FRIEND,Friend,1,405
4,Nonmatching,YOU,Friend,1,499
4,Nonmatching,YOU,Friend,1,691
4,Matching,FRIEND,Friend,1,630
4,Nonmatching,FRIEND,Self,1,678
4,Matching,FRIEND,Friend,1,730
4,Nonmatching,YOU,Friend,1,632
4,Nonmatching,YOU,Friend,1,688
4,Matching,FRIEND,Friend,1,743
4,Nonmatching,YOU,Friend,1,615
4,Nonmatching,FRIEND,Self,1,905
4,Nonmatching,FRIEND,Self,1,637
4,Matching,FRIEND,Friend,1,781
4,Nonmatching,YOU,Friend,1,599
4,Matching,YOU,Self,1,453
4,Matching,YOU,Self,1,469
4,Nonmatching,YOU,Friend,1,622
4,Matching,YOU,Self,0,976
4,Nonmatching,YOU,Friend,0,948
4,Nonmatching,FRIEND,Self,1,957
4,Matching,YOU,Self,1,539
4,Matching,FRIEND,Friend,1,708
4,Matching,YOU,Self,1,661
4,Matching,FRIEND,Friend,1,675
4,Matching,YOU,Self,0,639
4,Matching,FRIEND,Friend,0,830
4,Matching,YOU,Self,1,575
4,Nonmatching,FRIEND,Self,1,634
4,Matching,FRIEND,Friend,1,901
4,Matching,YOU,Self,1,575
4,Matching,YOU,Self,1,497
4,Matching,YOU,Self,1,476
4,Nonmatching,FRIEND,Self,1,1004
4,Nonmatching,YOU,Friend,1,836
4,Nonmatching,YOU,Friend,1,713
4,Nonmatching,FRIEND,Self,1,634
4,Nonmatching,YOU,Friend,1,724
4,Matching,YOU,Self,1,527
4,Matching,YOU,Self,1,957
4,Matching,FRIEND,Friend,1,867
4,Nonmatching,YOU,Friend,1,599
4,Matching,YOU,Self,1,513
4,Nonmatching,FRIEND,Self,1,561
8,Nonmatching,FRIEND,Self,1,909
8,Matching,FRIEND,Friend,1,735
8,Matching,YOU,Self,1,610
8,Matching,FRIEND,Friend,1,660
8,Matching,YOU,Self,1,511
8,Nonmatching,YOU,Friend,1,494
8,Nonmatching,FRIEND,Self,0,680
8,Nonmatching,FRIEND,Self,1,572
8,Nonmatching,FRIEND,Self,1,697
8,Nonmatching,FRIEND,Self,1,899
8,Matching,YOU,Self,1,459
8,Matching,YOU,Self,1,680
8,Nonmatching,FRIEND,Self,1,470
8,Nonmatching,YOU,Friend,0,522
8,Matching,FRIEND,Friend,1,700
8,Matching,YOU,Self,1,584
8,Matching,YOU,Self,1,626
8,Nonmatching,YOU,Friend,1,576
8,Nonmatching,FRIEND,Self,1,698
8,Matching,FRIEND,Friend,1,545
8,Matching,YOU,Self,1,689
8,Matching,FRIEND,Friend,1,533
8,Nonmatching,YOU,Friend,1,599
8,Matching,YOU,Self,1,512
8,Nonmatching,YOU,Friend,1,586
8,Nonmatching,FRIEND,Self,0,493
8,Nonmatching,FRIEND,Self,1,733
8,Nonmatching,FRIEND,Self,1,522
8,Nonmatching,FRIEND,Self,1,428
8,Nonmatching,FRIEND,Self,1,685
8,Matching,FRIEND,Friend,0,747
8,Nonmatching,FRIEND,Self,1,779
8,Matching,FRIEND,Friend,1,561
8,Nonmatching,FRIEND,Self,1,588
8,Nonmatching,FRIEND,Self,1,606
8,Matching,YOU,Self,1,637
8,Matching,FRIEND,Friend,1,482
8,Matching,FRIEND,Friend,1,514
8,Nonmatching,YOU,Friend,1,561
8,Matching,YOU,Self,1,558
8,Nonmatching,YOU,Friend,1,547
8,Nonmatching,FRIEND,Self,1,974
8,Nonmatching,FRIEND,Self,1,918
8,Nonmatching,YOU,Friend,1,759
8,Matching,FRIEND,Friend,1,741
8,Nonmatching,FRIEND,Self,1,762
8,Matching,FRIEND,Friend,1,627
8,Matching,YOU,Self,1,532
8,Matching,YOU,Self,1,669
8,Nonmatching,FRIEND,Self,1,586
8,Matching,FRIEND,Friend,1,604
8,Matching,YOU,Self,0,509
8,Nonmatching,YOU,Friend,1,423
8,Nonmatching,YOU,Friend,1,775
8,Nonmatching,YOU,Friend,1,786
8,Matching,YOU,Self,0,594
8,Nonmatching,FRIEND,Self,0,767
8,Matching,YOU,Self,1,552
8,Nonmatching,YOU,Friend,1,552
8,Matching,YOU,Self,1,622
8,Nonmatching,FRIEND,Self,1,587
8,Matching,YOU,Self,1,567
8,Nonmatching,FRIEND,Self,1,522
8,Nonmatching,YOU,Friend,0,370
8,Nonmatching,YOU,Friend,1,495
8,Nonmatching,FRIEND,Self,1,663
8,Matching,FRIEND,Friend,0,427
8,Matching,FRIEND,Friend,1,517
8,Matching,FRIEND,Friend,1,407
8,Matching,FRIEND,Friend,1,428
8,Nonmatching,FRIEND,Self,1,464
8,Nonmatching,YOU,Friend,0,506
8,Matching,FRIEND,Friend,0,608
8,Matching,FRIEND,Friend,1,424
8,Nonmatching,YOU,Friend,1,497
8,Matching,FRIEND,Friend,0,387
8,Nonmatching,YOU,Friend,0,527
8,Nonmatching,YOU,Friend,1,535
8,Matching,YOU,Self,1,411
8,Matching,FRIEND,Friend,0,461
8,Nonmatching,YOU,Friend,1,227
8,Nonmatching,YOU,Friend,1,393
8,Nonmatching,FRIEND,Self,0,311
8,Matching,YOU,Self,1,404
8,Nonmatching,FRIEND,Self,0,221
8,Nonmatching,FRIEND,Self,1,516
8,Matching,FRIEND,Friend,0,553
8,Matching,YOU,Self,1,373
8,Matching,FRIEND,Friend,1,531
8,Nonmatching,YOU,Friend,1,592
8,Nonmatching,FRIEND,Self,0,392
8,Matching,YOU,Self,0,290
8,Nonmatching,FRIEND,Self,0,235
8,Nonmatching,YOU,Friend,0,1082
8,Matching,YOU,Self,1,465
8,Nonmatching,YOU,Friend,0,544
8,Nonmatching,YOU,Friend,0,378
8,Nonmatching,FRIEND,Self,1,279
8,Nonmatching,YOU,Friend,1,368
8,Matching,YOU,Self,1,383
8,Matching,FRIEND,Friend,1,736
8,Matching,YOU,Self,1,222
8,Nonmatching,YOU,Friend,0,379
8,Matching,FRIEND,Friend,1,454
8,Nonmatching,YOU,Friend,1,646
8,Matching,FRIEND,Friend,1,438
8,Nonmatching,YOU,Friend,1,613
8,Matching,FRIEND,Friend,1,565
8,Matching,YOU,Self,1,529
8,Matching,FRIEND,Friend,1,485
8,Matching,FRIEND,Friend,1,431
8,Matching,FRIEND,Friend,1,435
8,Matching,YOU,Self,1,461
8,Nonmatching,FRIEND,Self,0,369
8,Nonmatching,FRIEND,Self,1,437
8,Nonmatching,FRIEND,Self,1,468
8,Nonmatching,YOU,Friend,0,346
8,Matching,FRIEND,Friend,0,973
8,Nonmatching,YOU,Friend,1,803
8,Matching,YOU,Self,1,370
8,Matching,YOU,Self,1,493
8,Nonmatching,YOU,Friend,1,446
8,Matching,YOU,Self,1,739
8,Matching,YOU,Self,0,272
8,Nonmatching,YOU,Friend,0,246
8,Nonmatching,YOU,Friend,1,489
8,Matching,FRIEND,Friend,1,446
8,Nonmatching,FRIEND,Self,0,582
8,Matching,YOU,Self,1,471
8,Matching,FRIEND,Friend,0,624
8,Nonmatching,YOU,Friend,1,722
8,Nonmatching,FRIEND,Self,0,349
8,Nonmatching,FRIEND,Self,0,387
8,Matching,FRIEND,Friend,0,271
8,Matching,FRIEND,Friend,1,282
8,Nonmatching,YOU,Friend,1,441
8,Matching,YOU,Self,1,405
8,Nonmatching,FRIEND,Self,1,642
8,Nonmatching,YOU,Friend,1,693
8,Matching,FRIEND,Friend,1,772
8,Nonmatching,FRIEND,Self,1,607
8,Nonmatching,YOU,Friend,1,750
8,Matching,YOU,Self,1,402
8,Nonmatching,FRIEND,Self,1,667
8,Matching,YOU,Self,1,799
8,Nonmatching,FRIEND,Self,1,652
8,Matching,FRIEND,Friend,1,922
8,Nonmatching,YOU,Friend,1,224
8,Matching,YOU,Self,1,220
8,Matching,YOU,Self,0,536
8,Nonmatching,YOU,Friend,0,316
8,Nonmatching,YOU,Friend,1,465
8,Matching,FRIEND,Friend,1,576
8,Nonmatching,YOU,Friend,1,540
8,Nonmatching,YOU,Friend,0,594
8,Matching,YOU,Self,1,488
8,Matching,FRIEND,Friend,0,597
8,Matching,YOU,Self,1,412
8,Nonmatching,FRIEND,Self,1,694
8,Matching,FRIEND,Friend,1,679
8,Matching,YOU,Self,1,306
8,Nonmatching,YOU,Friend,1,459
8,Matching,YOU,Self,1,540
8,Nonmatching,YOU,Friend,0,402
8,Matching,FRIEND,Friend,0,544
8,Nonmatching,FRIEND,Self,1,812
8,Nonmatching,FRIEND,Self,1,831
8,Nonmatching,FRIEND,Self,1,764
8,Matching,FRIEND,Friend,1,695
8,Matching,YOU,Self,1,483
8,Matching,YOU,Self,1,304
14,Nonmatching,YOU,Friend,1,574
14,Nonmatching,YOU,Friend,1,567
14,Matching,FRIEND,Friend,1,472
14,Matching,YOU,Self,1,698
14,Nonmatching,YOU,Friend,1,559
14,Nonmatching,YOU,Friend,1,547
14,Nonmatching,FRIEND,Self,0,565
14,Nonmatching,YOU,Friend,1,636
14,Matching,YOU,Self,1,661
14,Matching,YOU,Self,1,525
14,Nonmatching,YOU,Friend,1,924
14,Matching,YOU,Self,1,642
14,Matching,YOU,Self,1,749
14,Matching,FRIEND,Friend,1,685
14,Matching,YOU,Self,0,600
14,Matching,YOU,Self,1,684
14,Nonmatching,YOU,Friend,1,644
14,Nonmatching,FRIEND,Self,0,630
14,Matching,FRIEND,Friend,1,729
14,Matching,FRIEND,Friend,1,511
14,Matching,YOU,Self,0,690
14,Matching,YOU,Self,1,455
14,Matching,FRIEND,Friend,1,592
14,Matching,FRIEND,Friend,1,811
14,Nonmatching,YOU,Friend,1,631
14,Nonmatching,YOU,Friend,1,801
14,Matching,FRIEND,Friend,1,878
14,Nonmatching,YOU,Friend,1,560
14,Nonmatching,YOU,Friend,1,690
14,Nonmatching,FRIEND,Self,1,885
14,Matching,YOU,Self,1,945
14,Matching,YOU,Self,1,563
14,Matching,FRIEND,Friend,1,1065
14,Nonmatching,FRIEND,Self,1,646
14,Matching,FRIEND,Friend,1,532
14,Nonmatching,YOU,Friend,1,897
14,Matching,FRIEND,Friend,0,385
14,Nonmatching,FRIEND,Self,1,750
14,Nonmatching,FRIEND,Self,1,623
14,Matching,FRIEND,Friend,1,574
14,Nonmatching,YOU,Friend,1,833
14,Matching,YOU,Self,1,627
14,Nonmatching,YOU,Friend,1,568
14,Matching,FRIEND,Friend,1,949
14,Nonmatching,YOU,Friend,0,552
14,Nonmatching,FRIEND,Self,1,709
14,Matching,FRIEND,Friend,0,826
14,Matching,YOU,Self,1,561
14,Nonmatching,FRIEND,Self,1,666
14,Matching,YOU,Self,1,644
14,Matching,FRIEND,Friend,1,580
14,Matching,FRIEND,Friend,1,543
14,Nonmatching,FRIEND,Self,1,609
14,Nonmatching,FRIEND,Self,1,684
14,Matching,FRIEND,Friend,1,609
14,Nonmatching,YOU,Friend,1,556
14,Matching,FRIEND,Friend,0,629
14,Nonmatching,YOU,Friend,1,610
14,Nonmatching,FRIEND,Self,0,1002
14,Matching,FRIEND,Friend,0,630
14,Matching,YOU,Self,1,569
14,Matching,YOU,Self,1,618
14,Nonmatching,YOU,Friend,1,618
14,Matching,YOU,Self,0,717
14,Nonmatching,YOU,Friend,1,921
14,Matching,YOU,Self,1,404
14,Nonmatching,FRIEND,Self,1,728
14,Nonmatching,FRIEND,Self,1,776
14,Matching,YOU,Self,1,833
14,Matching,FRIEND,Friend,0,568
14,Nonmatching,YOU,Friend,1,1002
14,Matching,FRIEND,Friend,1,368
14,Nonmatching,YOU,Friend,1,647
14,Matching,FRIEND,Friend,1,398
14,Matching,YOU,Self,1,741
14,Matching,YOU,Self,0,865
14,Nonmatching,YOU,Friend,1,215
14,Nonmatching,YOU,Friend,1,462
14,Nonmatching,FRIEND,Self,0,598
14,Matching,YOU,Self,1,927
14,Matching,FRIEND,Friend,1,818
14,Nonmatching,FRIEND,Self,1,635
14,Matching,FRIEND,Friend,1,617
14,Matching,FRIEND,Friend,1,566
14,Matching,YOU,Self,0,439
14,Nonmatching,YOU,Friend,1,827
14,Nonmatching,YOU,Friend,1,887
14,Nonmatching,YOU,Friend,1,618
14,Nonmatching,FRIEND,Self,0,581
14,Nonmatching,YOU,Friend,1,991
14,Matching,FRIEND,Friend,1,1034
14,Matching,FRIEND,Friend,1,822
14,Nonmatching,FRIEND,Self,1,625
14,Matching,YOU,Self,1,445
14,Matching,FRIEND,Friend,1,906
14,Nonmatching,FRIEND,Self,1,691
14,Matching,YOU,Self,1,804
14,Nonmatching,YOU,Friend,1,685
14,Matching,FRIEND,Friend,1,439
14,Matching,FRIEND,Friend,1,1036
14,Nonmatching,FRIEND,Self,1,733
14,Matching,YOU,Self,1,654
14,Nonmatching,FRIEND,Self,1,814
14,Matching,FRIEND,Friend,1,632
14,Nonmatching,FRIEND,Self,1,658
14,Nonmatching,YOU,Friend,1,971
14,Nonmatching,YOU,Friend,1,860
14,Nonmatching,FRIEND,Self,1,920
14,Matching,YOU,Self,1,595
14,Matching,YOU,Self,1,584
14,Nonmatching,YOU,Friend,1,637
14,Nonmatching,YOU,Friend,1,598
14,Matching,FRIEND,Friend,1,581
14,Matching,YOU,Self,1,632
14,Nonmatching,FRIEND,Self,1,654
14,Nonmatching,FRIEND,Self,1,704
14,Matching,YOU,Self,1,593
14,Nonmatching,YOU,Friend,1,668
14,Nonmatching,YOU,Friend,1,510
14,Nonmatching,FRIEND,Self,1,905
14,Nonmatching,FRIEND,Self,1,784
14,Nonmatching,FRIEND,Self,1,619
14,Matching,YOU,Self,1,522
14,Matching,FRIEND,Friend,1,586
14,Matching,YOU,Self,1,563
14,Nonmatching,YOU,Friend,1,543
14,Matching,FRIEND,Friend,1,706
14,Matching,FRIEND,Friend,1,518
14,Matching,YOU,Self,0,547
14,Matching,FRIEND,Friend,1,601
14,Nonmatching,FRIEND,Self,0,493
14,Matching,YOU,Self,1,673
14,Matching,FRIEND,Friend,1,885
14,Matching,YOU,Self,1,730
14,Nonmatching,YOU,Friend,1,884
14,Nonmatching,FRIEND,Self,1,605
14,Matching,YOU,Self,1,713
14,Nonmatching,YOU,Friend,1,669
14,Matching,FRIEND,Friend,1,760
14,Matching,YOU,Self,1,567
14,Matching,FRIEND,Friend,1,687
14,Matching,YOU,Self,1,654
14,Nonmatching,FRIEND,Self,1,857
14,Matching,YOU,Self,1,599
14,Nonmatching,FRIEND,Self,1,859
14,Matching,YOU,Self,1,613
14,Nonmatching,FRIEND,Self,1,854
14,Nonmatching,FRIEND,Self,1,655
14,Matching,FRIEND,Friend,1,605
14,Matching,FRIEND,Friend,1,628
14,Matching,FRIEND,Friend,1,472
14,Nonmatching,YOU,Friend,1,690
14,Matching,FRIEND,Friend,1,710
14,Nonmatching,FRIEND,Self,1,712
14,Nonmatching,FRIEND,Self,1,582
14,Matching,FRIEND,Friend,0,870
14,Nonmatching,FRIEND,Self,1,930
14,Matching,YOU,Self,1,633
14,Nonmatching,YOU,Friend,1,602
14,Nonmatching,FRIEND,Self,1,766
14,Nonmatching,FRIEND,Self,1,594
14,Nonmatching,YOU,Friend,1,846
14,Matching,YOU,Self,1,752
14,Matching,YOU,Self,1,532
14,Matching,YOU,Self,1,560
14,Matching,FRIEND,Friend,1,654
14,Nonmatching,FRIEND,Self,1,568
3,Nonmatching,FRIEND,Self,1,817
3,Matching,YOU,Self,1,593
3,Nonmatching,FRIEND,Self,0,581
3,Matching,FRIEND,Friend,1,905
3,Nonmatching,YOU,Friend,1,839
3,Matching,YOU,Self,1,569
3,Matching,YOU,Self,1,479
3,Nonmatching,FRIEND,Self,1,582
3,Matching,YOU,Self,0,472
3,Matching,YOU,Self,1,537
3,Matching,YOU,Self,1,379
3,Matching,FRIEND,Friend,1,889
3,Nonmatching,FRIEND,Self,1,556
3,Nonmatching,YOU,Friend,1,625
3,Nonmatching,YOU,Friend,1,495
3,Nonmatching,FRIEND,Self,1,1004
3,Nonmatching,YOU,Friend,1,744
3,Nonmatching,FRIEND,Self,1,526
3,Nonmatching,FRIEND,Self,1,530
3,Matching,FRIEND,Friend,0,423
3,Matching,FRIEND,Friend,1,636
3,Matching,YOU,Self,1,639
3,Nonmatching,FRIEND,Self,0,533
3,Nonmatching,FRIEND,Self,1,603
3,Nonmatching,FRIEND,Self,1,365
3,Nonmatching,YOU,Friend,1,696
3,Nonmatching,YOU,Friend,1,391
3,Matching,FRIEND,Friend,1,590
3,Nonmatching,FRIEND,Self,1,831
3,Matching,YOU,Self,1,663
3,Matching,YOU,Self,1,907
3,Nonmatching,FRIEND,Self,1,632
3,Matching,FRIEND,Friend,0,482
3,Nonmatching,YOU,Friend,1,783
3,Nonmatching,YOU,Friend,1,885
3,Nonmatching,YOU,Friend,1,415
3,Nonmatching,YOU,Friend,1,415
3,Matching,FRIEND,Friend,1,490
3,Nonmatching,FRIEND,Self,1,559
3,Nonmatching,FRIEND,Self,1,1085
