#TIME RESPONSE CND
0.6592 1 111
0.8225 0 111
0.8035 1 111
0.766 1 111
0.7565 1 111
0.722 1 111
0.53 1 111
0.8922 1 111
0.7379 1 111
0.6845 1 111
0.8084 1 111
0.7432 1 111
0.52 1 111
0.6033 1 111
0.4628 1 111
1.0339 1 111
0.8379 0 111
0.7651 1 111
0.692 1 111
0.6404 1 111
1.017 1 111
0.7726 1 111
0.7757 0 111
0.6281 1 111
0.5752 1 111
0.8618 0 111
0.6757 0 111
0.6434 1 111
0.6407 1 111
0.5877 0 111
0.7494 1 111
0.5657 1 111
0.8583 1 111
1.0841 1 111
0.8495 1 111
0.7278 1 111
0.7787 1 111
0.6381 1 111
0.4641 1 111
0.7726 1 111
0.6519 1 111
0.6494 1 111
0.7639 1 111
0.7015 1 111
0.6695 1 111
0.5101 1 111
0.8522 1 111
0.7558 0 111
0.7651 1 111
0.7825 1 111
0.9882 1 111
0.599 1 111
0.4342 1 111
0.5889 1 111
0.6882 1 111
0.6653 1 111
0.6547 1 111
0.8042 1 111
0.6414 1 121
1.0841 1 121
0.6952 1 121
0.8187 1 121
0.5302 0 121
0.6476 1 121
0.7134 1 121
0.6606 1 121
0.5133 1 121
0.7276 1 121
0.7785 1 121
0.5929 1 121
0.7057 1 121
0.7139 1 121
1.0841 1 121
0.682 1 121
0.6139 1 121
0.5195 1 121
0.7168 0 121
0.7044 1 121
0.6335 0 121
0.7689 1 121
0.5464 1 121
0.916 1 121
0.5433 1 121
0.7812 1 121
0.6426 1 121
0.6449 1 121
0.6392 1 121
0.8962 1 121
0.8482 1 121
0.499 1 121
0.6479 1 121
0.7762 1 121
0.7406 1 121
0.724 1 121
0.7131 0 121
0.5577 1 121
0.4817 1 121
0.8798 1 121
0.8113 1 121
0.8365 1 121
0.6649 0 121
0.6348 1 121
0.7189 1 121
0.6776 1 121
0.806 1 121
0.577 0 121
0.4967 1 121
0.5553 0 121
0.5025 1 121
0.4842 1 121
0.8727 1 121
0.4564 0 121
0.5475 1 121
0.5083 1 121
0.4514 1 121
0.8228 0 121
0.6387 1 121
0.6235 1 131
0.7352 0 131
0.7272 1 131
0.8152 0 131
0.5892 1 131
0.7933 1 131
0.5547 1 131
0.5514 1 131
0.7969 1 131
0.648 1 131
0.8529 1 131
0.6758 1 131
0.9184 0 131
0.6962 1 131
0.8154 1 131
1.0328 1 131
0.4476 1 131
0.6312 1 131
0.8585 0 131
0.6583 1 131
0.507 1 131
0.6956 1 131
0.7525 0 131
0.8218 1 131
0.5812 1 131
0.807 1 131
0.4199 1 131
0.6423 1 131
0.7809 1 131
0.5752 1 131
0.7655 1 131
0.5814 1 131
0.6417 1 131
0.8428 1 131
0.7287 1 131
0.6761 1 131
0.8219 1 131
0.514 1 131
0.7779 1 131
0.7203 1 131
0.6497 1 131
0.654 1 131
0.814 1 131
0.8846 0 131
0.679 1 131
0.5627 0 131
0.843 1 131
0.7436 1 131
0.7052 1 131
0.7638 1 131
0.7803 1 131
0.6398 1 131
0.6624 0 131
0.6315 1 131
0.9439 0 131
0.7781 1 131
0.9458 0 131
0.7083 0 131
0.4641 1 211
0.4364 1 211
0.526 1 211
0.6651 1 211
0.6851 1 211
0.667 1 211
0.739 0 211
1.085 1 211
0.8074 1 211
0.7895 1 211
0.5263 1 211
0.733 1 211
0.6408 1 211
0.4785 1 211
0.9236 1 211
0.7273 1 211
0.584 1 211
0.6948 1 211
0.8658 1 211
0.8603 1 211
0.6185 1 211
0.621 1 211
0.6893 1 211
0.5326 1 211
1.019 1 211
0.6293 1 211
0.9297 1 211
0.9151 0 211
0.5959 1 211
0.781 0 211
0.8399 1 211
0.9474 1 211
0.8281 1 211
0.9288 1 211
0.9593 1 211
0.624 1 211
0.6819 1 211
0.518 1 211
0.6091 1 211
0.639 1 211
0.7401 1 211
1.085 1 211
0.7997 1 211
0.6582 1 211
0.745 1 211
0.5853 1 211
1.085 1 211
0.6052 1 211
1.064 1 211
0.6061 1 211
0.8913 1 211
0.751 1 211
0.6604 1 211
0.6323 1 211
0.5308 1 211
0.7331 1 211
0.7734 1 211
0.6367 1 211
1.0888 1 221
0.7409 0 221
0.5614 1 221
0.8094 1 221
1.0802 1 221
0.6703 0 221
0.7936 1 221
0.6251 1 221
0.5799 1 221
0.7058 1 221
0.9638 1 221
0.6352 1 221
1.0324 0 221
0.5374 1 221
0.9009 1 221
0.8283 1 221
0.6469 1 221
0.909 1 221
0.7343 1 221
0.9674 1 221
0.7071 1 221
0.6236 1 221
0.712 1 221
0.7882 1 221
0.7335 1 221
0.8342 1 221
0.6087 1 221
0.9096 0 221
0.6076 1 221
0.5553 1 221
0.4846 1 221
0.8062 1 221
0.7672 1 221
0.6729 1 221
0.5142 1 221
0.8353 0 221
0.8746 1 221
0.6805 0 221
0.7729 1 221
0.7109 1 221
0.6425 1 221
0.5429 1 221
0.7954 1 221
0.7105 0 221
0.7486 1 221
0.6431 1 221
0.6284 1 221
0.6038 0 221
0.6111 1 221
0.786 0 221
0.6593 1 221
0.9964 0 221
0.6592 1 221
0.6009 0 221
0.6982 1 221
0.5537 1 221
0.782 1 221
1.0189 1 221
0.7511 1 221
0.838 1 221
0.6953 1 231
0.99 0 231
0.5563 1 231
0.691 1 231
0.6081 0 231
0.7919 0 231
0.7764 1 231
0.765 1 231
0.6605 1 231
0.6232 1 231
0.6915 1 231
1.0245 1 231
