#TIME RESPONSE CND
0.5669 0 111
0.8982 0 111
0.6039 1 111
0.6033 1 111
0.8115 1 111
0.5165 1 111
0.8213 1 111
0.6198 1 111
0.9987 1 111
0.7733 1 111
0.7174 1 111
0.7573 0 111
1.0231 1 111
0.6886 1 111
0.8459 1 111
0.542 1 111
0.7839 1 111
1.045 1 111
0.5551 1 111
0.6591 1 111
0.7293 1 111
0.5062 1 111
0.7311 1 111
0.4857 0 111
0.5245 1 111
0.8571 0 111
1.0841 1 111
0.5825 1 111
0.469 1 111
0.429 1 111
0.5952 1 111
0.7333 0 111
0.6017 1 111
0.7282 1 111
0.7106 1 111
0.9404 1 111
0.7924 0 111
0.7814 1 111
0.508 1 111
0.7057 1 111
0.7154 1 111
0.8975 1 111
0.5875 1 111
0.7751 0 111
0.655 0 111
0.885 1 111
1.0317 0 111
0.5461 0 111
0.8012 1 111
0.4461 0 111
0.59 1 111
0.6547 1 111
0.5975 1 111
0.6053 1 111
0.8242 1 111
0.8504 1 111
0.692 1 111
0.7256 1 121
0.4879 1 121
0.7419 1 121
0.5619 0 121
0.7555 0 121
1.08 1 121
0.7034 0 121
0.7919 1 121
0.5744 1 121
0.5236 1 121
0.6262 1 121
0.5836 0 121
0.6703 1 121
0.8922 1 121
0.663 1 121
0.7004 0 121
0.5319 1 121
0.7362 1 121
0.6872 1 121
0.872 1 121
0.6734 1 121
0.6719 1 121
0.6554 1 121
0.5131 1 121
0.6277 1 121
0.5434 1 121
0.6817 1 121
0.9163 1 121
0.7732 1 121
0.9412 1 121
0.8076 1 121
0.4843 1 121
0.6955 1 121
0.5184 0 121
0.7342 0 121
0.928 1 121
0.8534 0 121
0.7648 1 121
0.6487 1 121
0.6121 1 121
0.7055 1 121
0.5578 1 121
0.7145 1 121
0.6776 1 121
0.8399 1 121
0.7917 1 121
1.085 1 121
0.7505 1 121
0.7162 1 121
0.6928 1 121
0.7387 1 121
0.8526 1 121
0.6492 1 121
0.5754 1 121
0.7341 1 121
0.9331 1 121
0.531 1 121
0.408 1 121
0.43 1 131
0.7592 1 131
0.9274 1 131
0.9261 0 131
0.7078 0 131
0.5057 1 131
0.8389 1 131
0.9358 1 131
0.5722 1 131
0.6907 1 131
0.518 1 131
0.5727 1 131
0.7894 1 131
0.6821 0 131
0.5642 1 131
0.5842 0 131
0.772 1 131
0.668 1 131
0.7046 1 131
0.6215 0 131
0.5306 0 131
0.716 1 131
0.4076 1 131
0.8726 0 131
0.7769 1 131
0.6049 1 131
0.8519 0 131
0.5717 1 131
1.0841 1 131
0.9564 1 131
0.6389 1 131
0.5616 0 131
0.7757 1 131
0.6863 1 131
0.5244 1 131
0.8477 1 131
0.732 0 131
0.7954 0 131
0.6698 1 131
0.8274 0 131
0.9361 1 131
0.5735 1 131
0.8218 1 131
0.6935 0 131
0.8259 1 131
0.7052 1 131
0.8702 0 131
0.6393 1 131
0.7557 1 131
