#TIME RESPONSE CND
0.7484 1 111
1.0328 0 111
0.6057 1 111
0.8826 1 111
0.6911 1 111
0.8578 0 111
0.8087 1 111
0.8075 1 111
0.917 1 111
0.9031 1 111
0.6644 1 111
0.8978 0 111
0.5042 1 111
0.8489 1 111
0.949 1 111
0.6421 1 111
0.7789 1 111
0.8444 1 111
0.691 1 111
0.5582 1 111
0.7231 1 111
0.5236 1 111
0.7205 1 111
0.4773 1 111
0.8263 0 111
0.6485 1 111
0.5916 1 111
1.0732 1 111
0.7768 1 111
0.6034 1 111
0.6182 1 111
0.9358 1 111
0.7065 1 111
0.7027 1 111
0.7797 1 111
0.8249 1 111
0.6216 1 111
0.6044 1 111
0.6577 1 111
0.6832 1 111
0.6983 1 111
0.7439 1 111
0.5616 1 111
0.4125 1 111
0.7055 1 111
0.6903 0 111
1.0244 1 111
0.7179 1 111
0.5765 1 111
0.8785 1 111
0.6524 1 111
0.6926 1 111
0.8101 0 111
0.776 1 111
0.5568 1 111
0.6611 1 111
0.7019 1 111
0.3603 1 111
0.6471 1 111
0.5551 1 121
0.8491 1 121
0.8031 1 121
0.5775 1 121
0.7274 1 121
0.7895 1 121
0.7691 1 121
0.8123 1 121
0.6132 0 121
0.983 1 121
0.9034 1 121
1.0136 1 121
0.7915 1 121
0.7712 1 121
0.7566 0 121
0.508 1 121
0.6793 1 121
0.8752 1 121
0.708 0 121
0.6283 1 121
0.7562 1 121
1.085 1 121
0.7121 1 121
0.8272 1 121
1.0841 1 121
0.5417 1 121
0.4778 1 121
0.822 1 121
0.4253 1 121
0.72 1 121
0.7407 1 121
0.9151 1 121
1.085 1 121
0.7529 1 121
1.085 1 121
0.6907 1 121
0.756 1 121
0.95 1 121
0.4577 1 121
0.8487 1 121
1.085 1 121
0.5614 1 121
0.6193 0 121
0.5782 1 121
0.3391 1 121
0.8387 1 121
0.6275 1 121
0.6422 1 121
0.918 1 121
0.894 1 121
0.8172 1 121
0.6653 1 121
0.7241 0 121
0.5808 1 121
0.9056 1 121
0.589 1 121
0.8156 1 121
0.8164 1 121
0.8258 1 121
0.6832 1 121
0.5897 1 131
0.6766 1 131
0.9152 1 131
1.0526 1 131
0.6238 0 131
0.5555 1 131
0.8713 0 131
0.6842 1 131
0.7314 1 131
0.7197 1 131
0.533 1 131
0.7093 1 131
0.5636 0 131
0.6384 1 131
0.6452 1 131
0.888 1 131
0.5407 1 131
0.758 1 131
0.856 0 131
0.7878 1 131
1.0512 1 131
0.6265 1 131
0.636 1 131
0.8856 0 131
0.7173 1 131
0.8493 1 131
0.6422 1 131
0.7974 0 131
0.653 1 131
0.7484 1 131
0.9708 0 131
0.6921 1 131
0.8424 1 131
0.6232 0 131
0.8103 0 131
0.872 1 131
0.6256 0 131
0.6637 1 131
0.6097 0 131
0.9332 1 131
0.8152 1 131
0.8425 1 131
0.5842 1 131
0.7654 1 131
0.9977 1 131
0.7447 1 131
0.8726 1 131
0.5702 1 131
0.7716 1 131
0.744 1 131
0.647 1 131
0.6526 1 131
0.528 1 131
0.6384 1 131
0.7714 1 131
0.5111 1 131
0.7494 1 131
