#TIME RESPONSE CND
0.6954 1 111
0.9611 1 111
0.8015 1 111
0.5969 1 111
0.7037 1 111
0.6984 0 111
0.6804 1 111
0.7768 1 111
0.497 1 111
0.7757 1 111
0.5872 0 111
0.9624 1 111
0.5077 1 111
0.5631 1 111
0.4133 0 111
0.4451 1 111
0.8867 0 111
0.6434 1 111
0.7318 1 111
0.6926 1 111
0.6722 0 111
0.8742 1 111
0.8494 1 111
0.6748 1 111
0.8462 1 111
1.0841 1 111
0.5512 1 111
0.6578 1 111
0.35 1 111
0.8051 0 111
0.6498 1 111
0.6139 1 111
0.8617 1 111
0.6069 1 111
0.7847 0 111
0.6434 1 111
0.6851 1 111
0.6802 1 111
0.7911 1 111
0.7282 1 111
0.5758 0 111
0.7524 1 111
0.5667 1 111
1.0174 0 111
0.6203 0 111
0.617 1 111
0.7641 1 111
0.7536 1 111
0.5083 1 111
0.6906 1 111
0.769 1 111
0.6459 1 111
0.4314 1 111
0.6337 0 111
0.6914 1 111
0.4912 1 111
0.6461 1 111
0.7406 0 111
0.7735 1 111
0.6882 1 121
0.7337 1 121
0.8227 1 121
0.7483 1 121
0.6286 1 121
0.6 1 121
1.0444 0 121
0.6019 1 121
0.7082 1 121
0.6077 1 121
1.0841 0 121
0.7362 1 121
0.7201 1 121
0.6462 1 121
0.6512 1 121
0.685 1 121
0.9241 1 121
0.8181 0 121
0.7573 1 121
0.6434 0 121
0.5892 1 121
0.7972 1 121
0.5285 1 121
0.8177 1 121
1.04 1 121
0.6503 1 121
0.6922 1 121
0.7855 1 121
0.7591 1 121
0.6909 0 121
0.568 1 121
0.6844 1 121
0.4302 1 121
0.7116 1 121
0.5782 1 121
0.712 1 121
0.7974 1 121
0.8856 0 121
0.5056 1 121
0.5317 1 121
0.7925 0 121
0.6271 1 121
0.6733 0 121
0.7264 1 121
0.8958 1 121
0.7276 1 121
0.6042 1 121
0.7149 1 121
0.9961 1 121
0.8483 1 121
0.5979 1 121
0.6687 1 121
0.6005 1 121
0.6835 1 121
0.7252 1 121
0.8186 1 121
0.8641 0 121
0.6908 0 121
0.6487 0 121
0.8152 1 131
0.7787 1 131
0.9084 1 131
0.8938 1 131
0.6466 1 131
0.725 1 131
1.0134 1 131
0.8225 1 131
0.7518 1 131
0.7006 1 131
0.7376 1 131
0.9183 1 131
0.7618 1 131
0.652 1 131
0.8042 1 131
