#TIME RESPONSE CND
0.6349 1 111
0.5975 1 111
0.6707 0 111
0.6172 1 111
0.7847 1 111
0.7344 1 111
0.4965 1 111
0.4812 1 111
0.7944 1 111
0.9631 1 111
0.9125 1 111
0.5961 1 111
0.8397 1 111
0.7464 1 111
0.5873 0 111
0.7783 1 111
0.7948 0 111
0.6859 1 111
0.6905 1 111
0.8461 1 111
0.8555 1 111
0.9065 1 111
0.5367 1 111
0.7231 1 111
0.8717 1 111
0.5641 0 111
0.7685 1 111
0.6848 1 111
0.8393 1 111
0.9362 1 111
0.5212 0 111
0.6892 0 111
0.567 0 111
0.8466 1 111
0.689 1 111
0.5397 0 111
0.777 1 111
0.7347 1 111
0.7436 0 111
0.7677 1 111
0.5618 1 111
0.5021 1 111
0.8098 1 111
0.6184 1 111
0.862 1 111
0.8726 1 111
0.6627 1 111
1.0567 1 111
0.6445 1 111
0.7073 1 111
0.6447 1 111
0.7392 1 111
0.7111 1 111
0.4769 1 111
0.6191 1 111
0.685 1 111
0.5825 1 111
0.3916 1 111
0.7465 1 111
0.7218 1 121
0.827 0 121
0.8373 1 121
0.8342 1 121
0.8038 1 121
0.7932 0 121
0.9332 1 121
0.6999 1 121
0.8024 1 121
0.7974 1 121
0.6783 0 121
0.6011 1 121
0.896 1 121
0.7207 1 121
0.8008 1 121
0.4845 1 121
0.7578 1 121
0.6818 1 121
0.5916 0 121
0.8006 0 121
0.4593 1 121
1.016 1 121
0.5605 1 121
0.8951 1 121
0.5368 1 121
0.4585 1 121
0.7845 1 121
0.6925 1 121
0.6843 1 121
0.61 1 121
0.7259 1 121
0.6859 1 121
0.8642 0 121
0.6952 1 121
0.6401 1 121
0.639 1 121
0.6733 1 121
0.6306 0 121
0.8412 1 121
0.846 0 121
0.8407 0 121
0.6394 1 121
0.5962 1 121
0.6312 1 121
0.6129 1 121
0.5022 1 121
0.8322 1 121
0.7562 1 121
0.5467 1 121
0.4849 1 121
0.6182 1 121
1.0326 1 121
0.9714 1 121
0.7822 1 121
0.694 1 121
0.8962 1 121
0.6784 1 121
0.7745 1 121
0.7187 1 131
0.76 0 131
0.7007 1 131
0.6783 1 131
0.7668 1 131
0.7779 0 131
0.6188 1 131
0.845 0 131
0.8165 1 131
0.5628 0 131
1.0603 1 131
0.6709 1 131
0.5867 1 131
1.0274 1 131
0.4687 1 131
0.816 1 131
0.6657 1 131
0.594 0 131
0.4879 1 131
0.9053 0 131
0.7202 1 131
0.5365 1 131
0.7089 1 131
0.6259 1 131
0.6809 1 131
0.843 0 131
0.9145 1 131
1.07 1 131
0.9527 1 131
0.8589 1 131
0.7844 1 131
0.8486 1 131
0.5638 1 131
0.3979 1 131
0.8258 0 131
0.9523 1 131
0.7851 1 131
0.5717 1 131
0.5058 1 131
0.9095 1 131
0.5925 0 131
0.5318 1 131
0.7662 1 131
0.5122 1 131
0.5731 1 131
0.6381 1 131
0.774 0 131
0.4634 1 131
0.6119 0 131
0.679 1 131
0.5779 1 131
0.5947 1 131
0.9288 0 131
0.5125 1 131
0.4759 1 131
0.7586 1 131
0.8467 1 211
0.7771 1 211
0.6909 1 211
0.9223 1 211
0.7578 1 211
0.5887 1 211
0.9244 1 211
0.9918 1 211
0.7698 1 211
1.0231 0 211
0.5294 1 211
0.4686 1 211
1.0557 1 211
0.6314 0 211
0.9069 1 211
0.6216 1 211
0.81 1 211
0.5863 1 211
0.3561 1 211
0.6107 1 211
0.8263 1 211
0.5358 1 211
0.6586 0 211
0.5429 1 211
0.7188 0 211
0.714 1 211
0.8484 1 211
0.5485 1 211
0.72 1 211
0.9411 1 211
0.8729 1 211
0.714 1 211
0.4362 1 211
0.7473 0 211
0.5194 1 211
0.6718 1 211
0.993 1 211
1.009 1 211
0.7336 1 211
0.8884 1 211
0.6245 1 211
0.8005 1 211
0.524 1 211
0.5842 1 211
0.7182 0 211
0.6003 1 211
0.575 1 211
0.6769 1 211
0.6794 1 211
0.7565 1 211
0.6002 0 211
0.856 1 211
0.5596 1 211
0.5372 1 211
0.7423 1 211
0.852 1 211
0.5883 1 211
1.0755 1 211
0.639 0 221
0.822 0 221
1.0236 1 221
0.6517 1 221
0.628 1 221
0.7778 1 221
0.4265 1 221
0.8356 1 221
0.6654 1 221
0.6742 1 221
0.563 1 221
0.7129 1 221
0.8721 1 221
0.7285 1 221
0.5615 0 221
0.8508 1 221
0.4479 0 221
0.5764 1 221
0.7619 0 221
0.5527 1 221
0.5633 1 221
0.845 1 221
0.8909 1 221
0.6433 1 221
0.8366 1 221
0.7242 1 221
0.466 1 221
0.6474 0 221
0.8016 1 221
1.0268 1 221
0.884 1 221
0.712 1 221
1.0841 1 221
0.7834 1 221
0.667 1 221
0.8343 1 221
0.8331 1 221
0.3318 1 221
0.9616 1 221
0.5308 1 221
0.8078 1 221
0.9597 1 221
0.603 1 221
0.6686 1 221
0.7781 1 221
0.6782 1 221
0.7524 1 221
0.454 1 221
0.689 1 221
0.7688 1 221
0.6706 0 221
0.4837 1 221
0.9883 1 221
0.7189 1 221
0.8295 0 221
0.707 1 221
0.6408 1 221
0.7889 1 221
0.6558 1 221
0.4993 1 221
0.7132 1 231
0.7069 1 231
0.6219 0 231
0.7481 1 231
0.5771 1 231
0.9075 0 231
0.4992 1 231
0.6404 1 231
0.7608 1 231
0.6308 1 231
0.7301 1 231
0.6692 0 231
0.7233 1 231
0.7984 1 231
0.5779 1 231
0.5591 1 231
0.7477 1 231
0.5677 1 231
0.6918 1 231
0.9324 1 231
0.8659 1 231
0.4213 1 231
0.698 1 231
0.8849 1 231
0.5915 1 231
0.7577 0 231
0.7548 1 231
0.8225 1 231
0.8484 1 231
0.5544 1 231
0.8054 1 231
0.8046 1 231
0.8885 1 231
0.788 1 231
0.5596 1 231
0.772 1 231
0.7319 1 231
0.6241 1 231
1.0841 1 231
0.5686 1 231
0.6706 1 231
0.8322 1 231
0.9578 0 231
0.7917 1 231
0.6712 1 231
0.6929 1 231
0.6027 1 231
0.5345 1 231
0.6762 1 231
0.7342 1 231
0.7021 1 231
0.7305 1 231
0.5604 1 231
1.0623 0 231
0.795 1 231
0.5529 1 231
0.5402 0 231
0.864 1 231
0.7213 1 112
0.8375 1 112
0.7128 1 112
0.6576 1 112
0.9766 1 112
0.809 1 112
0.5969 0 112
0.5048 1 112
0.5537 1 112
0.6493 1 112
0.6551 1 112
0.6169 1 112
0.7049 1 112
0.7387 0 112
0.6718 1 112
0.6826 1 112
0.736 1 112
0.4992 1 112
0.7486 1 112
0.7645 0 112
0.5726 1 112
0.7596 1 112
0.5353 1 112
1.0244 1 112
0.8672 1 112
0.6887 1 112
0.6549 1 112
0.7029 1 112
0.7743 1 112
0.7851 0 112
0.7847 1 112
0.6123 1 112
0.6626 1 112
0.5597 1 112
0.8227 1 112
0.7156 0 112
0.9079 1 112
0.7052 1 112
0.791 1 112
0.8139 1 112
0.531 0 112
0.8857 1 112
0.7674 1 112
0.5058 0 112
0.6785 1 112
1.0673 0 112
0.8053 0 112
0.8247 0 112
0.7339 0 112
0.6834 1 112
0.6675 1 112
0.9165 1 112
0.8664 0 112
0.7725 1 112
0.6847 1 112
0.6954 0 112
0.7486 0 112
0.4006 1 112
0.6831 1 112
0.9893 1 122
0.7322 1 122
0.8859 1 122
0.7573 0 122
0.7024 1 122
0.6551 1 122
0.7027 1 122
0.7147 1 122
0.7314 1 122
0.808 1 122
0.6515 0 122
0.6141 1 122
0.5439 1 122
0.7554 1 122
0.6754 0 122
0.5626 0 122
0.8127 1 122
0.6317 1 122
0.6698 1 122
0.7186 1 122
0.7607 1 122
0.7271 1 122
0.7947 1 122
0.4356 1 122
0.4205 1 122
0.5812 1 122
0.8232 1 122
0.7354 1 122
0.7791 1 122
0.7871 1 122
0.6318 1 122
0.5948 1 122
1.0439 1 122
0.9854 0 122
0.5691 1 122
0.7199 1 122
0.8799 0 122
0.6888 0 122
0.7529 0 122
0.7971 1 122
0.9721 1 122
0.5799 1 122
0.8711 1 122
0.5892 1 122
0.7436 1 122
0.6944 0 122
0.8735 0 122
0.7032 1 122
0.7686 1 122
0.8909 0 122
0.5857 0 122
0.8562 1 122
0.542 0 122
0.6803 1 122
0.5575 1 122
0.8862 1 122
0.6902 1 122
0.8053 0 122
0.8873 1 132
0.7751 0 132
0.6083 0 132
0.5823 1 132
1.0841 1 132
0.5857 1 132
0.4953 1 132
0.623 0 132
0.8047 1 132
0.8597 1 132
0.7376 1 132
0.4638 1 132
0.5194 1 132
0.5686 1 132
0.6465 1 132
0.6668 1 132
0.612 1 132
0.7529 1 132
0.6726 0 132
0.8459 1 132
0.6919 0 132
0.5759 1 132
0.561 1 132
0.8582 1 132
0.7954 1 132
1.0841 1 132
0.6491 1 132
0.6919 1 132
0.6529 1 132
0.5695 1 132
0.5413 0 132
0.6501 1 132
0.8553 1 132
0.836 1 132
0.8097 1 132
0.6022 1 132
0.9738 1 132
0.6796 1 132
0.7761 1 132
0.6742 1 132
0.7053 1 132
1.0231 1 132
0.6035 0 132
0.6128 1 132
0.529 1 132
0.5231 1 132
0.791 1 132
0.9303 1 132
0.7917 1 132
0.8407 1 132
1.085 0 132
0.7575 1 132
0.5991 1 132
0.6198 1 132
0.5871 1 132
0.6184 1 132
0.6635 0 132
0.8655 1 212
0.8853 1 212
0.8279 0 212
0.8355 1 212
0.5703 1 212
0.6798 1 212
0.7347 1 212
0.6923 1 212
0.7942 1 212
0.8101 1 212
0.5447 1 212
0.5374 1 212
0.829 0 212
0.6011 0 212
0.5938 1 212
0.6834 1 212
0.9247 1 212
0.6703 1 212
0.8208 1 212
0.8247 0 212
0.7618 0 212
0.6635 1 212
0.7807 0 212
0.6614 1 212
0.7504 1 212
0.5165 1 212
0.7093 1 212
0.5775 1 212
0.5393 1 212
0.7693 1 212
0.5585 1 212
0.7603 0 212
0.6524 1 212
0.7856 1 212
0.6907 1 212
0.6139 1 212
0.4891 0 212
0.8044 1 212
0.6187 0 212
0.6906 0 212
0.7255 1 212
1.052 1 212
0.5065 1 212
0.685 1 212
0.56 1 212
0.6031 0 212
0.6726 0 212
0.6324 1 212
0.903 1 212
0.5533 1 212
0.7751 1 212
0.6732 0 212
0.7283 1 212
0.7683 0 212
0.5907 0 212
0.6189 1 222
0.7106 0 222
0.6625 1 222
0.6375 1 222
0.6227 1 222
0.5147 1 222
0.7722 0 222
0.646 1 222
0.7709 0 222
0.786 1 222
0.684 1 222
0.9764 1 222
0.6958 1 222
0.4917 1 222
0.6942 1 222
0.8739 1 222
0.9578 1 222
0.6977 1 222
0.5818 1 222
0.6325 1 222
0.7541 1 222
1.0215 1 222
0.8587 1 222
0.6604 1 222
0.6232 1 222
0.8495 1 222
0.5213 1 222
0.5477 1 222
0.4773 1 222
0.7436 0 222
0.653 1 222
0.5708 1 222
0.5959 1 222
0.6721 1 222
0.5697 0 222
0.4603 0 222
0.8258 1 222
0.578 1 222
0.7006 1 222
0.5744 0 222
0.8358 1 222
0.8925 1 222
0.7604 1 222
0.6379 1 222
0.862 1 222
0.5242 1 222
0.799 1 222
0.5874 1 222
0.6025 0 222
0.6062 1 222
0.5792 1 222
0.7169 1 222
0.7103 1 222
0.7491 1 222
0.476 1 222
0.8034 1 222
0.5621 1 222
0.8154 1 232
0.6452 1 232
0.5645 1 232
0.7617 0 232
0.4403 1 232
0.6884 1 232
0.6261 1 232
0.7095 1 232
0.8241 1 232
0.933 1 232
0.7752 1 232
0.9097 0 232
0.5279 1 232
0.5864 1 232
0.6023 1 232
0.4779 1 232
1.085 1 232
0.6198 1 232
0.6152 1 232
0.7266 1 232
0.6493 0 232
0.7797 1 232
0.9528 1 232
0.6935 1 232
0.899 1 232
0.588 1 232
0.7358 1 232
0.6495 1 232
0.5511 1 232
0.677 1 232
0.7019 1 232
0.7485 1 232
0.708 1 232
0.5914 1 232
0.7763 1 232
0.5822 0 232
0.8003 1 232
0.5782 1 232
0.8726 1 232
0.9972 1 232
0.644 1 232
0.6573 1 232
0.7119 1 232
0.4736 1 232
0.7233 1 232
0.7156 1 232
0.6685 0 232
0.7196 0 232
0.6605 1 232
0.8219 1 232
0.7196 1 232
0.535 1 232
0.6086 1 232
0.7824 1 232
0.9731 1 232
0.6876 1 232
0.6748 1 232
0.7355 1 232
0.7208 1 232
1.033 1 113
0.663 0 113
0.8245 0 113
0.6303 1 113
0.8304 1 113
0.6491 1 113
0.6386 1 113
0.7105 0 113
0.806 1 113
0.8204 1 113
0.6662 0 113
0.753 0 113
0.6091 1 113
0.6986 0 113
0.5569 1 113
0.8601 0 113
0.62 1 113
0.6611 1 113
0.5806 1 113
0.7062 1 113
0.5975 1 113
0.7327 1 113
0.6699 1 113
0.6814 1 113
1.0841 1 113
0.5763 1 113
0.6217 0 113
0.7749 1 113
0.7395 0 113
0.5574 1 113
0.5888 1 113
0.6969 1 113
0.475 1 113
0.4252 1 113
0.9575 1 113
0.5927 1 113
0.6822 1 113
0.6993 1 113
0.6478 1 113
0.5678 1 113
0.959 1 113
0.7074 1 113
0.6917 0 113
0.61 1 113
0.728 1 113
0.5239 1 113
0.8165 1 113
0.6782 0 113
0.7902 1 113
0.7137 1 113
0.6867 0 113
0.588 1 113
0.7881 0 113
0.7869 1 113
0.5181 1 113
0.6105 1 113
0.6252 0 113
0.5769 1 113
0.6181 1 113
0.8048 1 123
0.922 0 123
0.5407 1 123
0.7067 1 123
1.0841 1 123
0.7976 1 123
1.0731 1 123
0.7666 1 123
0.9319 1 123
0.7478 1 123
0.8655 1 123
0.8398 1 123
0.7271 1 123
1.0673 0 123
0.5468 1 123
0.703 1 123
0.595 1 123
0.5967 1 123
1.0566 0 123
0.7713 1 123
0.7596 1 123
1.0789 0 123
0.594 0 123
0.677 1 123
0.8247 1 123
0.9345 1 123
0.9117 0 123
0.7043 1 123
0.667 1 123
0.715 1 123
0.593 1 123
0.7526 1 123
0.5685 1 123
0.744 1 123
0.7954 0 123
0.655 1 123
0.6722 1 123
0.7844 0 123
0.9243 0 123
1.0789 1 123
0.7295 1 123
0.7187 1 123
0.8484 1 123
0.569 1 123
0.7794 1 123
0.681 1 123
0.9745 1 123
0.5645 1 123
0.8289 1 123
0.485 1 123
0.6042 0 123
0.6996 1 123
0.7829 1 123
0.7024 0 123
0.9747 1 123
0.4535 1 123
0.8539 1 123
0.723 1 133
0.7315 0 133
0.7723 1 133
0.7936 1 133
0.8972 1 133
0.5226 1 133
0.5128 1 133
0.6409 1 133
0.7342 1 133
0.6465 1 133
0.5829 1 133
0.6053 1 133
0.6018 1 133
0.7583 1 133
0.6896 1 133
0.6758 1 133
0.7286 1 133
0.5767 1 133
0.6782 1 133
0.7311 1 133
0.6077 1 133
0.6256 1 133
0.6877 1 133
0.6078 1 133
0.5686 1 133
0.5378 1 133
0.567 1 133
0.6 1 133
0.8025 1 133
0.6399 1 133
0.5128 1 133
0.5358 1 133
0.6246 1 133
0.5829 0 133
0.6135 0 133
0.6951 1 133
0.9 1 133
0.9088 1 133
0.4656 0 133
0.5406 0 133
0.7288 0 133
0.6622 1 133
0.8376 1 133
0.5037 1 133
0.8351 1 133
0.9382 1 133
0.49 1 133
0.6877 1 133
0.5292 1 133
0.7644 1 133
0.7268 0 133
0.9004 1 133
0.5893 1 133
0.7382 1 133
0.8354 1 133
0.7539 1 133
0.7567 1 133
0.7648 1 133
0.6797 0 133
