#TIME RESPONSE CND
0.8654 1 111
0.6541 1 111
0.8976 0 111
0.4749 1 111
0.6999 0 111
0.7241 1 111
0.8195 1 111
0.765 1 111
0.7161 1 111
0.7733 1 111
0.847 1 111
0.7755 1 111
0.9301 1 111
0.6164 1 111
0.7669 1 111
0.5928 1 111
0.7386 0 111
0.8483 1 111
0.7931 1 111
0.5978 1 111
0.791 1 111
0.5404 0 111
0.4935 0 111
0.5223 1 111
0.6002 1 111
0.8165 1 111
0.5435 0 111
0.751 1 111
0.6153 1 111
0.838 1 111
0.5754 1 111
0.9889 1 111
0.5816 1 111
0.6811 1 111
0.6413 1 111
0.7183 1 111
0.7103 1 111
0.4981 1 111
0.5956 1 111
0.6576 1 111
0.6509 1 111
0.6226 1 111
0.6773 1 111
0.7479 1 111
0.5695 1 111
0.7187 1 111
0.7627 1 111
0.7284 1 111
0.5495 1 111
0.6558 1 111
0.5473 1 111
0.5843 1 111
0.7108 1 111
0.5868 1 111
0.5993 1 111
0.6608 1 111
0.854 1 111
0.9195 1 111
0.5489 1 111
0.6224 1 121
0.6181 1 121
0.7194 1 121
0.6394 1 121
0.679 1 121
0.5161 1 121
0.5862 1 121
0.6407 0 121
0.862 1 121
0.6131 1 121
0.6327 1 121
0.5228 1 121
0.6312 0 121
0.7304 0 121
0.6442 1 121
0.8132 1 121
0.5821 1 121
0.6498 1 121
0.6762 1 121
0.8963 0 121
0.6931 1 121
0.7277 1 121
0.777 1 121
0.5609 1 121
0.6966 1 121
0.6625 1 121
0.7196 1 121
0.7695 1 121
0.7324 0 121
0.8287 1 121
0.5554 1 121
0.6203 1 121
0.7255 0 121
0.7879 1 121
1.0356 1 121
0.6216 1 121
0.7097 1 121
0.8247 0 121
0.8077 1 121
0.7149 1 121
0.6585 0 121
0.6083 1 121
0.5945 1 121
0.8598 1 121
0.7313 1 121
0.8642 1 121
0.5968 1 121
0.6928 0 121
0.5939 0 121
0.5859 1 121
0.8542 1 121
0.6697 0 121
0.5487 0 121
0.7542 1 121
0.802 1 121
0.93 1 121
0.6486 1 121
0.804 1 121
0.9013 1 131
0.7099 0 131
0.8564 1 131
0.545 1 131
0.8904 1 131
0.5033 1 131
0.5168 1 131
0.6342 1 131
0.7485 1 131
0.6318 1 131
0.6611 1 131
0.5539 1 131
0.6294 1 131
0.7504 1 131
0.5525 1 131
0.4831 0 131
0.8756 1 131
0.7205 1 131
0.5592 1 131
0.8291 1 131
0.7284 1 131
0.6606 0 131
0.8444 1 131
0.4189 1 131
0.7289 1 131
0.736 1 131
0.3916 1 131
0.7445 1 131
0.5238 1 131
0.7147 0 131
0.7155 1 131
0.5954 0 131
0.8035 1 131
0.7419 1 131
0.6444 1 131
0.876 1 131
0.7666 1 131
0.9008 1 131
1.0841 1 131
0.554 1 131
0.8194 1 131
0.7534 1 131
0.6994 1 131
0.8168 0 131
0.8116 1 131
0.8103 0 131
0.7441 1 131
0.5043 1 131
0.5467 0 131
0.6468 1 131
0.5752 1 131
0.7507 0 131
0.7291 1 131
0.4724 1 131
0.6606 1 131
0.7113 1 131
0.6682 1 131
0.6695 1 131
0.9116 1 131
1.0841 1 211
0.7175 1 211
0.9648 1 211
0.667 1 211
0.7808 1 211
0.7063 0 211
0.8151 1 211
0.8011 1 211
0.5584 1 211
0.6304 1 211
0.797 1 211
0.8815 0 211
0.8865 1 211
0.4266 0 211
0.8739 1 211
0.85 0 211
0.5957 1 211
0.7365 1 211
0.6186 1 211
0.68 1 211
0.7253 1 211
0.7385 1 211
0.6108 1 211
0.5972 1 211
0.7326 1 211
0.6129 1 211
0.6452 1 211
0.671 0 211
0.4793 1 211
0.8391 1 211
0.6055 0 211
0.5763 1 211
0.6679 1 211
0.9688 1 211
0.5084 1 211
0.8769 1 211
0.6942 1 211
0.7827 0 211
0.5939 1 211
0.705 0 211
0.5168 1 211
0.5188 0 211
0.6872 0 211
0.8409 0 211
0.55 1 211
0.783 1 211
0.6315 1 211
0.8193 0 211
0.681 1 211
0.6836 0 211
0.6099 1 211
0.5499 1 211
0.9949 1 211
0.7283 0 211
0.5965 1 211
0.9578 1 211
0.6285 1 211
0.5681 0 211
0.8883 1 221
0.8738 1 221
0.4441 1 221
0.6986 1 221
0.6326 1 221
0.7164 1 221
0.9497 0 221
0.7097 1 221
0.9784 1 221
0.7883 1 221
1.0841 1 221
0.4909 1 221
0.4859 1 221
0.8623 1 221
0.8595 1 221
0.7127 1 221
0.6543 0 221
0.731 1 221
0.557 1 221
0.5075 0 221
0.6447 1 221
0.7455 1 221
0.5913 1 221
0.7288 1 221
0.6741 1 221
0.5392 1 221
0.7588 1 221
0.7008 1 221
0.8894 1 221
0.6543 1 221
0.7124 0 221
0.515 1 221
0.5702 1 221
0.5978 1 221
0.6611 1 221
0.7606 1 221
0.51 1 221
0.6865 1 221
0.768 1 221
0.6451 1 221
0.7421 1 221
0.953 1 221
0.8883 0 221
0.6939 1 221
0.7085 0 221
0.5151 0 221
0.669 1 221
0.9576 1 221
0.6574 1 221
0.8001 1 221
0.6902 1 221
0.7528 1 221
0.8144 1 221
0.7161 1 221
0.9674 1 221
0.7502 0 221
0.8082 0 221
0.7529 0 221
0.7043 1 221
0.6761 1 231
0.4631 1 231
0.8685 1 231
0.5423 1 231
1.0141 1 231
1.0626 1 231
0.3889 1 231
0.7982 1 231
0.4714 1 231
0.66 1 231
0.5155 1 231
0.6261 1 231
0.6626 1 231
0.6894 1 231
0.7726 1 231
0.6049 1 231
0.8274 1 231
0.835 1 231
0.7826 1 231
0.6232 1 231
0.5363 0 231
0.6187 1 231
0.6822 1 231
0.6936 1 231
0.7478 1 231
0.5761 1 231
0.7183 1 231
0.8266 1 231
0.8526 0 231
0.4785 1 231
1.0453 1 231
0.6175 1 231
0.9284 1 231
0.528 0 231
0.546 1 231
0.621 1 231
