#TIME RESPONSE CND
0.7384 0 111
0.8635 1 111
0.6308 1 111
0.7253 1 111
0.548 1 111
0.692 1 111
1.0446 1 111
0.8692 1 111
0.4197 1 111
0.9777 1 111
0.6818 1 111
0.6421 0 111
0.814 0 111
0.6367 1 111
0.752 0 111
0.5877 1 111
0.7328 1 111
0.6608 1 111
0.6363 1 111
0.7117 1 111
0.6875 1 111
0.7498 1 111
0.6896 1 111
0.6203 1 111
0.5793 1 111
0.9342 1 111
0.7911 1 111
0.5953 1 111
0.7173 1 111
0.7746 1 111
0.5968 1 111
0.6765 1 111
0.885 1 111
0.7526 1 111
0.7174 1 111
0.765 1 111
1.0046 1 111
0.7007 1 111
0.6071 1 111
0.6394 1 111
0.8208 1 111
0.6195 0 111
0.9242 1 111
0.7166 0 111
0.7531 1 111
1.0889 1 111
0.5278 1 111
0.7984 1 111
0.4545 1 111
0.9222 1 111
0.5121 0 111
0.5401 1 111
0.7267 1 111
0.7924 1 111
0.613 1 111
0.7918 1 111
0.7499 1 111
0.6826 0 121
0.6382 1 121
0.7492 1 121
0.715 1 121
0.654 1 121
0.7034 1 121
0.772 1 121
0.5184 1 121
0.5308 1 121
0.7915 1 121
0.6021 1 121
0.6024 1 121
0.7082 1 121
0.4609 1 121
0.7803 1 121
0.7023 1 121
0.5836 1 121
0.7722 0 121
0.803 1 121
0.9477 1 121
0.8686 1 121
0.7104 1 121
0.7225 1 121
0.9156 1 121
0.6252 1 121
0.5142 0 121
0.484 1 121
0.6326 1 121
0.7638 1 121
0.6717 1 121
0.6043 0 121
0.62 1 121
0.6674 1 121
0.4882 1 121
0.6751 1 121
0.5754 1 121
0.671 1 121
0.6914 1 121
0.565 1 121
0.68 1 121
0.6985 1 121
0.7895 1 121
0.6961 1 121
0.6291 1 121
0.6428 1 121
0.6517 1 121
0.6815 0 121
1.0841 1 121
0.521 1 121
0.7391 1 121
0.5195 1 121
0.5019 0 121
0.9317 1 121
0.5857 1 121
0.4676 1 121
0.7193 0 121
0.5195 1 121
0.6708 1 121
0.9584 1 131
0.4888 1 131
0.9086 1 131
0.8664 1 131
0.7997 1 131
0.53 0 131
0.5446 1 131
0.6528 1 131
0.7646 1 131
0.5881 1 131
1.0086 1 131
0.8179 1 131
0.899 1 131
0.8381 1 131
0.7029 1 131
0.8785 1 131
0.7361 1 131
0.7255 1 131
0.8958 1 131
0.6962 1 131
0.7868 1 131
0.6764 1 131
0.6274 1 131
1.0672 1 131
0.751 1 131
0.7409 0 131
0.8741 1 131
0.7242 0 131
0.632 1 131
0.5118 0 131
0.9159 1 131
0.7567 0 131
0.8414 1 131
0.8713 1 131
0.7276 1 131
0.7286 1 131
0.6075 1 131
0.6703 1 131
1.0675 0 131
0.9576 1 131
0.6575 0 131
1.0841 1 131
0.9557 0 131
0.7584 1 131
0.687 1 131
0.7145 1 131
0.5417 0 131
0.8064 0 131
0.5354 1 131
0.685 1 131
0.7687 1 131
0.8256 0 131
0.7611 1 131
0.6364 1 131
0.7459 1 131
0.6979 1 131
0.8653 1 131
0.7562 0 131
0.5683 1 131
0.7036 1 131
0.5311 1 211
0.9176 1 211
