#TIME RESPONSE CND
0.5367 1 111
0.8304 1 111
0.7164 0 111
0.5167 0 111
0.6392 1 111
0.588 1 111
0.8459 0 111
0.6605 0 111
1.085 1 111
0.8237 0 111
1.0841 1 111
0.8785 0 111
0.5184 1 111
0.6728 1 111
0.394 1 111
0.7608 1 111
0.9166 1 111
0.6406 1 111
0.6014 1 111
0.7886 1 111
0.5221 1 111
0.6242 1 111
1.085 1 111
0.9977 1 111
0.6567 1 111
0.6868 1 111
0.7636 1 111
0.4958 1 111
0.699 1 111
0.882 1 111
0.71 1 111
0.61 0 111
1.033 1 111
0.6877 1 111
0.7879 1 111
0.6716 1 111
0.7031 1 111
0.4008 1 111
0.6061 0 111
0.7293 1 111
0.9402 0 111
0.5706 1 111
0.7363 1 111
0.9362 1 111
0.5841 1 111
1.0331 0 111
0.7624 1 111
0.7722 0 111
0.7932 0 111
0.6479 0 111
0.5864 1 111
1.0077 1 111
0.533 0 111
0.7438 1 111
0.5733 1 111
0.5962 1 111
0.7674 1 111
0.6768 1 121
0.7363 1 121
0.7605 1 121
0.8569 0 121
0.6736 1 121
0.7891 0 121
0.5336 1 121
0.8842 1 121
0.4504 1 121
0.8956 1 121
0.5506 1 121
0.5426 1 121
0.8452 1 121
0.655 1 121
1.0304 1 121
0.5726 1 121
0.588 1 121
0.6005 1 121
0.5331 1 121
0.6239 1 121
0.4897 1 121
0.6348 1 121
0.8 1 121
0.7276 1 121
0.8319 1 121
0.8727 1 121
1.033 1 121
0.7838 0 121
0.7987 1 121
0.6793 1 121
0.6781 1 121
0.7892 1 121
0.6312 1 121
0.7328 1 121
0.725 1 121
0.7028 1 121
0.9573 1 121
0.5732 1 121
0.7309 1 121
0.4846 1 121
0.7758 1 121
0.546 1 121
0.6358 1 121
0.6933 1 121
0.7221 1 121
0.6233 1 121
0.7523 1 121
0.5485 1 121
0.6936 1 121
0.781 0 121
0.9147 1 121
0.5864 1 121
0.4028 1 121
0.621 1 121
0.4374 0 121
0.7949 1 121
0.4307 1 121
0.6126 1 121
1.0841 0 121
0.6303 0 121
0.8456 1 131
0.7029 1 131
0.6962 1 131
0.6595 1 131
0.5121 1 131
0.9561 0 131
0.4716 1 131
0.4842 0 131
0.8721 1 131
0.7155 1 131
0.5417 1 131
0.6786 1 131
0.9557 0 131
0.7393 0 131
0.8535 1 131
0.7653 1 131
0.5992 1 131
0.639 1 131
0.5418 1 131
0.823 1 131
0.6517 1 131
0.4826 1 131
0.72 1 131
0.5836 1 131
0.921 1 131
0.8713 1 131
0.5774 1 131
0.6794 0 131
0.4937 1 131
0.5292 1 131
0.6219 1 131
0.5948 1 131
0.7158 1 131
0.7935 1 131
0.7966 1 131
0.9368 1 131
0.77 1 131
0.7688 1 131
0.6809 0 131
0.6648 1 131
0.7102 1 131
0.67 1 131
1.0403 1 131
0.6928 1 131
0.8111 1 131
0.6744 0 131
0.7223 1 131
0.5965 1 131
0.7196 1 131
0.6993 0 131
0.7315 0 131
0.588 1 131
0.6745 1 131
0.6648 1 131
0.5202 1 131
0.6223 1 131
0.7028 1 131
0.5525 1 131
0.6148 1 131
0.5695 1 131
0.4926 1 211
0.728 1 211
0.8902 1 211
0.7049 1 211
0.6458 1 211
0.7772 1 211
0.6269 1 211
0.496 1 211
0.6726 1 211
0.7018 1 211
0.6935 0 211
0.5511 1 211
0.6308 1 211
0.7481 1 211
0.3534 1 211
0.6204 1 211
1.085 1 211
0.7887 1 211
0.4848 1 211
0.6228 1 211
0.7286 1 211
1.0731 1 211
