#TIME RESPONSE CND
0.9073 0 111
0.4149 0 111
0.5941 1 111
1.0174 1 111
0.7199 1 111
0.6557 1 111
0.7491 1 111
0.709 1 111
0.8729 1 111
0.6945 1 111
1.0561 1 111
0.7703 1 111
0.7288 1 111
0.669 1 111
0.3957 1 111
0.5512 1 111
0.7649 1 111
1.0731 1 111
0.7032 1 111
1.0897 1 111
0.6316 1 111
0.6674 0 111
0.6774 1 111
0.7583 0 111
0.9013 1 111
0.7748 1 111
0.5354 1 111
0.4203 1 111
0.6493 1 111
0.9031 1 111
1.0807 1 111
0.8723 0 111
0.6286 1 111
0.7346 0 111
0.4686 1 111
0.7802 1 111
0.6931 1 111
0.5112 1 111
0.7607 1 111
0.7512 1 111
1.0669 1 111
0.6766 1 111
0.6456 1 111
0.5618 1 111
0.6848 1 111
0.6239 1 111
0.7185 1 111
0.8019 1 111
0.6462 1 111
0.7431 1 111
0.6526 0 111
0.8177 1 111
0.6512 0 111
0.6805 0 111
0.6325 1 111
0.8389 1 111
0.6086 1 121
0.5634 1 121
0.885 1 121
0.8465 1 121
0.6803 1 121
0.4613 1 121
1.0385 1 121
0.7386 1 121
0.4459 1 121
0.6679 1 121
0.4141 1 121
0.5952 1 121
0.7355 1 121
0.7892 1 121
0.7411 0 121
0.9316 1 121
0.7203 1 121
0.9171 1 121
0.5724 0 121
0.7675 0 121
0.6779 1 121
0.8899 1 121
0.7178 1 121
0.7029 1 121
0.8562 0 121
0.7713 1 121
0.9949 1 121
0.6247 1 121
0.8316 1 121
0.895 1 121
0.6147 1 121
0.5072 1 121
0.9284 1 121
0.879 1 121
0.5763 1 121
0.4924 0 121
0.6275 0 121
0.6521 0 121
0.5707 1 121
0.8219 1 121
0.6823 1 121
0.9212 1 121
0.9437 1 121
0.8153 1 121
0.6406 1 121
0.7213 1 121
0.7284 1 121
0.5061 1 121
0.636 1 121
0.6274 1 121
0.6645 0 121
0.569 1 121
0.6765 0 121
0.9809 1 121
0.9933 1 121
0.6689 1 121
0.7918 1 121
0.7763 1 131
0.8339 1 131
0.7079 1 131
0.6328 1 131
0.8145 1 131
0.5636 1 131
0.5502 1 131
0.702 1 131
0.622 1 131
0.8309 1 131
0.9095 0 131
0.6872 1 131
0.4125 1 131
0.7292 1 131
0.7442 1 131
0.615 1 131
0.5723 1 131
0.7504 1 131
0.6668 1 131
0.4736 1 131
1.0841 1 131
0.6859 1 131
0.5651 1 131
0.5212 1 131
1.0841 1 131
0.82 1 131
0.7395 1 131
0.6997 1 131
0.8402 1 131
0.6597 1 131
0.7276 1 131
0.711 1 131
0.6258 1 131
0.6397 1 131
0.5725 1 131
0.6109 1 131
0.7085 1 131
0.6734 0 131
0.6569 1 131
0.6099 0 131
0.7284 1 131
0.757 1 131
0.5575 1 131
0.7793 1 131
0.7133 1 131
0.8165 1 131
1.0841 1 131
0.6513 1 131
0.758 1 131
0.6607 1 131
0.5883 1 131
0.9676 1 131
0.8063 1 131
0.6752 1 131
0.8413 1 131
0.8577 1 131
0.5755 1 131
0.607 0 211
0.6283 0 211
0.8497 1 211
0.668 1 211
0.5973 1 211
0.7191 1 211
0.9193 1 211
0.781 1 211
0.8466 1 211
0.4492 1 211
0.7305 1 211
0.6487 1 211
0.6746 1 211
0.7072 1 211
0.4788 1 211
0.5083 1 211
0.9331 1 211
0.6346 1 211
0.7984 0 211
0.9019 0 211
0.6536 1 211
0.8863 1 211
0.6894 1 211
0.6236 1 211
0.5617 0 211
0.631 1 211
0.546 0 211
0.7611 1 211
0.6065 1 211
0.7766 1 211
0.8467 1 211
0.6322 1 211
0.6621 0 211
0.6852 0 211
0.5709 0 211
0.6958 1 211
0.8848 1 211
0.7659 1 211
0.5983 1 211
0.7717 1 211
0.6266 1 211
0.707 1 211
0.5724 1 211
0.7048 0 211
1.085 1 211
0.6558 0 211
0.8753 1 211
0.8899 1 211
0.7712 1 211
0.6561 1 211
0.6658 1 211
0.662 1 211
1.0909 1 211
0.7253 0 211
0.692 1 211
0.5651 1 211
0.6876 1 211
0.6248 1 211
0.7022 1 211
0.8769 1 221
0.5689 1 221
0.765 1 221
0.642 1 221
0.6588 1 221
0.519 0 221
0.4035 1 221
0.6313 1 221
0.6487 1 221
0.5638 1 221
0.4519 1 221
0.8113 1 221
0.7063 1 221
0.5915 1 221
0.7514 0 221
0.7791 1 221
0.6554 1 221
0.7492 0 221
0.4891 1 221
0.6376 1 221
0.7042 1 221
0.555 1 221
0.5696 1 221
0.7146 1 221
0.8127 1 221
0.8336 1 221
0.729 1 221
0.6232 0 221
0.7043 1 221
0.7711 1 221
0.8791 1 221
0.6214 1 221
0.5371 1 221
0.9513 1 221
0.9885 1 221
0.6406 1 221
0.8778 1 221
0.7453 1 221
0.5266 1 221
0.7001 1 221
0.746 1 221
0.687 1 221
0.5625 1 221
0.6615 1 221
0.74 1 221
0.6282 1 221
0.962 1 221
0.5361 0 221
0.7161 0 221
0.4606 1 221
0.8029 1 221
0.7533 1 221
0.5095 0 221
0.6161 1 221
0.7241 1 221
0.8851 1 221
0.6977 1 231
0.9484 1 231
0.7588 1 231
0.7952 1 231
0.5915 0 231
0.5491 1 231
0.4445 1 231
0.6869 1 231
0.5929 1 231
0.5881 1 231
0.7871 0 231
0.745 1 231
0.9802 1 231
0.5572 1 231
0.9075 1 231
1.0841 1 231
0.6749 1 231
0.8329 1 231
0.9247 0 231
1.0282 1 231
0.5083 1 231
0.9088 1 231
0.5714 1 231
0.6055 1 231
0.6704 1 231
0.576 1 231
0.4765 1 231
0.7076 0 231
0.6279 0 231
0.6899 1 231
1.003 1 231
0.7406 1 231
0.8703 1 231
0.708 1 231
0.5619 0 231
0.6849 1 231
0.5579 0 231
0.596 1 231
1.0095 1 231
0.6414 1 231
0.677 1 231
0.7809 1 231
0.7091 0 231
0.6503 1 231
0.6852 0 231
0.8707 0 231
0.4826 1 231
0.7777 0 231
0.7035 1 231
0.6103 1 231
0.7164 1 231
0.5973 1 231
1.0345 1 231
0.7621 1 231
0.6411 1 231
0.53 1 231
0.9208 0 231
0.8051 0 231
0.9087 1 112
0.5308 0 112
0.7417 0 112
0.5794 1 112
0.4425 1 112
0.5727 1 112
1.0841 0 112
0.6353 1 112
0.7533 1 112
0.7302 0 112
0.5415 0 112
0.8721 1 112
0.9695 1 112
0.6991 1 112
0.5602 0 112
0.6621 1 112
0.7242 0 112
0.6649 1 112
0.7918 1 112
0.7525 1 112
0.9631 1 112
0.6997 1 112
0.6247 1 112
0.6172 1 112
0.653 1 112
0.9631 1 112
0.8157 1 112
0.7115 1 112
0.6947 1 112
0.7848 1 112
0.5838 1 112
0.6063 1 112
0.7212 1 112
0.711 1 112
0.7351 1 112
1.0268 1 112
0.7559 1 112
0.8807 1 112
