#TIME RESPONSE CND
0.6779 1 111
0.7118 1 111
0.6937 1 111
0.8058 1 111
0.6348 1 111
0.7446 1 111
0.6393 1 111
0.4686 1 111
0.7031 1 111
0.7319 1 111
0.8365 0 111
0.5262 1 111
0.5465 1 111
0.7658 1 111
0.8664 1 111
0.901 1 111
0.6182 1 111
0.9051 1 111
0.8724 1 111
0.6724 0 111
0.9493 1 111
1.0507 1 111
0.6191 1 111
0.8828 1 111
0.5351 1 111
0.8439 1 111
0.8544 1 111
0.717 1 111
1.0731 1 111
0.8075 0 111
0.549 1 111
0.7421 1 111
0.5792 0 111
0.8307 1 111
0.7485 1 111
0.902 1 111
1.0149 1 111
0.7703 1 111
0.6331 0 111
0.7849 1 111
0.7196 1 111
0.8862 1 111
0.9159 1 111
0.7611 1 111
0.5918 1 111
0.5404 1 111
0.8642 1 111
0.6635 0 111
0.7954 1 111
0.6153 1 111
0.9308 1 111
0.7304 0 111
0.9513 1 111
0.493 1 121
0.9576 1 121
0.7292 1 121
0.6302 0 121
0.657 1 121
0.6179 1 121
0.6527 1 121
0.913 0 121
0.8826 1 121
0.6743 1 121
0.7092 1 121
0.8945 0 121
0.5561 1 121
0.5716 1 121
0.721 1 121
0.5731 1 121
0.5546 1 121
0.6328 1 121
0.5442 0 121
0.9116 1 121
0.5673 1 121
0.7403 1 121
0.7587 0 121
0.7331 1 121
0.6921 1 121
1.0474 1 121
0.5691 1 121
0.5755 1 121
0.5112 0 121
0.6406 1 121
0.6178 1 121
0.6343 1 121
0.564 1 121
0.8472 0 121
0.7205 1 121
0.7635 1 121
0.6699 1 121
0.842 1 121
0.8292 1 121
0.7922 1 121
0.65 1 121
0.7752 0 121
0.6979 1 121
0.5347 1 121
0.6918 1 121
0.6396 1 121
0.6465 1 121
0.6224 1 121
0.4519 1 121
0.6239 1 121
0.8132 1 121
0.9251 1 121
0.6888 0 121
0.7161 0 121
0.7672 1 121
0.5044 1 121
0.6359 1 121
0.8086 1 121
0.7281 1 121
0.8138 1 131
0.682 1 131
0.9484 1 131
0.8849 1 131
0.5212 1 131
0.9377 1 131
0.7855 1 131
0.6806 1 131
0.8175 0 131
1.0373 1 131
0.7446 0 131
0.4129 0 131
0.5154 0 131
0.6981 1 131
0.7782 1 131
0.6449 1 131
0.7073 0 131
0.6552 1 131
0.4423 0 131
0.6129 1 131
0.6079 1 131
0.6825 1 131
0.8663 1 131
0.8999 1 131
0.7911 1 131
0.642 1 131
0.7075 1 131
0.6608 1 131
0.4608 1 131
0.7293 1 131
0.5843 1 131
0.7484 1 131
0.5956 0 131
1.0371 1 131
0.5817 1 131
0.5047 1 131
0.6578 1 131
0.6875 1 131
0.9044 1 131
0.5246 1 131
0.5206 1 131
0.4891 0 131
0.7315 1 131
0.5768 1 131
0.7522 1 131
0.6916 0 131
0.73 1 131
0.5079 1 131
0.5936 1 131
0.628 1 131
0.6553 0 131
0.6108 1 131
0.5838 1 131
0.8331 1 131
0.7659 0 131
0.9084 1 211
0.704 1 211
0.8864 1 211
0.6122 0 211
0.6471 1 211
0.7645 1 211
0.7423 1 211
0.7019 1 211
0.7182 1 211
1.0362 1 211
0.638 0 211
0.7787 1 211
0.5968 1 211
0.7102 1 211
0.6115 0 211
0.8938 1 211
0.6634 1 211
0.7442 0 211
0.8319 1 211
0.9117 1 211
0.8628 1 211
0.6273 1 211
0.6409 1 211
0.811 1 211
0.6882 0 211
0.8381 1 211
0.777 1 211
0.74 1 211
0.772 1 211
0.6274 1 211
0.8515 1 211
0.6473 1 211
0.642 1 211
0.6347 1 211
0.5116 0 211
0.7919 1 211
0.6881 1 211
0.6122 0 211
0.7132 1 211
0.6786 1 211
0.6221 1 211
0.5565 1 211
0.4695 1 211
1.042 1 211
0.7019 1 211
0.7978 1 211
0.7156 1 211
0.8863 1 211
0.7177 1 211
0.4478 1 211
1.0247 1 211
0.8347 1 211
0.9305 1 211
0.5835 1 211
0.8867 1 211
0.6751 1 211
0.5976 1 211
0.5202 1 221
0.6593 1 221
0.5808 1 221
0.6547 1 221
0.7198 1 221
0.4922 0 221
0.8147 1 221
0.6765 1 221
0.7108 1 221
0.6302 1 221
0.6699 1 221
0.8994 1 221
0.6235 1 221
0.7167 1 221
0.7588 1 221
0.767 1 221
0.797 1 221
0.635 1 221
0.58 0 221
0.504 1 221
0.8288 1 221
0.6224 1 221
0.4624 1 221
0.5292 1 221
0.6558 1 221
0.6406 1 221
0.742 1 221
0.7548 1 221
0.7223 1 221
1.0472 0 221
0.6553 1 221
0.6238 1 221
0.817 1 221
0.6622 1 221
0.6449 1 221
0.6297 1 221
0.5313 1 221
0.6099 1 221
0.5736 1 221
1.0073 1 221
0.9516 1 221
0.6721 1 221
0.6702 1 221
0.6874 1 221
0.7471 1 221
0.6377 1 221
0.7256 1 221
0.5323 1 221
0.5104 1 221
0.9446 1 221
0.9058 1 221
0.7423 1 221
0.56 0 221
0.4724 1 221
0.5831 1 221
0.5644 1 221
0.8009 0 231
0.6572 1 231
0.5892 0 231
1.0235 1 231
0.7293 1 231
0.5285 1 231
0.4434 1 231
0.7201 1 231
0.851 1 231
0.5464 1 231
0.8307 1 231
0.7762 1 231
0.8216 0 231
0.725 1 231
0.5841 1 231
0.6214 1 231
0.6228 1 231
0.8143 1 231
0.9905 1 231
0.5627 1 231
0.6719 1 231
1.0747 1 231
0.764 1 231
0.7398 1 231
0.6312 1 231
0.6921 0 231
0.5842 0 231
0.816 1 231
0.7007 1 231
0.4764 1 231
0.8377 0 231
0.922 0 231
0.7073 1 231
0.672 1 231
0.6462 1 231
0.6429 1 231
0.8522 1 231
0.6438 1 231
0.845 1 231
0.4299 1 231
0.7266 1 231
0.6517 1 231
0.8535 1 231
0.5423 1 231
0.8785 1 231
0.5259 0 231
0.6561 1 231
0.8522 1 231
0.6975 1 231
0.7201 1 231
0.6457 1 231
0.7136 1 231
0.8556 1 231
1.0567 1 231
0.6718 1 231
0.7044 1 231
0.7277 0 112
0.4759 1 112
0.6018 1 112
0.6753 1 112
0.7055 1 112
0.7436 1 112
0.786 1 112
0.7015 1 112
0.9496 1 112
0.7012 1 112
0.6658 0 112
0.5847 0 112
0.6891 1 112
0.6349 1 112
0.7338 1 112
0.6783 1 112
0.5481 0 112
0.7733 1 112
0.605 1 112
0.7107 1 112
0.5476 1 112
0.8084 1 112
0.7033 1 112
0.7849 1 112
0.3661 0 112
0.6843 1 112
0.8883 1 112
0.74 0 112
0.7331 1 112
0.8792 1 112
0.6764 1 112
0.6415 1 112
0.3972 0 112
1.0442 1 112
0.6712 1 112
0.602 0 112
0.7097 0 112
0.7971 1 112
0.7642 1 112
0.7004 1 112
0.5959 0 112
0.7259 1 112
0.853 1 112
0.8002 0 112
0.5251 1 112
0.9811 1 112
0.7237 1 112
0.5921 1 112
0.4966 1 112
0.5212 1 112
0.5561 1 112
0.7579 1 112
0.7903 1 112
0.5731 1 112
0.6107 1 112
0.4432 1 112
0.6276 1 112
0.8111 1 122
0.7887 1 122
0.7164 0 122
0.724 1 122
0.7587 1 122
0.809 1 122
0.6956 1 122
0.7973 1 122
0.6327 1 122
0.6768 1 122
0.7523 1 122
0.6737 1 122
0.5233 0 122
0.5565 1 122
0.7421 1 122
0.7154 1 122
0.7334 1 122
0.6718 1 122
0.5952 1 122
0.7597 1 122
0.5472 1 122
0.8439 0 122
1.0379 1 122
0.9004 1 122
0.6566 1 122
0.4622 1 122
0.5158 1 122
0.7854 0 122
0.649 1 122
0.565 0 122
0.6553 0 122
0.5891 1 122
0.88 1 122
0.6012 1 122
0.5381 0 122
0.7062 1 122
0.4465 1 122
0.5807 1 122
0.6629 1 122
0.6651 1 122
0.677 1 122
0.5932 1 122
0.5934 1 122
0.6341 1 122
0.6271 1 122
0.8281 1 122
0.6968 1 122
0.5582 1 122
0.7644 1 122
0.5861 0 122
0.382 1 122
1.0526 1 122
0.7161 1 122
0.5644 1 122
