"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.608532400716856,0.566559156122617,0.688940784581127,"Friend","P0E1"
"ACC",0.289795317141704,0.223277748102738,0.348578322701966,"Friend","P0E1"
"Dprime",0.244575167018003,0.197940922251051,0.300369897444459,"Friend","P0E1"
"Efficiency",0.274702455489798,0.196088491119913,0.328300237525264,"Friend","P0E1"
"ezDDM: v",0.26298617451198,0.208228663327522,0.335631775496486,"Friend","P0E1"
"ezDDM: z",0.289795317141704,0.223277748102738,0.348578322701966,"Friend","P0E1"
