"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.505753801667297,0.424051854877624,0.608975052947979,"Celebrity","P51E1"
"ACC",0.318491604582364,0.237384877671577,0.420730855711384,"Celebrity","P51E1"
"Dprime",0.162936395612577,0.0586936121535232,0.262497484911346,"Celebrity","P51E1"
"Efficiency",0.0785268020509862,-0.0204865015110745,0.119824009559615,"Celebrity","P51E1"
"ezDDM: v",0.393646987061708,0.324571715125917,0.467213268914163,"Celebrity","P51E1"
"ezDDM: z",0.318491604582364,0.237384877671577,0.420730855711384,"Celebrity","P51E1"
