"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.55685063762779,0.508879326803133,0.599048351579211,"P0E1"
"Friend","ACC",0.279087841517886,0.176207588808983,0.344284849463978,"P0E1"
"Friend","d Prime",0.227490184372542,0.162034889192366,0.297842779028438,"P0E1"
"Friend","Efficiency",0.523303552288057,0.461462937735261,0.598327465662056,"P0E1"
"Friend","ezDDM v",0.24918525154091,0.187544767643377,0.324692961282752,"P0E1"
"Friend","ezDDM z",0.0661911699931283,-0.0282071549800469,0.165268299280859,"P0E1"
"Friend","rwDDM v",0.0890192778066663,0.0192817246553527,0.174494411831609,"P0E1"
"Friend","rwDDM z",0.0384833573741994,-0.0402430659070112,0.147164445089792,"P0E1"
"Stranger","RT",0.625071278158385,0.575785249950031,0.654655706194334,"P0E1"
"Stranger","ACC",0.407791354957493,0.373657658329697,0.463774738719854,"P0E1"
"Stranger","d Prime",0.247070487453912,0.159290673705828,0.29587241417559,"P0E1"
"Stranger","Efficiency",0.609173421598268,0.570091128287905,0.659503117112304,"P0E1"
"Stranger","ezDDM v",0.37951364195898,0.303991527612923,0.45924021235381,"P0E1"
"Stranger","ezDDM z",0.0552308731744745,0.0030777856783536,0.131524108232233,"P0E1"
"Stranger","rwDDM v",0.130697324098273,0.064176646832573,0.195843034455194,"P0E1"
"Stranger","rwDDM z",0.0260981322263675,-0.0617964199328541,0.10562000042434,"P0E1"
