"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.125600916923736,-0.00954661326649701,0.273130037915752,"P95E1"
"Friend","ACC",-0.0715132489820915,-0.28585091567351,0.349678897900503,"P95E1"
"Friend","d Prime",0.0273280796046187,-0.191478952614964,0.2448087852291,"P95E1"
"Friend","Efficiency",0.147650414522124,-0.00284409666850299,0.305051554701532,"P95E1"
"Friend","ezDDM v",0.0612350231855946,-0.166543534986389,0.288235725084839,"P95E1"
"Friend","ezDDM z",-0.0718059689270015,-0.246639459377677,0.127804797912871,"P95E1"
"Friend","rwDDM v",-0.00937460582931353,-0.446972087328059,0.361076191805321,"P95E1"
"Friend","rwDDM z",-0.142154031943154,-0.450520945185857,0.0980727041559256,"P95E1"
"Stranger","RT",0.595769655693103,0.428379706288868,0.709390679647805,"P95E1"
"Stranger","ACC",0.0000163143925136436,-0.189277921917685,0.170108860924804,"P95E1"
"Stranger","d Prime",0.218597712263676,0.028812484117442,0.412168890585193,"P95E1"
"Stranger","Efficiency",0.606876377660078,0.382701966125259,0.768135125586432,"P95E1"
"Stranger","ezDDM v",0.39055855247651,0.266646455239342,0.58389727599261,"P95E1"
"Stranger","ezDDM z",-0.00248015130001357,-0.228510263424717,0.14734494308892,"P95E1"
"Stranger","rwDDM v",0.228287974542761,0.00760794192263461,0.426833929003786,"P95E1"
"Stranger","rwDDM z",-0.0311896357986603,-0.239401896349682,0.242294427937109,"P95E1"
