"Target","Indice","r","LLCI","ULCI","Paper_ID"
"Friend","RT",0.667101734135171,0.454719626654288,0.855215041840653,"Pn13E1"
"Friend","ACC",0.0684490544793309,-0.247646938727697,0.454270370456336,"Pn13E1"
"Friend","d Prime",0.23775727362055,-0.0428353511675264,0.502691445532941,"Pn13E1"
"Friend","Efficiency",0.510947807552118,0.181107133801642,0.746498849969121,"Pn13E1"
"Friend","ezDDM v",0.277940014288676,0.0499540985288727,0.541723898907177,"Pn13E1"
"Friend","ezDDM z",0.0340823527364462,-0.155359233853619,0.294394428417244,"Pn13E1"
"Friend","rwDDM v",0.148417539312151,-0.051521158213564,0.412262189761658,"Pn13E1"
"Friend","rwDDM z",0.124106039301937,-0.367322499256692,0.485780653718437,"Pn13E1"
"Stranger","RT",0.697176191102724,0.405607910134038,0.839571165224503,"Pn13E1"
"Stranger","ACC",0.508365395818247,0.245276505254599,0.740788139581848,"Pn13E1"
"Stranger","d Prime",0.408181253510449,0.0596727149660503,0.755743308791,"Pn13E1"
"Stranger","Efficiency",0.744124165358512,0.566453799081946,0.899941885447672,"Pn13E1"
"Stranger","ezDDM v",0.592029706977585,0.419333539463096,0.796352129750859,"Pn13E1"
"Stranger","ezDDM z",0.253447388643571,-0.260362378592989,0.736195533203229,"Pn13E1"
"Stranger","rwDDM v",0.318491531869312,0.106101285049978,0.574611783610571,"Pn13E1"
"Stranger","rwDDM z",0.155340795897554,-0.0859867040289151,0.466972936607926,"Pn13E1"
