"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.0267492948571338,-0.256737884486646,0.314006256227223,"Acquaintance","P54E3"
"ACC",0.166635767368447,-0.0447328523350395,0.456487498659523,"Acquaintance","P54E3"
"Dprime",0.199473480082239,0.06816325503922,0.389109919631298,"Acquaintance","P54E3"
"Efficiency",0.182669502920119,0.0207999405693282,0.306058844901076,"Acquaintance","P54E3"
"ezDDM: v",-0.204264636464596,-0.339420967042378,0.12413983341152,"Acquaintance","P54E3"
"ezDDM: z",0.166635767368447,-0.0447328523350395,0.456487498659523,"Acquaintance","P54E3"
