"Indice","r","LLCI","ULCI","Target","Paper_ID"
"RT",0.0392216016131386,-0.0206844836960069,0.133452048330677,"Stranger","Ps1E1"
"ACC",0.233508614216391,0.151838656823244,0.29074287762515,"Stranger","Ps1E1"
"Dprime",0.310094021944284,0.233943092284816,0.356005428906785,"Stranger","Ps1E1"
"Efficiency",0.164986690901634,0.114239698023751,0.23537058778998,"Stranger","Ps1E1"
"ezDDM: v",0.145999845175299,0.0792630510288595,0.230489705718659,"Stranger","Ps1E1"
"ezDDM: z",0.221394274065818,0.163032986206228,0.29239313545622,"Stranger","Ps1E1"
