"Target","Indice","Method","r","Paper_ID"
"Stranger","RT","First-Second",0.375379595272483,"Pt6E2"
"Stranger","RT","Odd-Even",0.551236010065113,"Pt6E2"
"Stranger","ACC","First-Second",0.277643377796914,"Pt6E2"
"Stranger","ACC","Odd-Even",0.441723349400573,"Pt6E2"
"Stranger","d Prime","First-Second",0.379760436356269,"Pt6E2"
"Stranger","d Prime","Odd-Even",0.455089147342073,"Pt6E2"
"Stranger","Efficiency","First-Second",0.427450881968626,"Pt6E2"
"Stranger","Efficiency","Odd-Even",0.508801704644251,"Pt6E2"
"Stranger","ezDDM v","First-Second",0.290113389916149,"Pt6E2"
"Stranger","ezDDM v","Odd-Even",0.541942004657404,"Pt6E2"
"Stranger","ezDDM z","First-Second",0.100857638472378,"Pt6E2"
"Stranger","ezDDM z","Odd-Even",0.33080731913738,"Pt6E2"
"Stranger","rwDDM v","First-Second",0.113122478492097,"Pt6E2"
"Stranger","rwDDM v","Odd-Even",0.404977573973791,"Pt6E2"
"Stranger","rwDDM z","First-Second",-0.140188642567978,"Pt6E2"
"Stranger","rwDDM z","Odd-Even",0.317347394589309,"Pt6E2"
