"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.651354910842814,"P44E1"
"Friend","RT","Odd-Even",0.55778945281509,"P44E1"
"Friend","ACC","First-Second",0.331349491244123,"P44E1"
"Friend","ACC","Odd-Even",0.50316194821812,"P44E1"
"Friend","d Prime","First-Second",0.184965879247659,"P44E1"
"Friend","d Prime","Odd-Even",0.299764208018796,"P44E1"
"Friend","Efficiency","First-Second",0.542716139285562,"P44E1"
"Friend","Efficiency","Odd-Even",0.628762872760886,"P44E1"
"Friend","ezDDM v","First-Second",0.34708552953718,"P44E1"
"Friend","ezDDM v","Odd-Even",0.57958337578412,"P44E1"
"Friend","ezDDM z","First-Second",0.263597523876161,"P44E1"
"Friend","ezDDM z","Odd-Even",0.1962502725834,"P44E1"
"Friend","rwDDM v","First-Second",0.280415545709939,"P44E1"
"Friend","rwDDM v","Odd-Even",0.190119306420016,"P44E1"
"Friend","rwDDM z","First-Second",0.245353356430175,"P44E1"
"Friend","rwDDM z","Odd-Even",-0.184774374134583,"P44E1"
"Stranger","RT","First-Second",0.663353164332505,"P44E1"
"Stranger","RT","Odd-Even",0.689965851491107,"P44E1"
"Stranger","ACC","First-Second",0.573245242791747,"P44E1"
"Stranger","ACC","Odd-Even",0.618483920980515,"P44E1"
"Stranger","d Prime","First-Second",0.371567002918108,"P44E1"
"Stranger","d Prime","Odd-Even",0.42146385513895,"P44E1"
"Stranger","Efficiency","First-Second",0.611224489974925,"P44E1"
"Stranger","Efficiency","Odd-Even",0.564981755429931,"P44E1"
"Stranger","ezDDM v","First-Second",0.636386138878706,"P44E1"
"Stranger","ezDDM v","Odd-Even",0.593864874252882,"P44E1"
"Stranger","ezDDM z","First-Second",0.0236750578002471,"P44E1"
"Stranger","ezDDM z","Odd-Even",0.169982741506659,"P44E1"
"Stranger","rwDDM v","First-Second",0.385823360126852,"P44E1"
"Stranger","rwDDM v","Odd-Even",0.308913434277954,"P44E1"
"Stranger","rwDDM z","First-Second",0.0710388719417751,"P44E1"
"Stranger","rwDDM z","Odd-Even",-0.107770197813879,"P44E1"
