"Target","Indice","Method","r","Paper_ID"
"Stranger","RT","First-Second",0.766049590765007,"Pt1E1"
"Stranger","RT","Odd-Even",0.761760420362309,"Pt1E1"
"Stranger","ACC","First-Second",0.583892642290276,"Pt1E1"
"Stranger","ACC","Odd-Even",0.724862769754373,"Pt1E1"
"Stranger","d Prime","First-Second",0.394088794703706,"Pt1E1"
"Stranger","d Prime","Odd-Even",0.415224430168262,"Pt1E1"
"Stranger","Efficiency","First-Second",0.724775379621834,"Pt1E1"
"Stranger","Efficiency","Odd-Even",0.782136689672855,"Pt1E1"
"Stranger","ezDDM v","First-Second",0.479651345796034,"Pt1E1"
"Stranger","ezDDM v","Odd-Even",0.621954863495487,"Pt1E1"
"Stranger","ezDDM z","First-Second",0.169847397056446,"Pt1E1"
"Stranger","ezDDM z","Odd-Even",0.0712848872191186,"Pt1E1"
"Stranger","rwDDM v","First-Second",0.435303326181039,"Pt1E1"
"Stranger","rwDDM v","Odd-Even",0.381044851003273,"Pt1E1"
"Stranger","rwDDM z","First-Second",0.324839583083598,"Pt1E1"
"Stranger","rwDDM z","Odd-Even",0.163285606638918,"Pt1E1"
