"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.795114118938618,"Pt3E1"
"Friend","RT","Odd-Even",0.84190258549989,"Pt3E1"
"Friend","ACC","First-Second",0.518489214539242,"Pt3E1"
"Friend","ACC","Odd-Even",0.653123374893185,"Pt3E1"
"Friend","d Prime","First-Second",0.272772948797891,"Pt3E1"
"Friend","d Prime","Odd-Even",0.401153578409382,"Pt3E1"
"Friend","Efficiency","First-Second",0.704315702610492,"Pt3E1"
"Friend","Efficiency","Odd-Even",0.797241532416311,"Pt3E1"
"Friend","ezDDM v","First-Second",0.608019972462358,"Pt3E1"
"Friend","ezDDM v","Odd-Even",0.662093033492623,"Pt3E1"
"Friend","ezDDM z","First-Second",0.0147757441055265,"Pt3E1"
"Friend","ezDDM z","Odd-Even",0.16280048573601,"Pt3E1"
"Friend","rwDDM v","First-Second",0.474175775373296,"Pt3E1"
"Friend","rwDDM v","Odd-Even",0.443253630658474,"Pt3E1"
"Friend","rwDDM z","First-Second",0.178969492301362,"Pt3E1"
"Friend","rwDDM z","Odd-Even",0.0593873696893178,"Pt3E1"
"Stranger","RT","First-Second",0.695538847310378,"Pt3E1"
"Stranger","RT","Odd-Even",0.811750330681958,"Pt3E1"
"Stranger","ACC","First-Second",0.458744264192642,"Pt3E1"
"Stranger","ACC","Odd-Even",0.535400580358532,"Pt3E1"
"Stranger","d Prime","First-Second",0.425225441240973,"Pt3E1"
"Stranger","d Prime","Odd-Even",0.337731713906592,"Pt3E1"
"Stranger","Efficiency","First-Second",0.614690976489887,"Pt3E1"
"Stranger","Efficiency","Odd-Even",0.671662658769739,"Pt3E1"
"Stranger","ezDDM v","First-Second",0.553564710040826,"Pt3E1"
"Stranger","ezDDM v","Odd-Even",0.640049462124604,"Pt3E1"
"Stranger","ezDDM z","First-Second",0.113422445679822,"Pt3E1"
"Stranger","ezDDM z","Odd-Even",0.0336241235737476,"Pt3E1"
"Stranger","rwDDM v","First-Second",0.540464291790013,"Pt3E1"
"Stranger","rwDDM v","Odd-Even",0.518788915676548,"Pt3E1"
"Stranger","rwDDM z","First-Second",0.158631784777731,"Pt3E1"
"Stranger","rwDDM z","Odd-Even",0.15171392381354,"Pt3E1"
