"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.315335609144939,"Ps3E1"
"Friend","RT","Odd-Even",0.400516482408155,"Ps3E1"
"Friend","ACC","First-Second",0.168839145273943,"Ps3E1"
"Friend","ACC","Odd-Even",0.367693537471621,"Ps3E1"
"Friend","d Prime","First-Second",-0.0435506265058828,"Ps3E1"
"Friend","d Prime","Odd-Even",0.119318947309648,"Ps3E1"
"Friend","Efficiency","First-Second",0.211024593783657,"Ps3E1"
"Friend","Efficiency","Odd-Even",0.371546933757578,"Ps3E1"
"Friend","ezDDM v","First-Second",0.185700548650864,"Ps3E1"
"Friend","ezDDM v","Odd-Even",0.320809008366119,"Ps3E1"
"Friend","ezDDM z","First-Second",0.134057342860507,"Ps3E1"
"Friend","ezDDM z","Odd-Even",-0.0296171996898849,"Ps3E1"
"Friend","rwDDM v","First-Second",-0.0859266055470665,"Ps3E1"
"Friend","rwDDM v","Odd-Even",-0.0164840854380231,"Ps3E1"
"Friend","rwDDM z","First-Second",-0.0583624359954354,"Ps3E1"
"Friend","rwDDM z","Odd-Even",0.0824627021239233,"Ps3E1"
"Stranger","RT","First-Second",0.272006581969293,"Ps3E1"
"Stranger","RT","Odd-Even",0.287728729559207,"Ps3E1"
"Stranger","ACC","First-Second",0.489063467673437,"Ps3E1"
"Stranger","ACC","Odd-Even",0.585829853311235,"Ps3E1"
"Stranger","d Prime","First-Second",0.144082616349095,"Ps3E1"
"Stranger","d Prime","Odd-Even",0.374424052151216,"Ps3E1"
"Stranger","Efficiency","First-Second",0.460127913687723,"Ps3E1"
"Stranger","Efficiency","Odd-Even",0.4319238224357,"Ps3E1"
"Stranger","ezDDM v","First-Second",0.392891551495015,"Ps3E1"
"Stranger","ezDDM v","Odd-Even",0.487333155375422,"Ps3E1"
"Stranger","ezDDM z","First-Second",0.140320476331717,"Ps3E1"
"Stranger","ezDDM z","Odd-Even",0.0965829342076901,"Ps3E1"
"Stranger","rwDDM v","First-Second",0.12850659876152,"Ps3E1"
"Stranger","rwDDM v","Odd-Even",0.0650407604186011,"Ps3E1"
"Stranger","rwDDM z","First-Second",0.117074417643856,"Ps3E1"
"Stranger","rwDDM z","Odd-Even",0.19658234810551,"Ps3E1"
