"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.798505401546159,"Pt18E1"
"Friend","RT","Odd-Even",0.86332540714317,"Pt18E1"
"Friend","ACC","First-Second",0.462057369510712,"Pt18E1"
"Friend","ACC","Odd-Even",0.627561414136477,"Pt18E1"
"Friend","d Prime","First-Second",0.69782083541314,"Pt18E1"
"Friend","d Prime","Odd-Even",0.622042298223592,"Pt18E1"
"Friend","Efficiency","First-Second",0.640481802468052,"Pt18E1"
"Friend","Efficiency","Odd-Even",0.792941089856534,"Pt18E1"
"Friend","ezDDM v","First-Second",0.537828171014478,"Pt18E1"
"Friend","ezDDM v","Odd-Even",0.506017902463302,"Pt18E1"
"Friend","ezDDM z","First-Second",0.414510246890717,"Pt18E1"
"Friend","ezDDM z","Odd-Even",0.121163765690008,"Pt18E1"
"Friend","rwDDM v","First-Second",0.437477535297142,"Pt18E1"
"Friend","rwDDM v","Odd-Even",0.553638836265361,"Pt18E1"
"Friend","rwDDM z","First-Second",0.433675194826275,"Pt18E1"
"Friend","rwDDM z","Odd-Even",0.459777756479763,"Pt18E1"
"Stranger","RT","First-Second",0.74596168020681,"Pt18E1"
"Stranger","RT","Odd-Even",0.773102558994677,"Pt18E1"
"Stranger","ACC","First-Second",0.323663896838024,"Pt18E1"
"Stranger","ACC","Odd-Even",0.377330459112243,"Pt18E1"
"Stranger","d Prime","First-Second",0.163838183832513,"Pt18E1"
"Stranger","d Prime","Odd-Even",0.0786936709430579,"Pt18E1"
"Stranger","Efficiency","First-Second",0.465755313118343,"Pt18E1"
"Stranger","Efficiency","Odd-Even",0.584652172195987,"Pt18E1"
"Stranger","ezDDM v","First-Second",0.246931396174836,"Pt18E1"
"Stranger","ezDDM v","Odd-Even",0.117719294220791,"Pt18E1"
"Stranger","ezDDM z","First-Second",-0.111366451871898,"Pt18E1"
"Stranger","ezDDM z","Odd-Even",-0.207040097576418,"Pt18E1"
"Stranger","rwDDM v","First-Second",0.18705745186862,"Pt18E1"
"Stranger","rwDDM v","Odd-Even",0.247634606398012,"Pt18E1"
"Stranger","rwDDM z","First-Second",0.549053381369973,"Pt18E1"
"Stranger","rwDDM z","Odd-Even",0.553483860632532,"Pt18E1"
