"Indice","Method","r","Target","Paper_ID"
"RT","First-Second",0.204456839275483,"Friend","Pn16E3"
"RT","Odd-Even",0.710558352941834,"Friend","Pn16E3"
"RT","Permuted",0.676187633130377,"Friend","Pn16E3"
"ACC","First-Second",-0.0339868279543357,"Friend","Pn16E3"
"ACC","Odd-Even",0.982600846091952,"Friend","Pn16E3"
"ACC","Permuted",0.798451593481378,"Friend","Pn16E3"
"Dprime","First-Second",-0.236400061253634,"Friend","Pn16E3"
"Dprime","Odd-Even",0.979586784286203,"Friend","Pn16E3"
"Dprime","Permuted",0.626349568177389,"Friend","Pn16E3"
"Efficiency","First-Second",-0.0425920103164859,"Friend","Pn16E3"
"Efficiency","Odd-Even",-0.0496178621295041,"Friend","Pn16E3"
"Efficiency","Permuted",-0.0884302599045801,"Friend","Pn16E3"
"ezDDM: v","First-Second",-0.101094325157858,"Friend","Pn16E3"
"ezDDM: v","Odd-Even",0.924413765457615,"Friend","Pn16E3"
"ezDDM: v","Permuted",0.71161850360099,"Friend","Pn16E3"
"ezDDM: z","First-Second",0.175603511776345,"Friend","Pn16E3"
"ezDDM: z","Odd-Even",0.802693148701167,"Friend","Pn16E3"
"ezDDM: z","Permuted",0.489394836301863,"Friend","Pn16E3"
