"Indice","Method","r","Target","Paper_ID"
"RT","First-Second",0.332181783938953,"Friend","Pn13E1"
"RT","Odd-Even",0.638420150895592,"Friend","Pn13E1"
"RT","Permuted",0.562273420237479,"Friend","Pn13E1"
"ACC","First-Second",-0.0787260874880773,"Friend","Pn13E1"
"ACC","Odd-Even",0.198620777554808,"Friend","Pn13E1"
"ACC","Permuted",0.192572479531503,"Friend","Pn13E1"
"Dprime","First-Second",0.454928609176277,"Friend","Pn13E1"
"Dprime","Odd-Even",0.256435521793725,"Friend","Pn13E1"
"Dprime","Permuted",0.351170688407885,"Friend","Pn13E1"
"Efficiency","First-Second",0.028670366726671,"Friend","Pn13E1"
"Efficiency","Odd-Even",0.103670924858529,"Friend","Pn13E1"
"Efficiency","Permuted",0.0690806926270126,"Friend","Pn13E1"
"ezDDM: v","First-Second",0.325430611734208,"Friend","Pn13E1"
"ezDDM: v","Odd-Even",0.14065498604844,"Friend","Pn13E1"
"ezDDM: v","Permuted",0.480876669363502,"Friend","Pn13E1"
"ezDDM: z","First-Second",-0.33973378106438,"Friend","Pn13E1"
"ezDDM: z","Odd-Even",0.317533560487542,"Friend","Pn13E1"
"ezDDM: z","Permuted",-0.207316035798929,"Friend","Pn13E1"
