"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.452178218827034,"Pt7E1"
"Friend","RT","Odd-Even",0.539756716429735,"Pt7E1"
"Friend","ACC","First-Second",0.498615608034638,"Pt7E1"
"Friend","ACC","Odd-Even",0.646995011797757,"Pt7E1"
"Friend","d Prime","First-Second",0.307966337468355,"Pt7E1"
"Friend","d Prime","Odd-Even",0.370896748066249,"Pt7E1"
"Friend","Efficiency","First-Second",0.335095315567465,"Pt7E1"
"Friend","Efficiency","Odd-Even",0.643381274611269,"Pt7E1"
"Friend","ezDDM v","First-Second",0.39383196181442,"Pt7E1"
"Friend","ezDDM v","Odd-Even",0.443970476483781,"Pt7E1"
"Friend","ezDDM z","First-Second",0.0451785397971702,"Pt7E1"
"Friend","ezDDM z","Odd-Even",0.158440676473599,"Pt7E1"
"Friend","rwDDM v","First-Second",-0.506450521916418,"Pt7E1"
"Friend","rwDDM v","Odd-Even",0.264938352347016,"Pt7E1"
"Friend","rwDDM z","First-Second",0.189750886581174,"Pt7E1"
"Friend","rwDDM z","Odd-Even",0.0322106180744497,"Pt7E1"
"Stranger","RT","First-Second",0.426651637139786,"Pt7E1"
"Stranger","RT","Odd-Even",0.636959274331682,"Pt7E1"
"Stranger","ACC","First-Second",0.656697512067713,"Pt7E1"
"Stranger","ACC","Odd-Even",0.704602791893599,"Pt7E1"
"Stranger","d Prime","First-Second",0.423348652469161,"Pt7E1"
"Stranger","d Prime","Odd-Even",0.409451569369199,"Pt7E1"
"Stranger","Efficiency","First-Second",0.886299680192339,"Pt7E1"
"Stranger","Efficiency","Odd-Even",0.870389924642605,"Pt7E1"
"Stranger","ezDDM v","First-Second",0.561064300870616,"Pt7E1"
"Stranger","ezDDM v","Odd-Even",0.593621169398369,"Pt7E1"
"Stranger","ezDDM z","First-Second",0.116672390370016,"Pt7E1"
"Stranger","ezDDM z","Odd-Even",0.185903445821597,"Pt7E1"
"Stranger","rwDDM v","First-Second",0.219645673735977,"Pt7E1"
"Stranger","rwDDM v","Odd-Even",-0.144356239176781,"Pt7E1"
"Stranger","rwDDM z","First-Second",0.213856311729472,"Pt7E1"
"Stranger","rwDDM z","Odd-Even",0.0742437438268914,"Pt7E1"
