"Target","Indice","Method","r","Paper_ID"
"Mother","RT","First-Second",0.764943547181981,"Ps5E4"
"Mother","RT","Odd-Even",0.81384195041038,"Ps5E4"
"Mother","ACC","First-Second",0.34569761246821,"Ps5E4"
"Mother","ACC","Odd-Even",0.855122086169527,"Ps5E4"
"Mother","d Prime","First-Second",0.344091978060612,"Ps5E4"
"Mother","d Prime","Odd-Even",0.695127715261589,"Ps5E4"
"Mother","Efficiency","First-Second",0.45608258937494,"Ps5E4"
"Mother","Efficiency","Odd-Even",0.900151669052032,"Ps5E4"
"Mother","ezDDM v","First-Second",0.176636927123612,"Ps5E4"
"Mother","ezDDM v","Odd-Even",0.733101557707758,"Ps5E4"
"Mother","ezDDM z","First-Second",0.446297018702843,"Ps5E4"
"Mother","ezDDM z","Odd-Even",0.368914213241132,"Ps5E4"
"Mother","rwDDM v","First-Second",0.287807817827087,"Ps5E4"
"Mother","rwDDM v","Odd-Even",0.452983861078131,"Ps5E4"
"Mother","rwDDM z","First-Second",0.311982369510067,"Ps5E4"
"Mother","rwDDM z","Odd-Even",0.335888160710443,"Ps5E4"
"Stranger","RT","First-Second",0.705905391381698,"Ps5E4"
"Stranger","RT","Odd-Even",0.636771018905651,"Ps5E4"
"Stranger","ACC","First-Second",0.677815345657053,"Ps5E4"
"Stranger","ACC","Odd-Even",0.504985293026927,"Ps5E4"
"Stranger","d Prime","First-Second",0.338480656020292,"Ps5E4"
"Stranger","d Prime","Odd-Even",0.131919097779973,"Ps5E4"
"Stranger","Efficiency","First-Second",0.682816864800406,"Ps5E4"
"Stranger","Efficiency","Odd-Even",0.522706586134323,"Ps5E4"
"Stranger","ezDDM v","First-Second",0.775558780003196,"Ps5E4"
"Stranger","ezDDM v","Odd-Even",0.546359243567176,"Ps5E4"
"Stranger","ezDDM z","First-Second",0.0683075469354984,"Ps5E4"
"Stranger","ezDDM z","Odd-Even",-0.206932379098166,"Ps5E4"
"Stranger","rwDDM v","First-Second",0.617545809121842,"Ps5E4"
"Stranger","rwDDM v","Odd-Even",0.369230982485973,"Ps5E4"
"Stranger","rwDDM z","First-Second",0.312231758770391,"Ps5E4"
"Stranger","rwDDM z","Odd-Even",0.224233521692313,"Ps5E4"
