"Target","Indice","Method","r","Paper_ID"
"Mother","RT","First-Second",0.527980526129406,"Ps5E2"
"Mother","RT","Odd-Even",0.838530544544103,"Ps5E2"
"Mother","ACC","First-Second",0.58964900284867,"Ps5E2"
"Mother","ACC","Odd-Even",0.523863252299548,"Ps5E2"
"Mother","d Prime","First-Second",0.517451339578727,"Ps5E2"
"Mother","d Prime","Odd-Even",0.576183367240951,"Ps5E2"
"Mother","Efficiency","First-Second",0.695424518393381,"Ps5E2"
"Mother","Efficiency","Odd-Even",0.863713268209683,"Ps5E2"
"Mother","ezDDM v","First-Second",0.515195524245975,"Ps5E2"
"Mother","ezDDM v","Odd-Even",0.663094578851213,"Ps5E2"
"Mother","ezDDM z","First-Second",0.0599043919004826,"Ps5E2"
"Mother","ezDDM z","Odd-Even",-0.20229834152277,"Ps5E2"
"Mother","rwDDM v","First-Second",0.264498094157954,"Ps5E2"
"Mother","rwDDM v","Odd-Even",0.225140185386213,"Ps5E2"
"Mother","rwDDM z","First-Second",0.236427923298491,"Ps5E2"
"Mother","rwDDM z","Odd-Even",0.284838142740522,"Ps5E2"
"Stranger","RT","First-Second",0.266879220919082,"Ps5E2"
"Stranger","RT","Odd-Even",0.543817535357947,"Ps5E2"
"Stranger","ACC","First-Second",0.612054871778731,"Ps5E2"
"Stranger","ACC","Odd-Even",0.518418245706967,"Ps5E2"
"Stranger","d Prime","First-Second",0.318236424306972,"Ps5E2"
"Stranger","d Prime","Odd-Even",0.409453952297573,"Ps5E2"
"Stranger","Efficiency","First-Second",0.541063227593245,"Ps5E2"
"Stranger","Efficiency","Odd-Even",0.747801154320417,"Ps5E2"
"Stranger","ezDDM v","First-Second",0.0796205775165743,"Ps5E2"
"Stranger","ezDDM v","Odd-Even",0.657207194160422,"Ps5E2"
"Stranger","ezDDM z","First-Second",0.147337687483052,"Ps5E2"
"Stranger","ezDDM z","Odd-Even",0.0178542842539255,"Ps5E2"
"Stranger","rwDDM v","First-Second",0.188678873628358,"Ps5E2"
"Stranger","rwDDM v","Odd-Even",0.356999056848657,"Ps5E2"
"Stranger","rwDDM z","First-Second",0.13983232511476,"Ps5E2"
"Stranger","rwDDM z","Odd-Even",0.113103592014217,"Ps5E2"
