"Indice","Method","r","Target","Paper_ID"
"RT","First-Second",0.434202039517672,"Friend","Pn4E1"
"RT","Odd-Even",0.0278214567330543,"Friend","Pn4E1"
"RT","Permuted",0.536132138658956,"Friend","Pn4E1"
"ACC","First-Second",0.314175812148712,"Friend","Pn4E1"
"ACC","Odd-Even",-0.084116031809414,"Friend","Pn4E1"
"ACC","Permuted",0.339421131531221,"Friend","Pn4E1"
"Dprime","First-Second",0.355538793780828,"Friend","Pn4E1"
"Dprime","Odd-Even",0.386418491377378,"Friend","Pn4E1"
"Dprime","Permuted",0.461038913526161,"Friend","Pn4E1"
"Efficiency","First-Second",0.065079757306568,"Friend","Pn4E1"
"Efficiency","Odd-Even",0.22580385735664,"Friend","Pn4E1"
"Efficiency","Permuted",0.202362605668291,"Friend","Pn4E1"
"ezDDM: v","First-Second",0.19616872273196,"Friend","Pn4E1"
"ezDDM: v","Odd-Even",0.205319628284738,"Friend","Pn4E1"
"ezDDM: v","Permuted",0.304650300101281,"Friend","Pn4E1"
"ezDDM: z","First-Second",0.37393307742923,"Friend","Pn4E1"
"ezDDM: z","Odd-Even",0.332406957639623,"Friend","Pn4E1"
"ezDDM: z","Permuted",0.504945455743318,"Friend","Pn4E1"
