"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.70392633187303,"Pt9E1"
"Friend","RT","Odd-Even",0.845304847542729,"Pt9E1"
"Friend","ACC","First-Second",0.78160156834991,"Pt9E1"
"Friend","ACC","Odd-Even",0.506114604169646,"Pt9E1"
"Friend","d Prime","First-Second",0.58703856311489,"Pt9E1"
"Friend","d Prime","Odd-Even",0.573225168299266,"Pt9E1"
"Friend","Efficiency","First-Second",0.745807890409967,"Pt9E1"
"Friend","Efficiency","Odd-Even",0.758993397570714,"Pt9E1"
"Friend","ezDDM v","First-Second",0.731190491997866,"Pt9E1"
"Friend","ezDDM v","Odd-Even",0.524735081535518,"Pt9E1"
"Friend","ezDDM z","First-Second",0.385927495572445,"Pt9E1"
"Friend","ezDDM z","Odd-Even",0.262092215479538,"Pt9E1"
"Friend","rwDDM v","First-Second",0.496221977553636,"Pt9E1"
"Friend","rwDDM v","Odd-Even",0.259520447820292,"Pt9E1"
"Friend","rwDDM z","First-Second",0.508153329454049,"Pt9E1"
"Friend","rwDDM z","Odd-Even",-0.230808213037434,"Pt9E1"
"None","RT","First-Second",0.633647405504147,"Pt9E1"
"None","RT","Odd-Even",0.689417976851598,"Pt9E1"
"None","ACC","First-Second",0.452609220848742,"Pt9E1"
"None","ACC","Odd-Even",0.815723225496339,"Pt9E1"
"None","d Prime","First-Second",-0.0914210499890365,"Pt9E1"
"None","d Prime","Odd-Even",0.747968872393943,"Pt9E1"
"None","Efficiency","First-Second",0.625556068261227,"Pt9E1"
"None","Efficiency","Odd-Even",0.899757398070796,"Pt9E1"
"None","ezDDM v","First-Second",0.375494069771243,"Pt9E1"
"None","ezDDM v","Odd-Even",0.789368888035035,"Pt9E1"
"None","ezDDM z","First-Second",0.0658929370760154,"Pt9E1"
"None","ezDDM z","Odd-Even",-0.0472816750765526,"Pt9E1"
"None","rwDDM v","First-Second",0.590698768099135,"Pt9E1"
"None","rwDDM v","Odd-Even",0.717336146694599,"Pt9E1"
"None","rwDDM z","First-Second",0.436550649270487,"Pt9E1"
"None","rwDDM z","Odd-Even",0.283756115234397,"Pt9E1"
